name	human	chimpanzee	bonobo	description
TARS2	1	1	0	threonyl-tRNA synthetase 2%2C mitochondrial
ECM1	1	0	0	extracellular matrix protein 1
GOLPH3L	1	1	0	golgi phosphoprotein 3 like
HORMAD1	1	0	0	HORMA domain containing 1
CTSS	1	0	0	cathepsin S
SETDB1	1	0	1	SET domain bifurcated histone lysine methyltransferase 1
CTXND2	1	0	1	cortexin domain containing 2
ANXA9	1	0	0	annexin A9
CDC42SE1	1	0	0	CDC42 small effector 1
BNIPL	1	0	0	BCL2 interacting protein like
C1orf56	1	0	0	chromosome 1 open reading frame 56
PIP5K1A	1	0	0	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
PSMD4	1	0	0	proteasome 26S subunit ubiquitin receptor%2C non-ATPase 4
POGZ	1	0	0	pogo transposable element derived with ZNF domain
SNX27	1	1	0	sorting nexin 27
S100A11	1	0	0	S100 calcium binding protein A11
LCE3D	4	0	0	late cornified envelope 3D
LCE3B	4	0	0	late cornified envelope 3B
LCE3C	4	0	0	late cornified envelope 3C
LCE3E	4	0	0	late cornified envelope 3E
LCE2C	3	0	0	late cornified envelope 2C
LCE2B	1	0	0	late cornified envelope 2B
LCE2A	1	0	0	late cornified envelope 2A
LCE1F	1	0	0	late cornified envelope 1F
LCE1D	4	0	0	late cornified envelope 1D
LCE1E	1	0	0	late cornified envelope 1E
SPRR2E	1	0	0	small proline rich protein 2E
SPRR2G	1	1	0	small proline rich protein 2G
PGLYRP4	1	0	0	peptidoglycan recognition protein 4
S100A8	1	0	0	S100 calcium binding protein A8
NPR1	1	0	0	natriuretic peptide receptor 1
GATAD2B	1	0	0	GATA zinc finger domain containing 2B
RPS27	1	0	0	ribosomal protein S27
NUP210L	1	0	1	nucleoporin 210 like
RAB13	1	0	0	RAB13%2C member RAS oncogene family
TPM3	4	1	0	tropomyosin 3
UBAP2L	1	1	1	ubiquitin associated protein 2 like
TDRD10	1	0	1	tudor domain containing 10
PMVK	1	0	0	phosphomevalonate kinase
FLAD1	1	0	0	flavin adenine dinucleotide synthetase 1
LENEP	1	0	0	lens epithelial protein
ZBTB7B	1	0	0	zinc finger and BTB domain containing 7B
GBA1	4	0	0	glucosylceramidase beta 1
ASH1L	1	1	1	ASH1 like histone lysine methyltransferase
YY1AP1	1	1	0	YY1 associated protein 1
DAP3	1	1	0	death associated protein 3
GON4L	1	1	0	gon-4 like
SYT11	1	0	0	synaptotagmin 11
ARHGEF2	1	1	0	Rho/Rac guanine nucleotide exchange factor 2
UBQLN4	1	0	0	ubiquilin 4
PMF1	1	0	0	polyamine modulated factor 1
PMF1-BGLAP	1	0	0	PMF1-BGLAP readthrough
BGLAP	1	0	0	bone gamma-carboxyglutamate protein
IQGAP3	1	1	1	IQ motif containing GTPase activating protein 3
TTC24	1	0	0	tetratricopeptide repeat domain 24
GPATCH4	1	0	0	G-patch domain containing 4 (gene/pseudogene)
NAXE	1	0	0	NAD(P)HX epimerase
NTRK1	1	0	0	neurotrophic receptor tyrosine kinase 1
INSRR	1	0	0	insulin receptor related receptor
ETV3	1	0	0	ETS variant transcription factor 3
FCRL5	1	0	0	Fc receptor like 5
FCRL4	1	3	0	Fc receptor like 4
FCRL1	1	0	0	Fc receptor like 1
KIRREL1	1	1	0	kirre like nephrin family adhesion molecule 1
CD1D	1	1	0	CD1d molecule
CD1B	1	0	0	CD1b molecule
OR6Y1	4	0	0	olfactory receptor family 6 subfamily Y member 1
SPTA1	1	1	0	spectrin alpha%2C erythrocytic 1
OR6K2	1	1	0	olfactory receptor family 6 subfamily K member 2
OR6K3	1	1	0	olfactory receptor family 6 subfamily K member 3
OR6K6	1	0	0	olfactory receptor family 6 subfamily K member 6
OR6N1	1	0	0	olfactory receptor family 6 subfamily N member 1
PYHIN1	1	1	1	pyrin and HIN domain family member 1
PYDC5	1	0	0	pyrin domain containing 5
IFI16	4	1	0	interferon gamma inducible protein 16
AIM2	1	1	0	absent in melanoma 2
FCER1A	1	0	0	Fc epsilon receptor Ia
KCNJ9	1	0	0	potassium inwardly rectifying channel subfamily J member 9
COPA	1	1	1	COPI coat complex subunit alpha
NCSTN	1	0	1	nicastrin
CD48	1	1	0	CD48 molecule
ITLN2	1	1	0	intelectin 2
F11R	1	1	1	F11 receptor
ARHGAP30	1	0	1	Rho GTPase activating protein 30
PCP4L1	1	1	0	Purkinje cell protein 4 like 1
FCGR3A	4	0	0	Fc gamma receptor IIIa
FCGR2A	4	1	0	Fc gamma receptor IIa
HSPA6	4	1	0	heat shock protein family A (Hsp70) member 6
LOC124905743	4	0	0	low affinity immunoglobulin gamma Fc region receptor III-B
FCGR3B	4	0	0	Fc gamma receptor IIIb
FCGR2B	4	0	0	Fc gamma receptor IIb
NOS1AP	1	1	0	nitric oxide synthase 1 adaptor protein
UAP1	1	0	1	UDP-N-acetylglucosamine pyrophosphorylase 1
DDR2	1	1	1	discoidin domain receptor tyrosine kinase 2
HSD17B7	1	1	1	hydroxysteroid 17-beta dehydrogenase 7
CCDC190	1	1	0	coiled-coil domain containing 190
RGS5	1	1	0	regulator of G protein signaling 5
NUF2	1	1	0	NUF2 component of NDC80 kinetochore complex
PBX1	1	1	0	PBX homeobox 1
LMX1A	1	1	0	LIM homeobox transcription factor 1 alpha
LRRC52	1	0	0	leucine rich repeat containing 52
ALDH9A1	1	1	0	aldehyde dehydrogenase 9 family member A1
TMCO1	1	1	1	transmembrane and coiled-coil domains 1
UCK2	1	0	0	uridine-cytidine kinase 2
TADA1	1	1	1	transcriptional adaptor 1
ILDR2	1	0	0	immunoglobulin like domain containing receptor 2
STYXL2	1	0	0	serine/threonine/tyrosine interacting like 2
POU2F1	1	1	1	POU class 2 homeobox 1
CD247	1	1	0	CD247 molecule
CREG1	1	0	0	cellular repressor of E1A stimulated genes 1
RCSD1	1	0	0	RCSD domain containing 1
MPZL1	1	0	1	myelin protein zero like 1
ADCY10	1	1	1	adenylate cyclase 10
DCAF6	1	1	1	DDB1 and CUL4 associated factor 6
MPC2	1	1	0	mitochondrial pyruvate carrier 2
GPR161	1	1	0	G protein-coupled receptor 161
XCL1	1	0	0	X-C motif chemokine ligand 1
ATP1B1	1	1	1	ATPase Na+/K+ transporting subunit beta 1
NME7	1	1	1	NME/NM23 family member 7
BLZF1	1	0	1	basic leucine zipper nuclear factor 1
SLC19A2	1	1	0	solute carrier family 19 member 2
F5	1	1	0	coagulation factor V
SCYL3	1	0	1	SCY1 like pseudokinase 3
KIFAP3	1	1	1	kinesin associated protein 3
PRRX1	1	0	0	paired related homeobox 1
MROH9	1	1	0	maestro heat like repeat family member 9
FMO2	1	0	0	flavin containing dimethylaniline monoxygenase 2
DNM3	1	1	1	dynamin 3
SUCO	1	1	1	SUN domain containing ossification factor
ANKRD45	1	1	1	ankyrin repeat domain 45
SERPINC1	1	0	0	serpin family C member 1
RC3H1	1	1	0	ring finger and CCCH-type domains 1
RABGAP1L	1	1	1	RAB GTPase activating protein 1 like
TNN	1	0	1	tenascin N
TNR	1	1	0	tenascin R
COP1	1	1	1	COP1 E3 ubiquitin ligase
PAPPA2	1	1	1	pappalysin 2
BRINP2	1	1	1	BMP/retinoic acid inducible neural specific 2
SEC16B	1	1	0	SEC16 homolog B%2C endoplasmic reticulum export factor
CRYZL2P-SEC16B	1	0	0	CRYZL2P-SEC16B readthrough
RASAL2	1	1	1	RAS protein activator like 2
CLEC20A	1	0	1	C-type lectin domain containing 20A
TEX35	1	0	0	testis expressed 35
RALGPS2	1	1	1	Ral GEF with PH domain and SH3 binding motif 2
FAM20B	1	0	0	FAM20B glycosaminoglycan xylosylkinase
SOAT1	1	1	0	sterol O-acyltransferase 1
AXDND1	1	1	1	axonemal dynein light chain domain containing 1
TDRD5	1	1	0	tudor domain containing 5
FAM163A	1	0	0	family with sequence similarity 163 member A
TOR1AIP2	1	1	0	torsin 1A interacting protein 2
TOR1AIP1	1	1	0	torsin 1A interacting protein 1
LHX4	1	1	1	LIM homeobox 4
ACBD6	1	1	1	acyl-CoA binding domain containing 6
XPR1	1	1	1	xenotropic and polytropic retrovirus receptor 1
STX6	1	0	0	syntaxin 6
CACNA1E	1	1	1	calcium voltage-gated channel subunit alpha1 E
RGSL1	1	1	4	regulator of G protein signaling like 1
RGS8	1	0	0	regulator of G protein signaling 8
DHX9	1	0	0	DExH-box helicase 9
LAMC1	1	1	0	laminin subunit gamma 1
NMNAT2	1	1	0	nicotinamide nucleotide adenylyltransferase 2
SMG7	1	0	1	SMG7 nonsense mediated mRNA decay factor
RGL1	1	1	0	ral guanine nucleotide dissociation stimulator like 1
COLGALT2	1	0	0	collagen beta(1-O)galactosyltransferase 2
TSEN15	1	0	0	tRNA splicing endonuclease subunit 15
C1orf21	1	0	0	chromosome 1 open reading frame 21
EDEM3	1	1	1	ER degradation enhancing alpha-mannosidase like protein 3
NIBAN1	1	1	0	niban apoptosis regulator 1
RNF2	1	1	0	ring finger protein 2
SWT1	1	1	0	SWT1 RNA endoribonuclease homolog
TRMT1L	1	0	0	tRNA methyltransferase 1 like
HMCN1	1	1	0	hemicentin 1
TPR	1	0	0	translocated promoter region%2C nuclear basket protein
PLA2G4A	1	0	0	phospholipase A2 group IVA
BRINP3	1	1	1	BMP/retinoic acid inducible neural specific 3
RGS18	1	0	0	regulator of G protein signaling 18
RGS1	1	1	0	regulator of G protein signaling 1
RGS13	1	0	0	regulator of G protein signaling 13
CDC73	1	1	0	cell division cycle 73
KCNT2	1	1	1	potassium sodium-activated channel subfamily T member 2
CFH	1	1	4	complement factor H
CFHR4	4	1	0	complement factor H related 4
CFHR2	1	0	0	complement factor H related 2
F13B	1	0	1	coagulation factor XIII B chain
CRB1	1	1	1	crumbs cell polarity complex component 1
DENND1B	1	1	1	DENN domain containing 1B
LHX9	1	0	0	LIM homeobox 9
NEK7	1	1	1	NIMA related kinase 7
NR5A2	1	0	1	nuclear receptor subfamily 5 group A member 2
KIF14	3	1	0	kinesin family member 14
CAMSAP2	1	1	0	calmodulin regulated spectrin associated protein family member 2
INAVA	1	0	1	innate immunity activator
IPO9	1	0	0	importin 9
LGR6	4	1	1	leucine rich repeat containing G protein-coupled receptor 6
PPP1R12B	1	1	1	protein phosphatase 1 regulatory subunit 12B
KDM5B	1	1	1	lysine demethylase 5B
RABIF	1	0	0	RAB interacting factor
PPFIA4	1	1	0	PTPRF interacting protein alpha 4
ATP2B4	1	1	0	ATPase plasma membrane Ca2+ transporting 4
LAX1	1	1	0	lymphocyte transmembrane adaptor 1
ZC3H11A	1	1	0	zinc finger CCCH-type containing 11A
ZBED6	1	0	0	zinc finger BED-type containing 6
PLEKHA6	1	0	0	pleckstrin homology domain containing A6
PPP1R15B	1	1	0	protein phosphatase 1 regulatory subunit 15B
PIK3C2B	1	1	0	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
DSTYK	1	1	0	dual serine/threonine and tyrosine protein kinase
CDK18	1	0	0	cyclin dependent kinase 18
RHEX	1	0	0	regulator of hemoglobinization and erythroid cell expansion
SRGAP2	1	1	0	SLIT-ROBO Rho GTPase activating protein 2
DYRK3	1	0	0	dual specificity tyrosine phosphorylation regulated kinase 3
IL10	1	0	0	interleukin 10
IL19	1	0	0	interleukin 19
YOD1	1	1	0	YOD1 deubiquitinase
PFKFB2	1	1	0	6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 2
C4BPB	1	0	0	complement component 4 binding protein beta
C4BPA	1	1	0	complement component 4 binding protein alpha
CR2	1	1	0	complement C3d receptor 2
CR1	4	1	0	complement C3b/C4b receptor 1 (Knops blood group)
CR1L	1	0	0	complement C3b/C4b receptor 1 like
CAMK1G	1	0	0	calcium/calmodulin dependent protein kinase IG
G0S2	1	0	0	G0/G1 switch 2
TRAF3IP3	1	0	0	TRAF3 interacting protein 3
UTP25	1	0	0	UTP25 small subunit processome component
SYT14	1	1	1	synaptotagmin 14
HHAT	1	1	0	hedgehog acyltransferase
KCNH1	1	1	1	potassium voltage-gated channel subfamily H member 1
TRAF5	1	1	0	TNF receptor associated factor 5
INTS7	1	1	1	integrator complex subunit 7
PPP2R5A	1	0	0	protein phosphatase 2 regulatory subunit B'alpha
ATF3	1	1	1	activating transcription factor 3
GARIN4	1	0	0	golgi associated RAB2 interactor family member 4
NSL1	1	1	0	NSL1 component of MIS12 kinetochore complex
TATDN3	1	1	0	TatD DNase domain containing 3
SPATA45	4	1	0	spermatogenesis associated 45
FLVCR1	1	1	0	FLVCR choline and heme transporter 1
VASH2	1	0	0	vasohibin 2
RPS6KC1	4	1	1	ribosomal protein S6 kinase C1
SMYD2	1	1	1	SET and MYND domain containing 2
CENPF	1	0	0	centromere protein F
KCNK2	1	1	1	potassium two pore domain channel subfamily K member 2
KCTD3	1	1	1	potassium channel tetramerization domain containing 3
USH2A	1	1	1	usherin
ESRRG	1	1	1	estrogen related receptor gamma
GPATCH2	1	1	1	G-patch domain containing 2
SPATA17	1	1	1	spermatogenesis associated 17
TGFB2	1	1	1	transforming growth factor beta 2
LYPLAL1	1	1	0	lysophospholipase like 1
SLC30A10	1	1	0	solute carrier family 30 member 10
EPRS1	1	1	1	glutamyl-prolyl-tRNA synthetase 1
BPNT1	1	1	0	3'(2')%2C 5'-bisphosphate nucleotidase 1
IARS2	1	0	1	isoleucyl-tRNA synthetase 2%2C mitochondrial
MTARC2	1	1	0	mitochondrial amidoxime reducing component 2
MTARC1	1	0	0	mitochondrial amidoxime reducing component 1
HHIPL2	1	1	0	HHIP like 2
TAF1A	1	1	0	TATA-box binding protein associated factor%2C RNA polymerase I subunit A
MIA3	1	0	0	MIA SH3 domain ER export factor 3
AIDA	1	0	0	axin interactor%2C dorsalization associated
DISP1	1	1	0	dispatched RND transporter family member 1
SUSD4	1	1	0	sushi domain containing 4
CAPN2	1	1	0	calpain 2
TP53BP2	1	1	0	tumor protein p53 binding protein 2
FBXO28	1	1	0	F-box protein 28
LOC124903813	1	0	0	UPF0764 protein C16orf89-like
WDR26	1	0	0	WD repeat domain 26
CNIH3	1	1	0	cornichon family AMPA receptor auxiliary protein 3
DNAH14	1	1	1	dynein axonemal heavy chain 14
ENAH	1	1	1	ENAH actin regulator
EPHX1	1	1	0	epoxide hydrolase 1
PARP1	1	1	0	poly(ADP-ribose) polymerase 1
STUM	1	1	0	stum%2C mechanosensory transduction mediator homolog
PSEN2	1	1	0	presenilin 2
CDC42BPA	1	1	1	CDC42 binding protein kinase alpha
ZNF678	1	0	1	zinc finger protein 678
PRSS38	1	0	0	serine protease 38
IBA57	1	4	1	iron-sulfur cluster assembly factor IBA57
OBSCN	1	1	0	obscurin%2C cytoskeletal calmodulin and titin-interacting RhoGEF
RHOU	4	0	0	ras homolog family member U
RAB4A	1	1	1	RAB4A%2C member RAS oncogene family
CCSAP	1	0	0	centriole%2C cilia and spindle associated protein
NUP133	1	1	0	nucleoporin 133
TAF5L	1	0	0	TATA-box binding protein associated factor 5 like
URB2	1	0	0	URB2 ribosome biogenesis homolog
GALNT2	1	1	0	polypeptide N-acetylgalactosaminyltransferase 2
PGBD5	1	1	1	piggyBac transposable element derived 5
CAPN9	1	0	1	calpain 9
TTC13	1	0	1	tetratricopeptide repeat domain 13
TRIM67	1	0	0	tripartite motif containing 67
SPRTN	1	1	0	SprT-like N-terminal domain
EGLN1	1	1	0	egl-9 family hypoxia inducible factor 1
DISC1	1	4	1	DISC1 scaffold protein
SIPA1L2	1	1	1	signal induced proliferation associated 1 like 2
PCNX2	1	1	1	pecanex 2
MAP3K21	1	0	1	mitogen-activated protein kinase kinase kinase 21
SLC35F3	1	1	0	solute carrier family 35 member F3
TARBP1	3	1	0	TAR (HIV-1) RNA binding protein 1
ARID4B	1	1	1	AT-rich interaction domain 4B
TBCE	1	1	0	tubulin folding cofactor E
B3GALNT2	1	1	0	beta-1%2C3-N-acetylgalactosaminyltransferase 2
GNG4	1	1	1	G protein subunit gamma 4
LYST	1	3	0	lysosomal trafficking regulator
NID1	1	1	0	nidogen 1
GPR137B	1	1	0	G protein-coupled receptor 137B
EDARADD	1	1	1	EDAR associated via death domain
LGALS8	1	1	0	galectin 8
RYR2	1	1	1	ryanodine receptor 2
CHRM3	1	1	1	cholinergic receptor muscarinic 3
FMN2	1	1	1	formin 2
GREM2	1	1	1	gremlin 2%2C DAN family BMP antagonist
RGS7	1	1	1	regulator of G protein signaling 7
KMO	1	1	0	kynurenine 3-monooxygenase
OPN3	1	0	0	opsin 3
WDR64	1	1	0	WD repeat domain 64
PLD5	1	1	1	phospholipase D family member 5
CEP170	1	1	1	centrosomal protein 170
SDCCAG8	1	1	1	SHH signaling and ciliogenesis regulator SDCCAG8
AKT3	1	1	0	AKT serine/threonine kinase 3
CATSPERE	1	1	1	catsper channel auxiliary subunit epsilon
LOC124904588	1	0	0	UPF0764 protein C16orf89-like
EFCAB2	1	1	1	EF-hand calcium binding domain 2
KIF26B	1	1	1	kinesin family member 26B
SMYD3	1	1	1	SET and MYND domain containing 3
TFB2M	1	1	0	transcription factor B2%2C mitochondrial
CNST	1	1	1	consortin%2C connexin sorting protein
AHCTF1	1	1	3	AT-hook containing transcription factor 1
ZNF695	1	1	0	zinc finger protein 695
ZNF670	1	1	1	zinc finger protein 670
ZNF124	1	0	0	zinc finger protein 124
ZNF496	1	1	0	zinc finger protein 496
NLRP3	1	0	0	NLR family pyrin domain containing 3
OR2B11	1	0	0	olfactory receptor family 2 subfamily B member 11
OR2G2	1	0	0	olfactory receptor family 2 subfamily G member 2
OR6F1	1	4	0	olfactory receptor family 6 subfamily F member 1
OR14A16	1	1	0	olfactory receptor family 14 subfamily A member 16
OR2W3	1	1	0	olfactory receptor family 2 subfamily W member 3
OR2L13	1	1	0	olfactory receptor family 2 subfamily L member 13
OR2L2	4	0	0	olfactory receptor family 2 subfamily L member 2
OR2L3	4	0	0	olfactory receptor family 2 subfamily L member 3
OR2L5	4	0	0	olfactory receptor family 2 subfamily L member 5
OR2M2	4	0	0	olfactory receptor family 2 subfamily M member 2
OR2M5	4	0	0	olfactory receptor family 2 subfamily M member 5
OR14C36	1	0	0	olfactory receptor family 14 subfamily C member 36
OR2T1	1	0	0	olfactory receptor family 2 subfamily T member 1
OR2G6	1	0	0	olfactory receptor family 2 subfamily G member 6
LOC128966580	4	0	0	olfactory receptor 2G6
OR2T27	1	0	0	olfactory receptor family 2 subfamily T member 27
OR2T35	1	0	0	olfactory receptor family 2 subfamily T member 35
OR14I1	1	4	0	olfactory receptor family 14 subfamily I member 1
LYPD8	1	1	0	LY6/PLAUR domain containing 8
SH3BP5L	1	0	0	SH3 binding domain protein 5 like
PGBD2	1	0	0	piggyBac transposable element derived 2
FAM110C	1	0	0	family with sequence similarity 110 member C
LOC124905962	1	0	0	collagen alpha-2(I) chain-like
SNTG2	4	1	1	syntrophin gamma 2
TPO	1	1	0	thyroid peroxidase
PXDN	1	1	0	peroxidasin
MYT1L	4	1	1	myelin transcription factor 1 like
EIPR1	1	1	0	EARP complex and GARP complex interacting protein 1
TRAPPC12	1	1	0	trafficking protein particle complex subunit 12
RPS7	1	0	0	ribosomal protein S7
COLEC11	1	1	0	collectin subfamily member 11
ALLC	1	0	0	allantoicase
DCDC2C	1	1	0	doublecortin domain containing 2C
ASAP2	1	1	0	ArfGAP with SH3 domain%2C ankyrin repeat and PH domain 2
ITGB1BP1	1	1	1	integrin subunit beta 1 binding protein 1
CPSF3	1	0	0	cleavage and polyadenylation specific factor 3
IAH1	1	0	0	isoamyl acetate hydrolyzing esterase 1 (putative)
ADAM17	1	1	0	ADAM metallopeptidase domain 17
YWHAQ	1	0	1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
TAF1B	1	1	1	TATA-box binding protein associated factor%2C RNA polymerase I subunit B
HPCAL1	1	1	0	hippocalcin like 1
NOL10	1	1	1	nucleolar protein 10
ATP6V1C2	1	3	0	ATPase H+ transporting V1 subunit C2
PDIA6	1	0	0	protein disulfide isomerase family A member 6
SLC66A3	1	1	0	solute carrier family 66 member 3
ROCK2	1	1	3	Rho associated coiled-coil containing protein kinase 2
PPIAP60	1	0	0	peptidylprolyl isomerase A pseudogene 60
LPIN1	1	1	1	lipin 1
NBAS	1	1	1	NBAS subunit of NRZ tethering complex
DDX1	1	1	1	DEAD-box helicase 1
GEN1	1	0	1	GEN1 Holliday junction 5' flap endonuclease
KCNS3	1	0	1	potassium voltage-gated channel modifier subfamily S member 3
WDR35	1	1	0	WD repeat domain 35
LDAH	1	1	1	lipid droplet associated hydrolase
KLHL29	1	1	1	kelch like family member 29
ATAD2B	1	1	1	ATPase family AAA domain containing 2B
FKBP1B	1	1	0	FKBP prolyl isomerase 1B
FAM228B	1	0	0	family with sequence similarity 228 member B
ITSN2	1	1	0	intersectin 2
NCOA1	1	1	1	nuclear receptor coactivator 1
ADCY3	1	0	1	adenylate cyclase 3
EFR3B	1	0	0	EFR3 homolog B
DTNB	1	1	0	dystrobrevin beta
ASXL2	1	0	1	ASXL transcriptional regulator 2
RAB10	1	1	1	RAB10%2C member RAS oncogene family
HADHB	1	1	0	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
SELENOI	1	1	0	selenoprotein I
DRC1	1	1	0	dynein regulatory complex subunit 1
CIB4	1	1	0	calcium and integrin binding family member 4
DPYSL5	1	1	1	dihydropyrimidinase like 5
MAPRE3	1	1	0	microtubule associated protein RP/EB family member 3
EIF2B4	1	0	0	eukaryotic translation initiation factor 2B subunit delta
GTF3C2	1	0	0	general transcription factor IIIC subunit 2
KRTCAP3	1	0	0	keratinocyte associated protein 3
NRBP1	1	0	0	nuclear receptor binding protein 1
IFT172	1	0	0	intraflagellar transport 172
SPATA31H1	1	1	0	SPATA31 subfamily H member 1
ZNF512	1	1	0	zinc finger protein 512
RBKS	1	1	1	ribokinase
BABAM2	1	1	0	BRISC and BRCA1 A complex member 2
PLB1	1	1	0	phospholipase B1
SPDYA	1	0	0	speedy/RINGO cell cycle regulator family member A
TRMT61B	1	0	0	tRNA methyltransferase 61B
ALK	1	1	1	ALK receptor tyrosine kinase
LCLAT1	1	1	1	lysocardiolipin acyltransferase 1
GALNT14	1	1	0	polypeptide N-acetylgalactosaminyltransferase 14
XDH	1	1	0	xanthine dehydrogenase
SRD5A2	4	1	0	steroid 5 alpha-reductase 2
SPAST	1	1	1	spastin
NLRC4	1	1	0	NLR family CARD domain containing 4
YIPF4	1	1	0	Yip1 domain family member 4
BIRC6	1	1	0	baculoviral IAP repeat containing 6
TTC27	1	1	0	tetratricopeptide repeat domain 27
LTBP1	1	1	0	latent transforming growth factor beta binding protein 1
RASGRP3	1	1	1	RAS guanyl releasing protein 3
CRIM1	1	1	1	cysteine rich transmembrane BMP regulator 1
FEZ2	4	1	1	fasciculation and elongation protein zeta 2
VIT	1	0	0	vitrin
STRN	1	0	0	striatin
HEATR5B	1	1	0	HEAT repeat containing 5B
EIF2AK2	1	0	0	eukaryotic translation initiation factor 2 alpha kinase 2
SULT6B1	1	1	1	sulfotransferase family 6B member 1
PRKD3	1	0	0	protein kinase D3
QPCT	1	0	1	glutaminyl-peptide cyclotransferase
RMDN2	1	1	0	regulator of microtubule dynamics 2
SRSF7	1	1	1	serine and arginine rich splicing factor 7
DHX57	1	1	0	DExH-box helicase 57
SOS1	1	1	1	SOS Ras/Rac guanine nucleotide exchange factor 1
CDKL4	1	0	0	cyclin dependent kinase like 4
SLC8A1	1	1	1	solute carrier family 8 member A1
PKDCC	1	0	0	protein kinase domain containing%2C cytoplasmic
EML4	1	1	1	EMAP like 4
KCNG3	1	1	0	potassium voltage-gated channel modifier subfamily G member 3
MTA3	1	1	1	metastasis associated 1 family member 3
HAAO	1	0	0	3-hydroxyanthranilate 3%2C4-dioxygenase
THADA	1	1	1	THADA armadillo repeat containing
ZFP36L2	1	0	0	ZFP36 ring finger protein like 2
PLEKHH2	1	1	1	pleckstrin homology%2C MyTH4 and FERM domain containing H2
ABCG8	1	1	1	ATP binding cassette subfamily G member 8
LRPPRC	1	1	0	leucine rich pentatricopeptide repeat containing
PPM1B	1	1	1	protein phosphatase%2C Mg2+/Mn2+ dependent 1B
SLC3A1	1	1	0	solute carrier family 3 member 1
CAMKMT	1	1	0	calmodulin-lysine N-methyltransferase
SIX3	1	0	0	SIX homeobox 3
SRBD1	1	1	1	S1 RNA binding domain 1
PRKCE	1	1	0	protein kinase C epsilon
ATP6V1E2	1	0	0	ATPase H+ transporting V1 subunit E2
SOCS5	1	0	1	suppressor of cytokine signaling 5
STPG4	1	1	0	sperm-tail PG-rich repeat containing 4
MSH2	1	1	0	mutS homolog 2
KCNK12	1	0	0	potassium two pore domain channel subfamily K member 12
PPP1R21	1	0	1	protein phosphatase 1 regulatory subunit 21
STON1-GTF2A1L	1	0	0	STON1-GTF2A1L readthrough
