species,gene,id,feature,consequence,chrom,pos,end,svtype,svlen,total_allele_count,allele_frequency,type_simplified
human,SDHA,Sniffles2.DEL.66M4,"NM_001294332.2,NM_001330758.2,NM_004168.4","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060929.1,247223,248938,DEL,-1715,2,0.02127659574468085,Non-repeat
human,SIGLEC5,svim_asm.499375,"XM_047446914.1,XM_047446915.1","stop_gained,inframe_insertion",NC_060943.1,54718098,54718098,INS,16710,2,0.02127659574468085,Non-repeat
human,SIGLEC5,svim_asm.499376,"XM_047446914.1,XM_047446915.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,5_prime_UTR_variant,intron_variant",NC_060943.1,54718098,54734520,DEL,-16422,30,0.3191489361702128,Non-repeat
human,SLC6A12,Sniffles2.DEL.1FMB,XM_054373001.1,"stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060936.1,179092,184792,DEL,-5700,2,0.02127659574468085,Non-repeat
human,SLC6A12,svim_asm.325281,XM_054373001.1,"splice_acceptor_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060936.1,179067,184769,DEL,-5702,1,0.01063829787234042,Non-repeat
human,TEX28,svim_asm.571085,"NM_001205201.2,NM_001586.3","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060947.1,152438683,152512943,DEL,-74260,1,0.01063829787234042,Non-repeat
human,TEX28,svim_asm.571095,"NM_001205201.2,NM_001586.3","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant",NC_060947.1,152478618,152516413,DEL,-37795,5,0.05319148936170213,Non-repeat
human,TNFRSF10D,svim_asm.200797,NM_003840.5,"stop_gained,frameshift_variant",NC_060932.1,23419539,23419539,INS,31790,2,0.02127659574468085,Non-repeat
human,TNFRSF10D,svim_asm.200798,NM_003840.5,"splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant",NC_060932.1,23422767,23423897,DEL,-1130,1,0.01063829787234042,Non-repeat
human,TRPM2,Sniffles2.DEL.158DM14,"NM_001320350.2,NM_001320351.2,NM_003307.4,NR_038257.2,XM_054324832.1,XM_054324833.1,XM_054324834.1,XM_054324835.1,XM_054324836.1","feature_truncation,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060945.1,42748815,42749667,DEL,-852,2,0.02127659574468085,Non-repeat
human,TRPM2,svim_asm.531920,"NM_001320350.2,NM_001320351.2,NM_003307.4,NR_038257.2,XM_054324832.1,XM_054324833.1,XM_054324834.1,XM_054324835.1,XM_054324836.1","splice_donor_variant,coding_sequence_variant,non_coding_transcript_exon_variant",NC_060945.1,42760052,42760124,DEL,-72,1,0.01063829787234042,Non-repeat
human,TTN,svim_asm.77111,"NM_001267550.2,XM_054343654.1,XM_054343655.1,XM_054343656.1,XM_054343657.1,XM_054343658.1,XM_054343659.1,XM_054343660.1,XM_054343662.1,XM_054343668.1","splice_acceptor_variant,splice_donor_variant,inframe_deletion,splice_donor_5th_base_variant,intron_variant,coding_sequence_variant",NC_060926.1,179137048,179141309,DEL,-4261,2,0.02127659574468085,Non-repeat
human,VWDE,svim_asm.174932,"NM_001135924.3,NM_001346972.2,NM_001346973.2,NR_144534.2","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",NC_060931.1,12458109,12477996,DEL,-19887,1,0.01063829787234042,Non-repeat
human,WDSUB1,Sniffles2.DEL.22EEM1,"XM_054340809.1,XR_008486295.1,XR_008486296.1","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",NC_060926.1,159699275,159703453,DEL,-4178,9,0.09574468085106384,Non-repeat
human,ZDHHC11,Sniffles2.DEL.142M4,"NM_001393492.1,NM_024786.3,XM_054353500.1,XM_054353501.1,XM_054353502.1,XM_054353503.1,XM_054353504.1,XM_054353505.1,XM_054353506.1,XM_054353507.1,XM_054353508.1,XM_054353509.1,XM_054353510.1,XM_054353511.1,XM_054353513.1,XM_054353514.1,XM_054353515.1,XR_008487164.1,XR_008487165.1,XR_008487166.1,XR_008487167.1,XR_008487168.1,XR_008487169.1,XR_008487170.1,XR_008487171.1,XR_008487172.1,XR_008487173.1","feature_truncation,5_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",NC_060929.1,756939,784227,DEL,-27288,79,0.8404255319148937,Non-repeat
human,ZDHHC11,svim_asm.136529,"NM_001393492.1,NM_024786.3,XM_054353500.1,XM_054353501.1,XM_054353502.1,XM_054353503.1,XM_054353504.1,XM_054353505.1,XM_054353506.1,XM_054353512.1,XM_054353516.1,XM_054353517.1,XM_054353518.1,XM_054353519.1,XR_008487164.1,XR_008487165.1,XR_008487166.1,XR_008487167.1,XR_008487168.1,XR_008487169.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,intron_variant,non_coding_transcript_exon_variant",NC_060929.1,720961,728065,DEL,-7104,6,0.06382978723404255,Non-repeat
human,ZDHHC11,svim_asm.136556,"NM_001393492.1,NM_024786.3,XM_054353500.1,XM_054353501.1,XM_054353502.1,XM_054353503.1,XM_054353504.1,XM_054353505.1,XM_054353506.1,XM_054353507.1,XM_054353508.1,XM_054353509.1,XM_054353510.1,XM_054353511.1,XM_054353513.1,XM_054353514.1,XM_054353515.1","stop_gained,frameshift_variant",NC_060929.1,754595,754595,INS,91606,1,0.01063829787234042,Non-repeat
human,ZDHHC11,svim_asm.136557,"NM_001393492.1,NM_024786.3,XM_054353500.1,XM_054353501.1,XM_054353502.1,XM_054353503.1,XM_054353504.1,XM_054353505.1,XM_054353506.1,XM_054353507.1,XM_054353508.1,XM_054353509.1,XM_054353510.1,XM_054353511.1,XM_054353513.1,XM_054353514.1,XM_054353515.1","stop_gained,inframe_insertion",NC_060929.1,754595,754595,INS,91605,1,0.01063829787234042,Non-repeat
human,ZNF404,svim_asm.498254,NM_001033719.3,"stop_gained,inframe_insertion",NC_060943.1,46696677,46696677,INS,1893,16,0.1702127659574468,Retroposon/SVA
human,ZNF846,Sniffles2.DEL.40FM12,"NM_001077624.3,NM_001353798.2,NM_001353799.2,NM_001353800.3,NM_001395830.1,NM_001395831.1,NM_001395832.1,NM_001395833.1,NM_001395834.1,NM_001395835.1,NM_001395836.1,NM_001395837.1,NM_001395838.1,NM_001395839.1,NM_001395840.1,NM_001395841.1,NM_001395842.1,NM_001395843.1,NR_172869.1,NR_172870.1,NR_172871.1,NR_172872.1,NR_172873.1","stop_lost,feature_truncation,coding_sequence_variant,3_prime_UTR_variant,intron_variant,non_coding_transcript_exon_variant",NC_060943.1,9879042,9884773,DEL,-5731,4,0.0425531914893617,Non-repeat
human,ZNF846,Sniffles2.DEL.415M12,"NM_001077624.3,NM_001353798.2,NM_001353799.2,NM_001353800.3,NM_001395830.1,NM_001395831.1,NM_001395832.1,NM_001395833.1,NM_001395834.1,NM_001395835.1,NM_001395836.1,NM_001395837.1,NM_001395838.1,NM_001395839.1,NM_001395840.1,NM_001395841.1,NM_001395842.1,NM_001395843.1,NR_172869.1,NR_172870.1,NR_172871.1,NR_172872.1,NR_172873.1","feature_truncation,coding_sequence_variant,intron_variant,5_prime_UTR_variant,non_coding_transcript_exon_variant",NC_060943.1,9884785,9887297,DEL,-2512,4,0.0425531914893617,Non-repeat
human,ZNF846,svim_asm.482906,"NM_001077624.3,NM_001353798.2,NM_001353799.2,NM_001353800.3,NM_001395830.1,NM_001395831.1,NM_001395832.1,NM_001395833.1,NM_001395834.1,NM_001395835.1,NM_001395836.1,NM_001395837.1,NM_001395838.1,NM_001395839.1,NM_001395840.1,NM_001395841.1,NM_001395842.1,NM_001395843.1,NR_172869.1,NR_172870.1,NR_172871.1,NR_172872.1,NR_172873.1","splice_acceptor_variant,splice_donor_variant,splice_donor_5th_base_variant,coding_sequence_variant,3_prime_UTR_variant,intron_variant,5_prime_UTR_variant,non_coding_transcript_exon_variant",NC_060943.1,9879040,9887293,DEL,-8253,4,0.0425531914893617,Non-repeat
