genes,descriptions,num_populations,is_shared,EUR,SAS,EAS,AMR,AFR
PPP2R5D,protein phosphatase 2 regulatory subunit B'delta,1,No,NA,NA,NA,2.814590788818935,NA
LOC401770,,1,No,NA,NA,NA,2.813232833504252,NA
C14orf28,chromosome 14 open reading frame 28,1,No,NA,NA,NA,2.79181880904498,NA
LRRC37A12P,,1,No,NA,NA,NA,2.7826529131647586,NA
MYLK,myosin light chain kinase,1,No,NA,NA,NA,2.7810767947790587,NA
FOLH1B,,1,No,NA,NA,NA,2.781018391097114,NA
LOC105377563,uncharacterized LOC105377563,1,No,NA,NA,NA,2.770794238627395,NA
FER1L6,fer-1 like family member 6,1,No,NA,NA,NA,2.762521933149753,NA
HDAC1,histone deacetylase 1,1,No,NA,NA,NA,2.7457697751805306,NA
KPNA7,karyopherin subunit alpha 7,1,No,NA,NA,NA,2.742275349469344,NA
TPGS2,tubulin polyglutamylase complex subunit 2,1,No,NA,NA,NA,2.734043608210488,NA
HECW2,HECT%2C C2 and WW domain containing E3 ubiquitin protein ligase 2,1,No,NA,NA,NA,2.730094872730564,NA
RGS9,regulator of G protein signaling 9,1,No,NA,NA,NA,2.713165910001394,NA
SIPA1L1,signal induced proliferation associated 1 like 1,1,No,NA,NA,NA,2.7128336734558367,NA
CERS6,ceramide synthase 6,1,No,NA,NA,NA,NA,2.697991713104292
LOC124902582,small nucleolar RNA U13,1,No,NA,NA,NA,2.685983660199768,NA
LOC105374438,uncharacterized LOC105374438,1,No,NA,NA,NA,2.682117523039001,NA
DMRT1,doublesex and mab-3 related transcription factor 1,1,No,NA,NA,NA,2.674369463861861,NA
LOC112268036,uncharacterized LOC112268036,1,No,NA,NA,NA,2.6721463160041337,NA
ADARB1,adenosine deaminase RNA specific B1,1,No,NA,NA,NA,2.6702700320942423,NA
COPS8-DT,COPS8 divergent transcript,1,No,NA,NA,NA,2.6621770916049226,NA
DYNC2I2,dynein 2 intermediate chain 2,1,No,NA,NA,NA,2.6488606150013148,NA
MTUS1,microtubule associated scaffold protein 1,1,No,NA,NA,NA,2.648582227252948,NA
DSG1,desmoglein 1,1,No,NA,NA,NA,2.6383584064317125,NA
INTS6,integrator complex subunit 6,1,No,NA,NA,NA,2.634063086528871,NA
PCDHGA1,protocadherin gamma subfamily A%2C 1,1,No,NA,NA,NA,2.6322426940913104,NA
GSTO1,glutathione S-transferase omega 1,1,No,NA,NA,NA,2.631627949789562,NA
PAQR5,progestin and adipoQ receptor family member 5,1,No,NA,NA,NA,2.631329691714144,NA
NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,1,No,NA,NA,NA,2.626383263833992,NA
LOC124902153,uncharacterized LOC124902153,1,No,NA,NA,NA,2.614345116426282,NA
CFAP20DC-DT,CFAP20DC divergent transcript,1,No,NA,NA,NA,2.6135792191412017,NA
CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,1,No,NA,NA,NA,2.6113356157409857,NA
ZFHX3,zinc finger homeobox 3,1,No,NA,NA,NA,2.611246297277229,NA
MMP24-AS1-EDEM2,MMP24-AS1-EDEM2 readthrough,1,No,NA,NA,NA,2.6032747378861125,NA
TRHDE,thyrotropin releasing hormone degrading enzyme,1,No,NA,NA,NA,2.59776465696518,NA
LOC124906243,uncharacterized LOC124906243,1,No,NA,NA,NA,2.595730147445176,NA
TRIM77,tripartite motif containing 77,1,No,NA,NA,NA,2.593068645830701,NA
SLC9A9,solute carrier family 9 member A9,1,No,NA,NA,NA,2.590233852304645,NA
UTRN,utrophin,1,No,NA,NA,NA,2.587618178712866,NA
FAM86GP,,1,No,NA,NA,NA,2.587537420127826,NA
STAMBPL1,STAM binding protein like 1,1,No,NA,NA,NA,2.5809852690206925,NA
LOC105378797,uncharacterized LOC105378797,1,No,NA,NA,NA,2.57717273568215,NA
MIR4482,microRNA 4482,1,No,NA,NA,NA,2.574003295308288,NA
LOC107985372,uncharacterized LOC107985372,1,No,NA,NA,NA,2.5634152994795825,NA
PHF12,PHD finger protein 12,1,No,NA,NA,NA,2.5595894434153807,NA
ASH1L,ASH1 like histone lysine methyltransferase,1,No,NA,NA,NA,2.553801380315042,NA
LOC105378798,uncharacterized LOC105378798,1,No,NA,NA,NA,2.549921340404942,NA
ANKRD18B,ankyrin repeat domain 18B,1,No,NA,NA,NA,2.539197653829336,NA
LOC101927947,uncharacterized LOC101927947,1,No,NA,NA,NA,2.533174341369884,NA
KLHL28,kelch like family member 28,1,No,NA,NA,NA,2.52853439624111,NA
PTPRO,protein tyrosine phosphatase receptor type O,1,No,NA,NA,NA,2.5221563551778043,NA
CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,1,No,NA,NA,NA,2.521263032444942,NA
LOC105370476,uncharacterized LOC105370476,1,No,NA,NA,NA,2.519794004404368,NA
P4HA3,prolyl 4-hydroxylase subunit alpha 3,1,No,NA,NA,NA,2.505910515007865,NA
CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,1,No,NA,NA,NA,2.498277186201756,NA
FCHSD2,FCH and double SH3 domains 2,1,No,NA,NA,NA,2.494168652984282,NA
KCTD16,potassium channel tetramerization domain containing 16,1,No,NA,NA,NA,2.487175536628352,NA
TMC1,transmembrane channel like 1,1,No,NA,NA,NA,2.485950119368481,NA
ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5,1,No,NA,NA,NA,2.4849960481137803,NA
S100A8,S100 calcium binding protein A8,1,No,NA,NA,NA,2.484358032456358,NA
ANO1,anoctamin 1,1,No,NA,NA,NA,2.479162986835286,NA
ZCCHC7,zinc finger CCHC-type containing 7,1,No,NA,NA,NA,2.473473625413457,NA
GSTO2,glutathione S-transferase omega 2,1,No,NA,NA,NA,2.4693418862471583,NA
LRRC7,leucine rich repeat containing 7,1,No,NA,NA,NA,2.4668165497065053,NA
GBP6,guanylate binding protein family member 6,1,No,NA,NA,NA,2.461109740661032,NA
SEMA5A,semaphorin 5A,1,No,NA,NA,NA,2.4565361238121795,NA
LOC105369452,uncharacterized LOC105369452,1,No,NA,NA,NA,2.446753052332059,NA
TLE4,TLE family member 4%2C transcriptional corepressor,1,No,NA,NA,NA,2.443709790874665,NA
ANO9,anoctamin 9,1,No,NA,NA,NA,NA,2.4380811425152267
LOC107985239,uncharacterized LOC107985239,1,No,NA,NA,NA,2.4379826355903846,NA
TAF7,TATA-box binding protein associated factor 7,1,No,NA,NA,NA,2.4359147025275294,NA
LOC105375508,uncharacterized LOC105375508,1,No,NA,NA,NA,2.433287786729695,NA
KANSL1,KAT8 regulatory NSL complex subunit 1,1,No,NA,NA,NA,NA,2.430779305233032
LOC102723639,uncharacterized LOC102723639,1,No,NA,NA,NA,2.430728194308381,NA
PFKP,phosphofructokinase%2C platelet,1,No,NA,NA,NA,2.426893635679703,NA
LOC105377567,uncharacterized LOC105377567,1,No,NA,NA,NA,2.4251284439378145,NA
LOC105379362,uncharacterized LOC105379362,1,No,NA,NA,NA,2.4243272239982665,NA
FAM74A7,family with sequence similarity 74 member A7,1,No,NA,NA,NA,2.420398327111012,NA
METTL8,methyltransferase 8%2C tRNA N3-cytidine,1,No,NA,NA,NA,2.414337673684944,NA
SETD5,SET domain containing 5,1,No,NA,NA,NA,2.411840549862766,NA
GRK3-AS1,GRK3 antisense RNA 1,1,No,NA,NA,NA,2.4099695946159705,NA
CEACAM3,CEA cell adhesion molecule 3,1,No,NA,NA,NA,2.406272517935069,NA
LOC105378800,,1,No,NA,NA,NA,2.4057065109783933,NA
C12orf4,,1,No,NA,NA,NA,2.404860901422295,NA
OR2T10,olfactory receptor family 2 subfamily T member 10,1,No,NA,NA,NA,2.401954823469126,NA
MTND2P41,,1,No,NA,NA,NA,2.3973385159558105,NA
CNR2,cannabinoid receptor 2,1,No,NA,NA,NA,2.3935009647095056,NA
LINC01198,long intergenic non-protein coding RNA 1198,1,No,NA,NA,NA,2.390057413422549,NA
GPAA1,glycosylphosphatidylinositol anchor attachment 1,1,No,NA,NA,NA,2.389776185260982,NA
LOC105372633,uncharacterized LOC105372633,1,No,NA,NA,NA,2.388313070858185,NA
KLHL1,kelch like family member 1,1,No,NA,NA,NA,2.382936672843127,NA
LGR5,leucine rich repeat containing G protein-coupled receptor 5,1,No,NA,NA,NA,NA,2.380462589587132
TJP1,tight junction protein 1,1,No,NA,NA,NA,2.3783611572864496,NA
LOC100505985,uncharacterized LOC100505985,1,No,NA,NA,NA,2.375413115722071,NA
MIR3681HG,MIR3681 host gene,1,No,NA,NA,NA,2.3742910776357964,NA
ARHGAP27P1-BPTFP1-KPNA2P3,,1,No,NA,NA,NA,2.372615494934408,NA
TRABD2A,TraB domain containing 2A,1,No,NA,NA,NA,2.3712989531672712,NA
CLYBL-AS3,CLYBL antisense RNA 3,1,No,NA,NA,NA,2.370212431091937,NA
LOC101928519,uncharacterized LOC101928519,1,No,NA,NA,NA,2.3676487868584544,NA
CSTL1,cystatin like 1,1,No,NA,NA,NA,2.3635732602806248,NA
DDHD1-DT,DDHD1 divergent transcript,1,No,NA,NA,NA,2.36142470244381,NA
PARM1,prostate androgen-regulated mucin-like protein 1,1,No,NA,NA,NA,2.357117259911454,NA
ST6GALNAC2P1,,1,No,NA,NA,NA,2.355096633310934,NA
PTPN1,protein tyrosine phosphatase non-receptor type 1,1,No,NA,NA,NA,2.353850713886911,NA
SERPINB7,serpin family B member 7,1,No,NA,NA,NA,2.349168872944378,NA
BNC2,basonuclin zinc finger protein 2,1,No,NA,NA,NA,2.348046861758656,NA
ABCA13,ATP binding cassette subfamily A member 13,1,No,NA,NA,NA,2.3454568763437584,NA
RNF11,ring finger protein 11,1,No,NA,NA,NA,2.343725021447416,NA
MTA1-DT,MTA1 divergent transcript,1,No,NA,NA,NA,2.340628893972561,NA
LEF1,lymphoid enhancer binding factor 1,1,No,NA,NA,NA,2.3269906025023244,NA
C19orf44,chromosome 19 open reading frame 44,1,No,NA,NA,NA,2.32617297443055,NA
KLHDC3,kelch domain containing 3,1,No,NA,NA,NA,2.322948517211684,NA
TRAPPC9,trafficking protein particle complex subunit 9,1,No,NA,NA,NA,2.318548935615272,NA
PAM,peptidylglycine alpha-amidating monooxygenase,1,No,NA,NA,NA,2.316442067273427,NA
LOC105371716,uncharacterized LOC105371716,1,No,NA,NA,NA,2.31376898558064,NA
PEX1,peroxisomal biogenesis factor 1,1,No,NA,NA,NA,2.3122387218489537,NA
LRFN2,leucine rich repeat and fibronectin type III domain containing 2,1,No,NA,NA,NA,2.311972251023648,NA
SHANK2,SH3 and multiple ankyrin repeat domains 2,1,No,NA,NA,NA,2.3117431165753137,NA
MTHFD1,methylenetetrahydrofolate dehydrogenase%2C cyclohydrolase and formyltetrahydrofolate synthetase 1,1,No,NA,NA,NA,2.3076559728997093,NA
GRIK3,glutamate ionotropic receptor kainate type subunit 3,1,No,NA,NA,NA,2.3025254781048825,NA
ZFHX4,zinc finger homeobox 4,1,No,NA,NA,NA,2.300195172954054,NA
LOC105370502,uncharacterized LOC105370502,1,No,NA,NA,NA,2.299955996865774,NA
GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,1,No,NA,NA,NA,2.299192270881367,NA
ATP13A4,ATPase 13A4,1,No,NA,NA,NA,2.297533787778258,NA
GRK3,G protein-coupled receptor kinase 3,1,No,NA,NA,NA,2.296249054042921,NA
LILRB1,leukocyte immunoglobulin like receptor B1,1,No,NA,NA,NA,2.29155644509528,NA
FANCA,FA complementation group A,1,No,NA,NA,NA,2.2907821307182945,NA
MEA1,male-enhanced antigen 1,1,No,NA,NA,NA,2.2897806738429263,NA
KCNJ6-AS1,KCNJ6 antisense RNA 1,1,No,NA,NA,NA,2.284882625576249,NA
LINC02663,long intergenic non-protein coding RNA 2663,1,No,NA,NA,NA,2.2847098197697235,NA
FAM21FP,,1,No,NA,NA,NA,2.284109999916342,NA
ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,1,No,NA,NA,NA,2.281514025152773,NA
LINC02302,long intergenic non-protein coding RNA 2302,1,No,NA,NA,NA,2.280616851828053,NA
DDHD1,DDHD domain containing 1,1,No,NA,NA,NA,2.276769428728164,NA
URB1,URB1 ribosome biogenesis homolog,1,No,NA,NA,NA,2.2717904438465686,NA
TRAF2,TNF receptor associated factor 2,1,No,NA,NA,NA,2.26606158637043,NA
KMT2C,lysine methyltransferase 2C,1,No,NA,NA,NA,2.264865207715689,NA
LOC105378283,uncharacterized LOC105378283,1,No,NA,NA,NA,2.2646941281393222,NA
LINC02197,long intergenic non-protein coding RNA 2197,1,No,NA,NA,NA,NA,2.264281894746636
PSIP1,PC4 and SRSF1 interacting protein 1,1,No,NA,NA,NA,2.2614954790644908,NA
ERC2,ELKS/RAB6-interacting/CAST family member 2,1,No,NA,NA,NA,2.2612428696042546,NA
EPHA3,EPH receptor A3,1,No,NA,NA,NA,2.260122753932289,NA
LMO7,LIM domain 7,1,No,NA,NA,NA,2.2481211710881057,NA
GDAP2,ganglioside induced differentiation associated protein 2,1,No,NA,NA,NA,2.2460837937705658,NA
RUVBL1,RuvB like AAA ATPase 1,1,No,NA,NA,NA,2.2459892063229527,NA
LOC124902205,uncharacterized LOC124902205,1,No,NA,NA,NA,2.2454635089295656,NA
CCDC80,coiled-coil domain containing 80,1,No,NA,NA,NA,2.242015741075295,NA
GRIA1,glutamate ionotropic receptor AMPA type subunit 1,1,No,NA,NA,NA,2.2359100111198607,NA
STIM1,stromal interaction molecule 1,1,No,NA,NA,NA,2.235122220869407,NA
METRNL,meteorin like%2C glial cell differentiation regulator,1,No,NA,NA,NA,2.2341097316748786,NA
IL1RAP,interleukin 1 receptor accessory protein,1,No,NA,NA,NA,2.232469113051945,NA
ST3GAL2,ST3 beta-galactoside alpha-2%2C3-sialyltransferase 2,1,No,NA,NA,NA,2.231635593337616,NA
SLC23A2,solute carrier family 23 member 2,1,No,NA,NA,NA,2.231412899602396,NA
NLRP5,NLR family pyrin domain containing 5,1,No,NA,NA,NA,2.228818761377526,NA
SMURF2P1-LRRC37BP1,,1,No,NA,NA,NA,2.225619084640708,NA
PDE10A,phosphodiesterase 10A,1,No,NA,NA,NA,2.223878443236042,NA
EIPR1,EARP complex and GARP complex interacting protein 1,1,No,NA,NA,NA,2.222884254202255,NA
CAMK2D,calcium/calmodulin dependent protein kinase II delta,1,No,NA,NA,NA,2.22240132068252,NA
CPNE4,copine 4,1,No,NA,NA,NA,2.222154004315489,NA
CTNNA1,catenin alpha 1,1,No,NA,NA,NA,2.220146987766109,NA
PPP3CB,protein phosphatase 3 catalytic subunit beta,1,No,NA,NA,NA,2.2196559976232795,NA
FAM85B,family with sequence similarity 85 member B,1,No,NA,NA,NA,NA,2.119021161529337
FBXL4,F-box and leucine rich repeat protein 4,1,No,NA,NA,NA,NA,2.020523710380969
MCTP1,multiple C2 and transmembrane domain containing 1,1,No,NA,NA,NA,NA,1.9871289839596933
LAMA5,laminin subunit alpha 5,1,No,NA,NA,NA,NA,1.9520147660341705
OTUD7B,OTU deubiquitinase 7B,1,No,NA,NA,NA,NA,1.9082502919300388
LOC124907536,protein FAM104B-like,1,No,NA,NA,NA,NA,1.8900101985358428
PARVA,parvin alpha,1,No,NA,NA,NA,NA,1.8565102939151976
ZNF804B,zinc finger protein 804B,1,No,NA,NA,NA,NA,1.8434884126355944
LOC101929457,uncharacterized LOC101929457,1,No,NA,NA,NA,NA,1.817393859591857
OSCP1,organic solute carrier partner 1,1,No,NA,NA,NA,NA,1.816702793885275
OLFML1,olfactomedin like 1,1,No,NA,NA,NA,NA,1.8102902110180008
NBPF25P,,1,No,NA,NA,NA,NA,1.809017465468756
LOC105375195,uncharacterized LOC105375195,1,No,NA,NA,NA,NA,1.80815396315634
LOC124905656,,1,No,NA,NA,NA,NA,1.7986916478693922
IFT88,intraflagellar transport 88,1,No,NA,NA,NA,NA,1.7927412906743023
LOC101928371,uncharacterized LOC101928371,1,No,NA,NA,NA,NA,1.7900835594204092
PPM1H,protein phosphatase%2C Mg2+/Mn2+ dependent 1H,1,No,NA,NA,NA,NA,1.7732168996679971
HMG20A,high mobility group 20A,1,No,NA,NA,NA,NA,1.7685127135431526
LOC105369881,uncharacterized LOC105369881,1,No,NA,NA,NA,NA,1.764896617058468
ABCC6P1,,1,No,NA,NA,NA,NA,1.7443246701904378
EFCAB6,EF-hand calcium binding domain 6,1,No,NA,NA,NA,NA,1.742172880653866
LOC105376755,uncharacterized LOC105376755,1,No,NA,NA,NA,NA,1.7315227935237905
SLC16A7,solute carrier family 16 member 7,1,No,NA,NA,NA,NA,1.7121632592985885
MITF,melanocyte inducing transcription factor,1,No,NA,NA,NA,NA,1.7026699858288772
KLF12,KLF transcription factor 12,1,No,NA,NA,NA,NA,1.7018841805534115
FBLN7,fibulin 7,1,No,NA,NA,NA,NA,1.700277510461747
KIF5C-AS1,KIF5C antisense RNA 1,1,No,NA,NA,NA,NA,1.6982013597510626
STK17A,serine/threonine kinase 17a,1,No,NA,NA,NA,NA,1.6963864625160872
KATNIP,katanin interacting protein,1,No,NA,NA,NA,NA,1.693888619836838
BAP1,BRCA1 associated deubiquitinase 1,1,No,NA,NA,NA,NA,1.6881474193764772
MGAT1,alpha-1%2C3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase,1,No,NA,NA,NA,NA,1.6878025283517335
PHF7,PHD finger protein 7,1,No,NA,NA,NA,NA,1.686774392380268
METTL15,methyltransferase 15%2C mitochondrial 12S rRNA N4-cytidine,1,No,NA,NA,NA,NA,1.6766046674825683
ROS1,ROS proto-oncogene 1%2C receptor tyrosine kinase,1,No,NA,NA,NA,NA,1.6628890202953603
SIGIRR,single Ig and TIR domain containing,1,No,NA,NA,NA,NA,1.6503061338288
GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,1,No,NA,NA,NA,NA,1.6442014963186753
BMP7,bone morphogenetic protein 7,1,No,NA,NA,NA,NA,1.6435020841521524
YAE1,YAE1 maturation factor of ABCE1,1,No,NA,NA,NA,NA,1.631830767979061
ATE1-AS1,,1,No,NA,NA,NA,NA,1.6233064784026778
SHMT2,serine hydroxymethyltransferase 2,1,No,NA,NA,NA,NA,1.615805689874143
NISCH,nischarin,1,No,NA,NA,NA,NA,1.6136775228767015
CNN2P6,,1,No,NA,NA,NA,NA,1.6115284285069722
MMP20-AS1,MMP20 antisense RNA 1,1,No,NA,NA,NA,NA,1.609004393433121
PRAMEF14,PRAME family member 14,1,No,NA,NA,NA,NA,1.60763373833143
DISC1FP1,DISC1 fusion partner 1,1,No,NA,NA,NA,NA,1.6056637900962496
ENTHD1,ENTH domain containing 1,1,No,NA,NA,NA,NA,1.602038894472855
KIAA1958,KIAA1958,1,No,NA,NA,NA,NA,1.6002543969687106
CES3,carboxylesterase 3,1,No,NA,NA,NA,NA,1.5946734755882117
ACAP2,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 2,1,No,NA,NA,NA,NA,1.590716840028522
ENOX1,ecto-NOX disulfide-thiol exchanger 1,1,No,NA,NA,NA,NA,1.5884973411454126
PLCL1,phospholipase C like 1 (inactive),1,No,NA,NA,NA,NA,1.5873309529640285
NMUR2,neuromedin U receptor 2,1,No,NA,NA,NA,NA,1.5871986007245114
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,1,No,NA,NA,NA,NA,1.582959449945468
VWA2,von Willebrand factor A domain containing 2,1,No,NA,NA,NA,NA,1.5818370505814237
MYHAS,myosin heavy chain gene cluster antisense RNA,1,No,NA,NA,NA,NA,1.5791564538800822
CAVIN2-AS1,CAVIN2 and TMEFF2 antisense RNA 1,1,No,NA,NA,NA,NA,1.5788826800498308
RNF150,ring finger protein 150,1,No,NA,NA,NA,NA,1.5783581732094485
LOC102723458,uncharacterized LOC102723458,1,No,NA,NA,NA,NA,1.5771316493936385
NOTCH3,notch receptor 3,1,No,NA,NA,NA,NA,1.5706633027631614
MCM3AP-AS1,MCM3AP antisense RNA 1,1,No,NA,NA,NA,NA,1.5595727670093356
LOC101929563,uncharacterized LOC101929563,1,No,NA,NA,NA,NA,1.5593228675955255
MYT1L,myelin transcription factor 1 like,1,No,NA,NA,NA,NA,1.5574283310923225
DPYSL5,dihydropyrimidinase like 5,1,No,NA,NA,NA,NA,1.555804038354919
OAS1,2'-5'-oligoadenylate synthetase 1,1,No,NA,NA,NA,NA,1.5549275426570548
COL11A2,collagen type XI alpha 2 chain,1,No,NA,NA,NA,NA,1.5527671152286926
LOC105369617,uncharacterized LOC105369617,1,No,NA,NA,NA,NA,1.5521439686813452
SMYD3,SET and MYND domain containing 3,1,No,NA,NA,NA,NA,1.5446553622906989
LOC105370224,uncharacterized LOC105370224,1,No,NA,NA,NA,NA,1.5443660753971915
CNTNAP4,contactin associated protein family member 4,1,No,NA,NA,NA,NA,1.5438380726433656
SHLD1,shieldin complex subunit 1,1,No,NA,NA,NA,NA,1.5425712682701416
LINC01876,long intergenic non-protein coding RNA 1876,1,No,NA,NA,NA,NA,1.5422165058130834
TMEM196,transmembrane protein 196,1,No,NA,NA,NA,NA,1.5357081496431837
MYL7,myosin light chain 7,1,No,NA,NA,NA,NA,1.5338705155190384
FKBP9,FKBP prolyl isomerase 9,1,No,NA,NA,NA,NA,1.533419318743976
PSD3,pleckstrin and Sec7 domain containing 3,1,No,NA,NA,NA,NA,1.5314003305217314
SIGLEC6,sialic acid binding Ig like lectin 6,1,No,NA,NA,NA,NA,1.5272892160801723
SLC9B1,solute carrier family 9 member B1,1,No,NA,NA,NA,NA,1.5272391092666242
HGF,hepatocyte growth factor,1,No,NA,NA,NA,NA,1.5264583188729146
SBF2,SET binding factor 2,1,No,NA,NA,NA,NA,1.523322975705573
CRTC3-AS1,CRTC3 antisense RNA 1,1,No,NA,NA,NA,NA,1.522413666559528
LGALS9,galectin 9,1,No,NA,NA,NA,NA,1.5194065238352614
SLC4A10,solute carrier family 4 member 10,1,No,NA,NA,NA,NA,1.5186910443741628
TM4SF4,transmembrane 4 L six family member 4,1,No,NA,NA,NA,NA,1.5178812885439297
ATE1,arginyltransferase 1,1,No,NA,NA,NA,NA,1.5084120724022714
ACTN2,actinin alpha 2,1,No,NA,NA,NA,NA,1.5077852084288736
SLC39A14,solute carrier family 39 member 14,1,No,NA,NA,NA,NA,1.5059012182570246
MACROD2,mono-ADP ribosylhydrolase 2,1,No,NA,NA,NA,NA,1.5037197177299688
PDE4DIPP5,,1,No,NA,NA,NA,NA,1.5036563206767308
SLC9A3,solute carrier family 9 member A3,1,No,NA,NA,NA,NA,1.5035362363547613
FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,1,No,NA,NA,NA,NA,1.5008249135246845
SNTB2,syntrophin beta 2,1,No,NA,NA,NA,NA,1.5003056540900372
BMPR2,bone morphogenetic protein receptor type 2,1,No,NA,NA,NA,NA,1.499963004534564
GRIP2,glutamate receptor interacting protein 2,1,No,NA,NA,NA,NA,1.4975158377904796
FARP2,FERM%2C ARH/RhoGEF and pleckstrin domain protein 2,1,No,NA,NA,NA,NA,1.4950970950724112
UBE3D,ubiquitin protein ligase E3D,1,No,NA,NA,NA,NA,1.4950511942303222
ANKRD20A13P,,1,No,NA,NA,NA,NA,1.4942385039051032
GLT1D1,glycosyltransferase 1 domain containing 1,1,No,NA,NA,NA,NA,1.494003149903867
LOC107985411,uncharacterized LOC107985411,1,No,NA,NA,NA,NA,1.491770850562176
XKR9,XK related 9,1,No,NA,NA,NA,NA,1.4904951645329614
LINC01749,long intergenic non-protein coding RNA 1749,1,No,NA,NA,NA,NA,1.4900109555891836
LOC105377460,uncharacterized LOC105377460,1,No,NA,NA,NA,NA,1.488463411247815
SPRR2G,small proline rich protein 2G,1,No,NA,NA,NA,NA,1.4881636740171849
RNF130,ring finger protein 130,1,No,NA,NA,NA,NA,1.4852288058872056
ZBTB20,zinc finger and BTB domain containing 20,1,No,NA,NA,NA,NA,1.484672846007406
PRKN,parkin RBR E3 ubiquitin protein ligase,1,No,NA,NA,NA,NA,1.4839931332859253
PTPRG,protein tyrosine phosphatase receptor type G,1,No,NA,NA,NA,NA,1.4837727981773174
TSPAN9,tetraspanin 9,1,No,NA,NA,NA,NA,1.482062101510956
LINC02751,long intergenic non-protein coding RNA 2751,1,No,NA,NA,NA,NA,1.4785049444910507
LOC105378493,uncharacterized LOC105378493,1,No,NA,NA,NA,NA,1.4780502963992856
ENOSF1,enolase superfamily member 1,1,No,NA,NA,NA,NA,1.4778349245809863
LOC105377267,uncharacterized LOC105377267,1,No,NA,NA,NA,NA,1.4768747218634772
ARHGAP31,Rho GTPase activating protein 31,1,No,NA,NA,NA,NA,1.4759751417961453
PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,1,No,NA,NA,NA,NA,1.4758385329415913
EYS,eyes shut homolog,1,No,NA,NA,NA,NA,1.474766301662055
ADGRE4P,,1,No,NA,NA,NA,NA,1.4732028186153605
COG5,component of oligomeric golgi complex 5,1,No,NA,NA,NA,NA,1.4723771440868327
RAI14-DT,RAI14 divergent transcript,1,No,NA,NA,NA,NA,1.4692336294812554
LOC100420587,,1,No,NA,NA,NA,NA,1.468130759548212
COA1,cytochrome c oxidase assembly factor 1,1,No,NA,NA,NA,NA,1.467890462695493
MACROH2A2,macroH2A.2 histone,1,No,NA,NA,NA,NA,1.46680151512487
ANXA8,annexin A8,1,No,NA,NA,NA,NA,1.4639058205471711
PDGFB,platelet derived growth factor subunit B,1,No,NA,NA,NA,NA,1.4632602175821654
GCK,glucokinase,1,No,NA,NA,NA,NA,1.461928153367024
CHN1,chimerin 1,1,No,NA,NA,NA,NA,1.4618115776163223
FBXO4,F-box protein 4,1,No,NA,NA,NA,NA,1.4616981515108824
LOC105373436,uncharacterized LOC105373436,1,No,NA,NA,NA,NA,1.4613879911561074
LOC388248,,1,No,NA,NA,NA,NA,1.461254051830066
AMDHD1,amidohydrolase domain containing 1,1,No,NA,NA,NA,NA,1.4600198057798115
CD109,CD109 molecule,1,No,NA,NA,NA,NA,1.4591352765486891
PBX4,PBX homeobox 4,1,No,NA,NA,NA,NA,1.4587009861244613
LINC00407,long intergenic non-protein coding RNA 407,1,No,NA,NA,NA,NA,1.4569929687994474
LIPK,lipase family member K,1,No,NA,NA,NA,NA,1.4564521732574391
LINC00458,long intergenic non-protein coding RNA 458,1,No,NA,NA,NA,NA,1.4562341170518065
PLEKHS1,pleckstrin homology domain containing S1,1,No,NA,NA,NA,NA,1.45581515880832
LOC105369878,uncharacterized LOC105369878,1,No,NA,NA,NA,NA,1.4557112749657597
LOC105370301,uncharacterized LOC105370301,1,No,NA,NA,NA,NA,1.4549632913024937
UPB1,beta-ureidopropionase 1,1,No,NA,NA,NA,NA,1.454741468946433
DNAJC13,DnaJ heat shock protein family (Hsp40) member C13,1,No,NA,NA,NA,NA,1.4543597516447455
ITGA11,integrin subunit alpha 11,1,No,NA,NA,NA,NA,1.4531170512876226
LINC02346,long intergenic non-protein coding RNA 2346,1,No,NA,NA,NA,NA,1.452363842393688
HBP1,HMG-box transcription factor 1,1,No,NA,NA,NA,NA,1.451337576018833
THSD4,thrombospondin type 1 domain containing 4,1,No,NA,NA,NA,NA,1.4502864908271116
TMEM132D,transmembrane protein 132D,1,No,NA,NA,NA,NA,1.449822303029895
FAM135B,family with sequence similarity 135 member B,1,No,NA,NA,NA,NA,1.4493769971501844
MMP8,matrix metallopeptidase 8,1,No,NA,NA,NA,NA,1.448874891542716
LOC107985396,uncharacterized LOC107985396,1,No,NA,NA,NA,NA,1.4484583858126945
LINC01020,long intergenic non-protein coding RNA 1020,1,No,NA,NA,NA,NA,1.4473952127600718
NRXN1-DT,NRXN1 divergent transcript,1,No,NA,NA,NA,NA,1.4472961596231524
LOC105378005,uncharacterized LOC105378005,1,No,NA,NA,NA,NA,1.4471790790988444
