genes,descriptions,num_populations,is_shared,EAS,EUR,AFR,SAS,AMR
HLA-DRB1,major histocompatibility complex%2C class II%2C DR beta 1,2,Yes,5.2304885370409515,NA,4.255626993558399,NA,NA
FAM21FP,,2,Yes,5.214208300747093,NA,NA,4.47130839258016,NA
FAM153CP,,2,Yes,5.1233718289129575,NA,4.241534994520225,NA,NA
LOC107984035,uncharacterized LOC107984035,2,Yes,NA,5.092343262879409,NA,4.949673414562921,NA
KIAA1671,KIAA1671,2,Yes,NA,NA,5.0674861680060515,NA,4.503884249520012
LOC102723769,uncharacterized LOC102723769,2,Yes,4.648202170242513,NA,NA,NA,5.049065280372911
HLA-DPA1,major histocompatibility complex%2C class II%2C DP alpha 1,2,Yes,5.04334720767984,4.439613935235453,NA,NA,NA
RPS6KA2,ribosomal protein S6 kinase A2,2,Yes,5.003770887671171,NA,4.235643402347894,NA,NA
LAMA3,laminin subunit alpha 3,2,Yes,NA,4.971915851548567,NA,4.935340806334859,NA
PRR5-ARHGAP8,PRR5-ARHGAP8 readthrough,2,Yes,NA,4.96200948931834,NA,NA,4.4120233236478414
GRM4,glutamate metabotropic receptor 4,2,Yes,4.779000004925327,NA,4.95918841008027,NA,NA
HAUS2,HAUS augmin like complex subunit 2,2,Yes,4.951519567357599,NA,NA,4.628147693358663,NA
TMEM72-AS1,TMEM72 antisense RNA 1,2,Yes,4.943725171841059,NA,NA,4.403624522411076,NA
XNDC1CP,,2,Yes,4.939730720503701,NA,4.489713915405219,NA,NA
F13A1,coagulation factor XIII A chain,2,Yes,4.913895910589792,NA,NA,NA,4.487869625417644
HCGVIII-2,,2,Yes,NA,4.910617053526056,4.290597648902321,NA,NA
LOC105374976,uncharacterized LOC105374976,2,Yes,4.893497371928067,NA,4.379370796847003,NA,NA
AACSP1,,2,Yes,NA,NA,4.228790512825962,4.8781454242666475,NA
PFKP,phosphofructokinase%2C platelet,2,Yes,4.313595019728623,4.86724886192655,NA,NA,NA
LOC124903442,uncharacterized LOC124903442,2,Yes,NA,4.381717397390425,NA,NA,4.849008003403621
TIAM2,TIAM Rac1 associated GEF 2,2,Yes,NA,4.847872613910962,NA,NA,4.311510079289873
HLA-DPA2,,2,Yes,4.515916530434911,4.835796275529512,NA,NA,NA
CLDN14-AS1,CLDN14 antisense RNA 1,2,Yes,4.827583136308068,NA,4.495797811023176,NA,NA
BTNL9,butyrophilin like 9,2,Yes,4.8185438987933695,NA,NA,4.5086305991056586,NA
GALP,galanin like peptide,2,Yes,NA,NA,4.809145420267799,NA,4.254632939269152
TAP2,transporter 2%2C ATP binding cassette subfamily B member,2,Yes,NA,4.8031002100997195,NA,NA,4.602024223277355
MMP26,matrix metallopeptidase 26,2,Yes,4.79480821141688,NA,4.29462018180519,NA,NA
LOC105373436,uncharacterized LOC105373436,2,Yes,4.508723972190683,NA,NA,4.778383554344535,NA
LOC105378283,uncharacterized LOC105378283,2,Yes,NA,4.760005358834304,4.240202674222838,NA,NA
OR1A1,olfactory receptor family 1 subfamily A member 1,2,Yes,NA,4.731114154301472,NA,NA,4.331505082200761
RGS20,regulator of G protein signaling 20,2,Yes,NA,4.688881532580941,NA,NA,4.323385385317367
NBPF9,NBPF member 9,2,Yes,NA,NA,NA,4.683711097229316,4.23053812011168
SMYD1,SET and MYND domain containing 1,2,Yes,4.57522554542638,4.682005285102516,NA,NA,NA
LINC00243,long intergenic non-protein coding RNA 243,2,Yes,NA,4.679571680570093,NA,4.599644112645966,NA
NLRP13,NLR family pyrin domain containing 13,2,Yes,4.662235913564038,NA,NA,NA,4.432265896253833
DCDC2C,doublecortin domain containing 2C,2,Yes,NA,4.646470927880972,NA,NA,4.396719484287926
SYT9,synaptotagmin 9,2,Yes,4.631833751089736,NA,NA,4.34578763125534,NA
NANOG,Nanog homeobox,2,Yes,NA,4.631796651987223,NA,NA,4.195025959856436
LOC112268274,uncharacterized LOC112268274,2,Yes,4.458828920531054,4.629373424922189,NA,NA,NA
LOC124906977,uncharacterized LOC124906977,2,Yes,NA,4.606325034054792,NA,NA,4.273994611943215
FAM74A7,family with sequence similarity 74 member A7,2,Yes,NA,4.50278308072221,4.598480023761778,NA,NA
TBC1D22A,TBC1 domain family member 22A,2,Yes,4.596292468219458,NA,NA,4.234743378592664,NA
LOC105370461,uncharacterized LOC105370461,2,Yes,NA,4.412961645924932,NA,4.593299573529417,NA
LOC112268113,uncharacterized LOC112268113,2,Yes,4.5790988011647915,NA,4.5823535471417225,NA,NA
GGT1,gamma-glutamyltransferase 1,2,Yes,NA,4.577003538320826,4.322484841819268,NA,NA
POM121L15P,,2,Yes,4.338352529563397,4.57230727165571,NA,NA,NA
POLR1HASP,,2,Yes,NA,NA,NA,4.311828487672588,4.571343718069468
FAM230I,family with sequence similarity 230 member I,2,Yes,NA,NA,4.299425819981738,4.56722228588746,NA
MORN1,MORN repeat containing 1,2,Yes,4.524178664916681,4.560769393314519,NA,NA,NA
TEAD2,TEA domain transcription factor 2,2,Yes,4.558880349484994,NA,NA,4.511704547547239,NA
RBFOX3,RNA binding fox-1 homolog 3,2,Yes,NA,NA,4.528445392007889,NA,4.411072187302196
TMEM135,transmembrane protein 135,2,Yes,4.522320121676077,4.2100056211372054,NA,NA,NA
ALOX5,arachidonate 5-lipoxygenase,2,Yes,4.370907769647508,NA,NA,4.513432657669233,NA
LOC105375602,uncharacterized LOC105375602,2,Yes,NA,NA,NA,4.511450248957262,4.244609199686202
LRP1B,LDL receptor related protein 1B,2,Yes,NA,4.500225168695992,NA,4.460774726677912,NA
LOC105378145,uncharacterized LOC105378145,2,Yes,NA,NA,4.294794124545426,4.499346596937728,NA
WWOX,WW domain containing oxidoreductase,2,Yes,4.435103130363385,NA,4.486350900124281,NA,NA
LOC102724234,uncharacterized LOC102724234,2,Yes,NA,NA,4.2745808110444505,NA,4.483049013860607
LOC112267962,uncharacterized LOC112267962,2,Yes,NA,4.476422642345128,4.325532387244988,NA,NA
MCTP2,multiple C2 and transmembrane domain containing 2,2,Yes,NA,4.327460847978396,NA,4.473848452725416,NA
LOC112268036,uncharacterized LOC112268036,2,Yes,NA,4.428989260617008,4.449176453139296,NA,NA
LINC00987,long intergenic non-protein coding RNA 987,2,Yes,NA,NA,NA,4.398161583916761,4.444415533049826
OR2L13,olfactory receptor family 2 subfamily L member 13,2,Yes,4.435054044297164,NA,4.23898715280163,NA,NA
LOC107985580,uncharacterized LOC107985580,2,Yes,4.406645991970841,4.272756329338119,NA,NA,NA
CCDC183,coiled-coil domain containing 183,2,Yes,4.311897511765623,NA,4.404970506734606,NA,NA
LOC124907100,putative glutathione hydrolase 3 proenzyme,2,Yes,4.4043520668800165,NA,NA,4.365216263610978,NA
GLIS3,GLIS family zinc finger 3,2,Yes,NA,4.325703271284194,NA,4.4016462830662935,NA
HERC2P2,,2,Yes,4.389878283023516,NA,NA,4.269301084927103,NA
TMEM44,transmembrane protein 44,2,Yes,NA,NA,NA,4.291262766265808,4.3866825124554865
ZNF521,zinc finger protein 521,2,Yes,NA,4.3582300782407914,NA,4.385161114552868,NA
ZNF72P,,2,Yes,4.367841192184695,NA,4.2402007182766495,NA,NA
CYP2T3P,,2,Yes,NA,NA,4.289966380894719,NA,4.3597550008963415
NAA50P2,,2,Yes,NA,NA,NA,4.34196324416461,4.225464274865059
TRIM5,tripartite motif containing 5,2,Yes,4.310511229291756,NA,NA,4.341545801302606,NA
POU5F1,POU class 5 homeobox 1,2,Yes,NA,NA,4.32341442486616,4.334344190862085,NA
KLHL33,kelch like family member 33,2,Yes,4.331406441154163,4.265523655790462,NA,NA,NA
LINC02648,long intergenic non-protein coding RNA 2648,2,Yes,4.331394778223649,4.322112397722468,NA,NA,NA
RYR3,ryanodine receptor 3,2,Yes,4.322344527402624,NA,4.256967376514473,NA,NA
LINC02253,long intergenic non-protein coding RNA 2253,2,Yes,NA,4.319475953917383,NA,4.296815435712681,NA
TRPV3,transient receptor potential cation channel subfamily V member 3,2,Yes,4.317863821551361,4.226692904274404,NA,NA,NA
LOC105375133,uncharacterized LOC105375133,2,Yes,NA,4.311404497787892,NA,4.283229456230367,NA
TENM3,teneurin transmembrane protein 3,2,Yes,NA,4.213560002827334,NA,4.278444668568751,NA
NTF6G,,2,Yes,NA,4.274452443557808,4.260009362516178,NA,NA
ZFPM1,zinc finger protein%2C FOG family member 1,2,Yes,NA,4.256373070749613,4.2300929219837995,NA,NA
SLC12A6,solute carrier family 12 member 6,2,Yes,NA,4.210915758267585,NA,4.237005140669485,NA
LOC101927045,uncharacterized LOC101927045,2,Yes,NA,4.204787394996998,NA,4.233993895520579,NA
LOC100130459,,2,Yes,NA,4.225115089668677,NA,NA,4.192324506028954
RNA5-8SP,,1,No,NA,NA,NA,5.8273696579725405,NA
ZFAND4,zinc finger AN1-type containing 4,1,No,5.734490919602582,NA,NA,NA,NA
LINC02708,long intergenic non-protein coding RNA 2708,1,No,5.60049908553235,NA,NA,NA,NA
LOC124907399,,1,No,NA,NA,NA,5.465323490828969,NA
LOC124906531,uncharacterized LOC124906531,1,No,5.33464443085776,NA,NA,NA,NA
TRG,T cell receptor gamma locus,1,No,NA,NA,NA,NA,5.332150212323973
OR5H14,olfactory receptor family 5 subfamily H member 14,1,No,NA,5.1757130075951885,NA,NA,NA
SSU72L3,SSU72 like 3,1,No,NA,NA,5.164341013415025,NA,NA
PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,1,No,5.125175716654011,NA,NA,NA,NA
NBPF8,NBPF member 8,1,No,NA,NA,NA,5.099252656639094,NA
LOC100130587,uncharacterized LOC100130587,1,No,NA,5.062956689174268,NA,NA,NA
GTPBP4,GTP binding protein 4,1,No,NA,NA,NA,5.054821643440545,NA
LOC128966664,,1,No,NA,5.010795118280566,NA,NA,NA
GUCY2C-AS1,GUCY2C antisense RNA 1,1,No,4.975554672174744,NA,NA,NA,NA
HMCN1,hemicentin 1,1,No,4.97323608797732,NA,NA,NA,NA
RDH13,retinol dehydrogenase 13,1,No,NA,NA,NA,4.96234140398708,NA
LOC124907782,dual specificity protein phosphatase 22,1,No,NA,NA,NA,4.922357695801426,NA
OR2T11,olfactory receptor family 2 subfamily T member 11,1,No,NA,NA,NA,4.92165908030826,NA
LINC02544,long intergenic non-protein coding RNA 2544,1,No,NA,4.887075891282505,NA,NA,NA
PRAMEF9,PRAME family member 9,1,No,NA,4.875897098047266,NA,NA,NA
CABP5,calcium binding protein 5,1,No,NA,NA,NA,4.8587858857521224,NA
BMPR1B,bone morphogenetic protein receptor type 1B,1,No,NA,NA,NA,4.783165276084407,NA
METTL15,methyltransferase 15%2C mitochondrial 12S rRNA N4-cytidine,1,No,NA,4.782829561848782,NA,NA,NA
SDHAP1,,1,No,4.711012371426831,NA,NA,NA,NA
LOC107984132,uncharacterized LOC107984132,1,No,4.693384818527853,NA,NA,NA,NA
LOC105375341,uncharacterized LOC105375341,1,No,NA,NA,NA,4.678675362900671,NA
AGAP10P,,1,No,4.676525470851656,NA,NA,NA,NA
LINC02208,long intergenic non-protein coding RNA 2208,1,No,NA,NA,4.666921353391679,NA,NA
WASHC2C,WASH complex subunit 2C,1,No,4.66620499291595,NA,NA,NA,NA
CFAP97D2,CFAP97 domain containing 2,1,No,4.649641659795056,NA,NA,NA,NA
SFTPD,surfactant protein D,1,No,NA,NA,NA,NA,4.6464297757043225
FAM85B,family with sequence similarity 85 member B,1,No,NA,NA,4.634292119662864,NA,NA
CPEB2-DT,CPEB2 divergent transcript,1,No,4.631111848789487,NA,NA,NA,NA
MDC1,mediator of DNA damage checkpoint 1,1,No,NA,4.629151697174984,NA,NA,NA
PRAMEF15,PRAME family member 15,1,No,NA,NA,NA,4.611167435688879,NA
THBS2,thrombospondin 2,1,No,NA,NA,NA,NA,4.595493878447244
TTC29,tetratricopeptide repeat domain 29,1,No,NA,NA,NA,4.566555654135691,NA
LOC400499,putative uncharacterized protein LOC400499,1,No,4.546428706384908,NA,NA,NA,NA
LGALS9DP,,1,No,4.532584114613862,NA,NA,NA,NA
OR5H5P,,1,No,4.527611549302511,NA,NA,NA,NA
OR4D6,olfactory receptor family 4 subfamily D member 6,1,No,4.501216853997274,NA,NA,NA,NA
SPRR2G,small proline rich protein 2G,1,No,NA,NA,NA,4.500699625767002,NA
DOK7,docking protein 7,1,No,4.4981845756782874,NA,NA,NA,NA
RPS7P1,,1,No,4.491186809191379,NA,NA,NA,NA
LINC02386,long intergenic non-protein coding RNA 2386,1,No,NA,4.485469768534902,NA,NA,NA
LOC124901889,uncharacterized LOC124901889,1,No,NA,4.471436332761904,NA,NA,NA
ROBO2,roundabout guidance receptor 2,1,No,4.467692529315354,NA,NA,NA,NA
CPD,carboxypeptidase D,1,No,4.462024996679671,NA,NA,NA,NA
POTEJ,POTE ankyrin domain family member J,1,No,4.458612283029294,NA,NA,NA,NA
PRAMEF4,PRAME family member 4,1,No,NA,4.456209397900625,NA,NA,NA
ATP13A4,ATPase 13A4,1,No,NA,4.454998226221145,NA,NA,NA
SLC35E2B,solute carrier family 35 member E2B,1,No,NA,4.443631037077116,NA,NA,NA
LOC105378005,uncharacterized LOC105378005,1,No,4.437057690829307,NA,NA,NA,NA
MAMDC2,MAM domain containing 2,1,No,NA,4.435982195054137,NA,NA,NA
PWRN4,Prader-Willi region non-protein coding RNA 4,1,No,NA,4.435419888909363,NA,NA,NA
LOC107987171,uncharacterized LOC107987171,1,No,4.420814399261532,NA,NA,NA,NA
LOC124906562,uncharacterized LOC124906562,1,No,NA,NA,NA,4.419441995182304,NA
IGSF3P1,,1,No,4.417354686189012,NA,NA,NA,NA
IL4I1,interleukin 4 induced 1,1,No,NA,4.411371046706497,NA,NA,NA
LOC105374614,uncharacterized LOC105374614,1,No,NA,NA,NA,4.404873070606034,NA
PRAMEF11,PRAME family member 11,1,No,4.394742348883382,NA,NA,NA,NA
ABAT,4-aminobutyrate aminotransferase,1,No,NA,NA,NA,4.394629101405263,NA
FGL1,fibrinogen like 1,1,No,4.393735051296257,NA,NA,NA,NA
ERC1,ELKS/RAB6-interacting/CAST family member 1,1,No,NA,NA,4.387306268846121,NA,NA
ZNF778,zinc finger protein 778,1,No,NA,NA,NA,NA,4.383467312102263
LOC101929974,uncharacterized LOC101929974,1,No,NA,4.38067755801658,NA,NA,NA
BANP,BTG3 associated nuclear protein,1,No,NA,4.37933467330787,NA,NA,NA
ATP7B,ATPase copper transporting beta,1,No,4.378197402830508,NA,NA,NA,NA
LOC105372472,uncharacterized LOC105372472,1,No,4.376135259739681,NA,NA,NA,NA
OR6J1,olfactory receptor family 6 subfamily J member 1,1,No,NA,4.376079806342455,NA,NA,NA
ZNF160,zinc finger protein 160,1,No,4.376020156949375,NA,NA,NA,NA
LINC01846,long intergenic non-protein coding RNA 1846,1,No,4.365975761841979,NA,NA,NA,NA
CDC73,cell division cycle 73,1,No,NA,NA,NA,4.364501617315604,NA
LOC124907500,uncharacterized LOC124907500,1,No,NA,4.36441442023153,NA,NA,NA
TRMT9B,tRNA methyltransferase 9B (putative),1,No,NA,4.361648834857327,NA,NA,NA
LOC112268044,ankyrin repeat domain-containing protein 18B-like,1,No,NA,4.360934763311499,NA,NA,NA
LINC02437,long intergenic non-protein coding RNA 2437,1,No,NA,4.359727410636537,NA,NA,NA
LOC124902103,,1,No,NA,NA,4.359224330473686,NA,NA
MRGPRG-AS1,MRGPRG antisense RNA 1,1,No,4.349750863589452,NA,NA,NA,NA
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,1,No,NA,NA,NA,4.349547799669556,NA
PGBD2,piggyBac transposable element derived 2,1,No,4.346757565332974,NA,NA,NA,NA
LINC01061,long intergenic non-protein coding RNA 1061,1,No,NA,4.345123060362077,NA,NA,NA
GRK1,G protein-coupled receptor kinase 1,1,No,NA,NA,NA,4.344512013326258,NA
PDE10A,phosphodiesterase 10A,1,No,NA,4.341446215954996,NA,NA,NA
LOC112268183,,1,No,NA,4.338797259637693,NA,NA,NA
ADAMTS7P1,,1,No,NA,NA,NA,4.33794823546879,NA
ADA2,adenosine deaminase 2,1,No,NA,NA,4.335271730225858,NA,NA
TWIST2,twist family bHLH transcription factor 2,1,No,NA,4.3351762720866365,NA,NA,NA
ANKRD30B,ankyrin repeat domain 30B,1,No,NA,4.335091746817644,NA,NA,NA
ZSWIM9,zinc finger SWIM-type containing 9,1,No,NA,NA,NA,4.328015303720051,NA
OR4L1,olfactory receptor family 4 subfamily L member 1,1,No,NA,4.326145284245961,NA,NA,NA
TSPAN9,tetraspanin 9,1,No,NA,NA,4.324439006613224,NA,NA
GAS7,growth arrest specific 7,1,No,NA,4.323594427296059,NA,NA,NA
FAM111A,FAM111 trypsin like peptidase A,1,No,NA,4.321574607804184,NA,NA,NA
PLA2G4C,phospholipase A2 group IVC,1,No,NA,NA,4.321514060512112,NA,NA
CASQ2,calsequestrin 2,1,No,4.32142661729513,NA,NA,NA,NA
SULT2B1,sulfotransferase family 2B member 1,1,No,NA,4.320894186379015,NA,NA,NA
LOC124908449,,1,No,4.320709782003649,NA,NA,NA,NA
RAB11FIP4,RAB11 family interacting protein 4,1,No,4.314832043024874,NA,NA,NA,NA
MRPS35P3,,1,No,NA,NA,4.314824119632845,NA,NA
PDE4D,phosphodiesterase 4D,1,No,NA,NA,NA,4.314665425535354,NA
LOC107986860,endogenous retrovirus group K member 19 Env polyprotein-like,1,No,4.31456233708651,NA,NA,NA,NA
FLT4,fms related receptor tyrosine kinase 4,1,No,NA,4.311912580388562,NA,NA,NA
FAM131C2P,,1,No,4.310545430563242,NA,NA,NA,NA
LILRA1,leukocyte immunoglobulin like receptor A1,1,No,4.309631665210451,NA,NA,NA,NA
ANTXRL,ANTXR like,1,No,4.308743391116847,NA,NA,NA,NA
TYMS,thymidylate synthetase,1,No,4.3081740669962985,NA,NA,NA,NA
LOC105375951,uncharacterized LOC105375951,1,No,NA,NA,4.300530231234867,NA,NA
KASH5,KASH domain containing 5,1,No,NA,NA,NA,4.298477439094204,NA
CCZ1B,CCZ1 homolog B%2C vacuolar protein trafficking and biogenesis associated,1,No,NA,NA,NA,4.2971145994112625,NA
PRAMEF2,PRAME family member 2,1,No,NA,4.293623780430131,NA,NA,NA
ABO,ABO%2C alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase,1,No,NA,4.293517398769562,NA,NA,NA
RAB3C,RAB3C%2C member RAS oncogene family,1,No,NA,NA,NA,4.286092977356657,NA
LOC124907398,,1,No,NA,NA,NA,4.285831028908082,NA
TJP2,tight junction protein 2,1,No,NA,NA,4.280969402460537,NA,NA
NIFKP6,,1,No,NA,NA,NA,4.278679330035166,NA
CECR2,CECR2 histone acetyl-lysine reader,1,No,NA,NA,4.278633699488637,NA,NA
NOC2LP2,,1,No,NA,4.2775647433351605,NA,NA,NA
VWA3B,von Willebrand factor A domain containing 3B,1,No,NA,NA,NA,4.274899214083554,NA
ZNF890P,,1,No,NA,NA,NA,4.271449058855127,NA
MYH14,myosin heavy chain 14,1,No,NA,4.2624924175795265,NA,NA,NA
CYP11B2,cytochrome P450 family 11 subfamily B member 2,1,No,NA,NA,NA,NA,4.261352517135012
C1DP3,,1,No,NA,4.256098108721719,NA,NA,NA
LOC100420305,,1,No,NA,4.254074399087605,NA,NA,NA
PMS2CL,,1,No,NA,4.250693413307619,NA,NA,NA
TAS1R2,taste 1 receptor member 2,1,No,NA,4.246919612069228,NA,NA,NA
NBPF12,NBPF member 12,1,No,NA,4.245915475151772,NA,NA,NA
LRPAP1,LDL receptor related protein associated protein 1,1,No,NA,4.2450135570607515,NA,NA,NA
FLYWCH1,FLYWCH-type zinc finger 1,1,No,NA,NA,NA,4.241482166159372,NA
ITPR3,inositol 1%2C4%2C5-trisphosphate receptor type 3,1,No,NA,NA,NA,4.240415350119571,NA
LOXL2,lysyl oxidase like 2,1,No,NA,NA,NA,4.238948794660337,NA
LOC105376041,uncharacterized LOC105376041,1,No,NA,NA,NA,4.23700331416739,NA
BRCA1,BRCA1 DNA repair associated,1,No,NA,NA,4.232678325453012,NA,NA
ZNF808,zinc finger protein 808,1,No,NA,NA,NA,4.232666085794976,NA
LINC02718,long intergenic non-protein coding RNA 2718,1,No,NA,NA,NA,4.227663953227267,NA
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,1,No,NA,NA,NA,4.227261507972642,NA
PDE4DIP,phosphodiesterase 4D interacting protein,1,No,NA,NA,NA,4.225447495438231,NA
PELO-AS1,PELO antisense RNA 1,1,No,NA,4.224369698647007,NA,NA,NA
LINC02346,long intergenic non-protein coding RNA 2346,1,No,NA,NA,NA,NA,4.218149074530553
ENPP7P8,,1,No,NA,4.206713503376837,NA,NA,NA
ANKRD18DP,,1,No,NA,4.202112292915837,NA,NA,NA
SNHG14,small nucleolar RNA host gene 14,1,No,NA,NA,NA,NA,4.201959709402257
LOC100130698,uncharacterized LOC100130698,1,No,NA,NA,NA,NA,4.198475078775072
LINC00504,long intergenic non-protein coding RNA 504,1,No,NA,4.197104356697252,NA,NA,NA
CD177P1,,1,No,NA,NA,NA,NA,4.178019049857896
FRG1BP,,1,No,NA,NA,NA,NA,4.176652383272681
CELA3B,chymotrypsin like elastase 3B,1,No,NA,NA,NA,NA,4.172510065539919
