chromosome,start,end,population,avg_tmrca_myr,genes,gene_biotypes,descriptions,feature_annotation
chr7_pat_hsa8,84351000,84352000,Bonobo,8.039133521314692,C7H8orf34,protein_coding,chromosome 7 C8orf34 homolog,.
chr14_pat_hsa13,42988000,42989000,Bonobo,8.039035111346486,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1,"L1MA10#LINE/L1,L1PA4#LINE/L1"
chr5_pat_hsa6,185864000,185865000,Bonobo,8.038936074175188,PDE10A,protein_coding,phosphodiesterase 10A,TR
chr11_mat_hsa9,38271000,38272000,Bonobo,8.038902513735515,PLPPR1,protein_coding,phospholipid phosphatase related 1,"L1ME3G#LINE/L1,L1ME4a#LINE/L1,L2b#LINE/L2,L2c#LINE/L2,L2d#LINE/L2,MER2#DNA/TcMar-Tigger,MIR3#SINE/MIR,MIRb#SINE/MIR,TR"
chr12_mat_hsa2a,21243000,21244000,Bonobo,8.038762817585553,LOC129397117,protein_coding,anaphase-promoting complex subunit 1-like,"L2#LINE/L2,L3#LINE/CR1,LTR22#LTR/ERVK,SEDEF_SD"
chr16_pat_hsa15,91815000,91816000,Bonobo,8.038573757952596,.,,,"AluSc8#SINE/Alu,AluY#SINE/Alu,L1MB2#LINE/L1,L1MC1#LINE/L1,L1ME3B#LINE/L1,SEDEF_SD"
chr1_pat_hsa1,1982000,1983000,Bonobo,8.038539960144565,"ZNF670,LOC103785522",protein_coding;protein_coding,zinc finger protein 670;zinc finger protein 695,"MER21C#LTR/ERVL,MER92B#LTR/ERV1"
chr8_mat_hsa10,146164000,146165000,Bonobo,8.038245542098444,LOC117978247,lncRNA,uncharacterized LOC117978247,"SEDEF_SD,TR"
chr11_mat_hsa9,120022000,120023000,Bonobo,8.038019548703605,"SPATA6L,SLC1A1",protein_coding;protein_coding,spermatogenesis associated 6 like;solute carrier family 1 member 1,"L1MB7#LINE/L1,L1ME4c#LINE/L1,L1PA4#LINE/L1"
chr18_pat_hsa16,85675000,85676000,Bonobo,8.037693108312897,CNTNAP4,protein_coding,contactin associated protein family member 4,"HERVL-int#LTR/ERVL,L1M4#LINE/L1,L1MC5#LINE/L1,L1MCc#LINE/L1,L1PA8#LINE/L1,L2#LINE/L2,TR"
chr23_pat_hsa22,53951000,53952000,Bonobo,8.037532576262526,PARVB,protein_coding,parvin beta,.
chr14_pat_hsa13,23403000,23404000,Bonobo,8.036713104079087,MIPEP,protein_coding,mitochondrial intermediate peptidase,"AluJb#SINE/Alu,L1M5#LINE/L1,L1ME3#LINE/L1,L1ME4a#LINE/L1,L1ME4b#LINE/L1,MLT1I#LTR/ERVL-MaLR"
chr14_pat_hsa13,46003000,46004000,Bonobo,8.036321703284019,LOC134728799,lncRNA,uncharacterized LOC134728799,"L1MC4a#LINE/L1,LTR16#LTR/ERVL,SEDEF_SD,THE1B#LTR/ERVL-MaLR,TR"
chr5_pat_hsa6,94945000,94946000,Bonobo,8.036287323397108,.,,,.
chr22_pat_hsa21,40290000,40291000,Bonobo,8.035911341549838,.,,,.
chr3_pat_hsa4,140507000,140508000,Bonobo,8.035870213099763,INPP4B,protein_coding,inositol polyphosphate-4-phosphatase type II B,TR
chr7_pat_hsa8,30569000,30570000,Bonobo,8.035740670731654,.,,,SEDEF_SD
chr7_pat_hsa8,66526000,66527000,Bonobo,8.035562838309476,.,,,.
chr18_pat_hsa16,3706000,3707000,Bonobo,8.035208999316524,.,,,"AluJb#SINE/Alu,AluSx#SINE/Alu,HERV16-int#LTR/ERVL,L1MC1#LINE/L1,L1MDa#LINE/L1,TR"
chr18_pat_hsa16,69766000,69767000,Bonobo,8.034338686338165,.,,,"AluSz#SINE/Alu,L1MA9#LINE/L1,TR"
chr1_pat_hsa1,215012000,215013000,Bonobo,8.03420223904415,.,,,"SEDEF_SD,TR"
chr6_mat_hsa7,24697000,24698000,Bonobo,8.03414963209647,LOC134730770,lncRNA,uncharacterized LOC134730770,.
chr20_pat_hsa19,55333000,55334000,Bonobo,8.034071722195744,.,,,TR
chr3_pat_hsa4,130820000,130821000,Bonobo,8.033891869310986,LOC129397631,lncRNA,uncharacterized LOC129397631,.
chr5_pat_hsa6,170273000,170274000,Bonobo,8.033789749674584,.,,,.
chr1_pat_hsa1,120790000,120791000,Bonobo,8.033745283742881,.,,,"L1M5#LINE/L1,L1MD2#LINE/L1,L1ME3A#LINE/L1,L1ME3Cz#LINE/L1,L1P4#LINE/L1,MSTA#LTR/ERVL-MaLR"
chr9_pat_hsa11,7176000,7177000,Bonobo,8.03366809511856,MMP26,protein_coding,matrix metallopeptidase 26,.
chr6_mat_hsa7,26877000,26878000,Bonobo,8.03354424999036,.,,,.
chr7_pat_hsa8,85126000,85127000,Bonobo,8.03345510628452,.,,,TR
chr21_mat_hsa20,38814000,38815000,Bonobo,8.03339543197907,.,,,.
chr17_mat_hsa18,95789000,95790000,Bonobo,8.033381473050229,.,,,(TGTGGTG)n#Simple_repeat
chr8_mat_hsa10,78285000,78286000,Bonobo,8.033359371305242,CTNNA3,protein_coding,catenin alpha 3,TR
chr5_pat_hsa6,171277000,171278000,Bonobo,8.033327312376262,AKAP12,protein_coding,A-kinase anchoring protein 12,TR
chr3_pat_hsa4,85594000,85595000,Bonobo,8.033074849037158,.,,,.
chr3_pat_hsa4,29115000,29116000,Bonobo,8.033048249241661,.,,,TR
chr9_pat_hsa11,100907000,100908000,Bonobo,8.032869603938542,CNTN5,protein_coding,contactin 5,TR
chr19_pat_hsa17,13289000,13290000,Bonobo,8.032054905498283,.,,,"L2a#LINE/L2,MIRb#SINE/MIR,MLT1A0#LTR/ERVL-MaLR,TR"
chr18_pat_hsa16,9721000,9722000,Bonobo,8.032043937306486,.,,,"(AC)n#Simple_repeat,L1ME3Cz#LINE/L1,L1P5#LINE/L1,L1PA17#LINE/L1,L2c#LINE/L2,LTR12C#LTR/ERV1,TR"
chr6_mat_hsa7,189659000,189660000,Bonobo,8.031955584472332,ACTR3B,protein_coding,actin related protein 3B,TR
chr12_mat_hsa2a,43565000,43566000,Bonobo,8.0317528677771,LOC117979197,lncRNA,uncharacterized LOC117979197,"L1MA10#LINE/L1,L3#LINE/CR1,LTR49#LTR/ERV1,MER101B#LTR/ERV1,TR"
chr7_pat_hsa8,104367000,104368000,Bonobo,8.031518959920986,CNBD1,protein_coding,cyclic nucleotide binding domain containing 1,.
chr19_pat_hsa17,13998000,13999000,Bonobo,8.031503546282467,.,,,"L1PA4#LINE/L1,L2b#LINE/L2,L3#LINE/CR1,MIRb#SINE/MIR"
chr10_mat_hsa12,9181000,9182000,Bonobo,8.031359478188474,CRACR2A,protein_coding,calcium release activated channel regulator 2A,"L2b#LINE/L2,L2d#LINE/L2"
chr7_pat_hsa8,22648000,22649000,Bonobo,8.031245263137745,.,,,"SEDEF_SD,TR"
chr12_mat_hsa2a,123144000,123145000,Bonobo,8.030991592140083,EIPR1,protein_coding,EARP complex and GARP complex interacting protein 1,"L1M5#LINE/L1,L1MD3#LINE/L1,L1PA3#LINE/L1,TR"
chr15_mat_hsa14,47135000,47136000,Bonobo,8.030890499209482,LOC134728893,lncRNA,uncharacterized LOC134728893,"L1M7#LINE/L1,L1MA7#LINE/L1,L1MD2#LINE/L1,MLT2B3#LTR/ERVL"
chr23_pat_hsa22,64278000,64279000,Bonobo,8.030649837347191,.,,,TR
chr7_pat_hsa8,138253000,138254000,Bonobo,8.030498035529025,.,,,TR
chr5_pat_hsa6,152018000,152019000,Bonobo,8.030450671732837,.,,,TR
chr17_mat_hsa18,69514000,69515000,Bonobo,8.03038208375901,.,,,"hAT-1_Mam#DNA/hAT-Tag1,MIR#SINE/MIR"
chr13_mat_hsa2b,68920000,68921000,Bonobo,8.030356634604122,"LOC103787066,SCN9A",lncRNA;protein_coding,uncharacterized LOC103787066;sodium voltage-gated channel alpha subunit 9,"L1MA6#LINE/L1,TR"
chr19_pat_hsa17,13569000,13570000,Bonobo,8.030294108240893,.,,,"AluSx#SINE/Alu,MIR#SINE/MIR,MIRb#SINE/MIR,TR"
chr10_mat_hsa12,53645000,53646000,Bonobo,8.030222375400223,MUC19,protein_coding,mucin 19%2C oligomeric,"(TAT)n#Simple_repeat,AluJb#SINE/Alu,L2a#LINE/L2,TR"
chr18_pat_hsa16,15259000,15260000,Bonobo,8.030079624462452,LOC117976199,protein_coding,nuclear pore complex-interacting protein family member B8-like,"AluSc8#SINE/Alu,L1MB2#LINE/L1,SEDEF_SD,TR"
chr7_pat_hsa8,27261000,27262000,Bonobo,8.030079174293586,PINX1,protein_coding,PIN2 (TERF1) interacting telomerase inhibitor 1,TR
chr10_mat_hsa12,23277000,23278000,Bonobo,8.029994578886747,.,,,"HAL1#LINE/L1,L1ME4c#LINE/L1,L3#LINE/CR1"
chr3_pat_hsa4,1813000,1814000,Bonobo,8.02972152616747,.,,,TR
chr2_mat_hsa3,1554000,1555000,Bonobo,8.02968382101948,.,,,.
chr19_pat_hsa17,80975000,80976000,Bonobo,8.029560457205095,LOC100967292,protein_coding,pleckstrin homology domain-containing family M member 3-like,"AluSx1#SINE/Alu,L2b#LINE/L2,L2c#LINE/L2,L3#LINE/CR1,MIR3#SINE/MIR,SEDEF_SD,TR"
chr7_pat_hsa8,15751000,15752000,Bonobo,8.029481990482601,DLGAP2,protein_coding,DLG associated protein 2,TR
chr20_pat_hsa19,70666000,70667000,Bonobo,8.02921300659585,.,,,SEDEF_SD
chr22_pat_hsa21,38433000,38434000,Bonobo,8.02913739387345,TMPRSS3,protein_coding,transmembrane serine protease 3,TR
chr1_pat_hsa1,215223000,215224000,Bonobo,8.028440850866568,LOC129395026,protein_coding,PRAME family member 1-like,SEDEF_SD
chr19_pat_hsa17,100680000,100681000,Bonobo,8.028172586783537,.,,,"L1M3#LINE/L1,L1PA17#LINE/L1,MER99#DNA/hAT,MLT1O#LTR/ERVL-MaLR,SEDEF_SD"
chr17_mat_hsa18,98030000,98031000,Bonobo,8.02809467102861,.,,,"L1MC5#LINE/L1,L2d2#LINE/L2,MIR#SINE/MIR,SEDEF_SD,TR"
chr6_mat_hsa7,181509000,181510000,Bonobo,8.027680615258651,.,,,TR
chr9_pat_hsa11,3484000,3485000,Bonobo,8.027282083748496,.,,,TR
chr1_pat_hsa1,2021000,2022000,Bonobo,8.026784681899455,LOC103785522,protein_coding,zinc finger protein 695,"L1M4#LINE/L1,L1MC#LINE/L1,LTR53#LTR/ERVL,MER70A#LTR/ERVL"
chr3_pat_hsa4,7354000,7355000,Bonobo,8.026704221718326,.,,,TR
chr19_pat_hsa17,96249000,96250000,Bonobo,8.026474993829444,LOC134729469,lncRNA,uncharacterized LOC134729469,"AluJb#SINE/Alu,L1ME1#LINE/L1,L2a#LINE/L2,MLT1E2#LTR/ERVL-MaLR,SEDEF_SD"
chr15_mat_hsa14,47443000,47444000,Bonobo,8.026445358934573,LOC134728893,lncRNA,uncharacterized LOC134728893,"LTR78#LTR/ERV1,MER11C#LTR/ERVK"
chr6_mat_hsa7,24692000,24693000,Bonobo,8.02642077768363,LOC134730770,lncRNA,uncharacterized LOC134730770,TR
chr5_pat_hsa6,182478000,182479000,Bonobo,8.02611381719342,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase,TR
chr9_pat_hsa11,6693000,6694000,Bonobo,8.025655683192713,LOC134731187,lncRNA,uncharacterized LOC134731187,SEDEF_SD
chr6_mat_hsa7,107132000,107133000,Bonobo,8.025415701523219,ZNF804B,protein_coding,zinc finger protein 804B,TR
chr11_mat_hsa9,124224000,124225000,Bonobo,8.025384681465987,DOCK8,protein_coding,dedicator of cytokinesis 8,"L1ME4a#LINE/L1,L1ME4c#LINE/L1,L4_A_Mam#LINE/RTE-X,MIRc#SINE/MIR"
chr19_pat_hsa17,84892000,84893000,Bonobo,8.025372869032802,.,,,"(AC)n#Simple_repeat,(AT)n#Simple_repeat,L1ME1#LINE/L1,L1MEf#LINE/L1,L1PA3#LINE/L1,TR"
chr21_mat_hsa20,59791000,59792000,Bonobo,8.025256860081148,BCAS1,protein_coding,brain enriched myelin associated protein 1,TR
chr17_mat_hsa18,91758000,91759000,Bonobo,8.025119372975698,.,,,"L1MC4#LINE/L1,L2b#LINE/L2,TR"
chr7_pat_hsa8,30564000,30565000,Bonobo,8.025086908261267,.,,,SEDEF_SD
chr1_pat_hsa1,162558000,162559000,Bonobo,8.024883266682545,.,,,"L1MEg#LINE/L1,L1PA15-16#LINE/L1,L1PA6#LINE/L1,Tigger10#DNA/TcMar-Tigger"
chr20_pat_hsa19,75000,76000,Bonobo,8.024480978982492,.,,,SEDEF_SD
chr1_pat_hsa1,214255000,214256000,Bonobo,8.024428753491383,LOC134729822,protein_coding,PRAME family member 15-like,"SEDEF_SD,TR"
chr8_mat_hsa10,120799000,120800000,Bonobo,8.024397116254844,.,,,.
chr10_mat_hsa12,30917000,30918000,Bonobo,8.02421469846811,.,,,"L1PA4#LINE/L1,Tigger1#DNA/TcMar-Tigger,TR"
chr8_mat_hsa10,64396000,64397000,Bonobo,8.02406785652672,PRKG1,protein_coding,protein kinase cGMP-dependent 1,TR
chr7_pat_hsa8,30647000,30648000,Bonobo,8.023971129496195,LOC129398588,protein_coding,uncharacterized LOC129398588,SEDEF_SD
chr6_mat_hsa7,101623000,101624000,Bonobo,8.02382610592947,.,,,.
chr3_pat_hsa4,32148000,32149000,Bonobo,8.023781142046989,.,,,.
chr21_mat_hsa20,1060000,1061000,Bonobo,8.02375600678081,.,,,SEDEF_SD
chr23_pat_hsa22,64962000,64963000,Bonobo,8.023636416573085,.,,,"SEDEF_SD,TR"
chr14_pat_hsa13,75817000,75818000,Bonobo,8.023602013409597,.,,,L1PA2#LINE/L1
chr4_mat_hsa5,15485000,15486000,Bonobo,8.023462821187419,LOC134730390,lncRNA,uncharacterized LOC134730390,.
chr22_pat_hsa21,14159000,14160000,Bonobo,8.023261748175893,.,,,TR
chr20_pat_hsa19,62105000,62106000,Bonobo,8.023232707799428,NLRP11,protein_coding,NLR family pyrin domain containing 11,.
chr16_pat_hsa15,82286000,82287000,Bonobo,8.023207460674195,LOC100974651,protein_coding,histone H2A.V-like,"AluSz#SINE/Alu,L1M4#LINE/L1,L1MC3#LINE/L1,L1P4#LINE/L1,L1PA6#LINE/L1,MIRb#SINE/MIR,TR"
chr3_pat_hsa4,187923000,187924000,Bonobo,8.023082277175535,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,226947000,226948000,Bonobo,8.02307958491209,SCNN1D,protein_coding,sodium channel epithelial 1 subunit delta,TR
chr10_mat_hsa12,92156000,92157000,Bonobo,8.02298517547163,.,,,"HERVK11-int#LTR/ERVK,L1MEg1#LINE/L1,L1PA7#LINE/L1,MER11C#LTR/ERVK"
chr7_pat_hsa8,138376000,138377000,Bonobo,8.022809833800755,.,,,TR
chr17_mat_hsa18,82107000,82108000,Bonobo,8.022804883992396,.,,,"HAL1#LINE/L1,L1M5#LINE/L1,L1PA17#LINE/L1,THE1B#LTR/ERVL-MaLR,TR"
chr2_mat_hsa3,66185000,66186000,Bonobo,8.022531542023232,SLC25A26,protein_coding,solute carrier family 25 member 26,.
chr17_mat_hsa18,97989000,97990000,Bonobo,8.022423073006168,.,,,"L1ME4b#LINE/L1,SEDEF_SD,TR"
chr2_mat_hsa3,173828000,173829000,Bonobo,8.022407249454064,.,,,.
chr21_mat_hsa20,70180000,70181000,Bonobo,8.022221858119877,LOC117975282,protein_coding,spectrin beta chain%2C non-erythrocytic 5-like,"SEDEF_SD,TR"
chr8_mat_hsa10,6223000,6224000,Bonobo,8.022128732241805,.,,,TR
chr12_mat_hsa2a,43509000,43510000,Bonobo,8.021876879944298,.,,,"Charlie3#DNA/hAT-Charlie,L1M5#LINE/L1,L1MA5A#LINE/L1,L1MB8#LINE/L1,L2c#LINE/L2,LTR16A2#LTR/ERVL"
chr7_pat_hsa8,30489000,30490000,Bonobo,8.02177069193598,.,,,"SEDEF_SD,TR"
chr5_pat_hsa6,187665000,187666000,Bonobo,8.021632097459978,.,,,TR
chr18_pat_hsa16,69769000,69770000,Bonobo,8.02161329756788,.,,,"AluSq#SINE/Alu,L1MA9#LINE/L1,MER41B#LTR/ERV1,MIRb#SINE/MIR,TR"
chr18_pat_hsa16,16465000,16466000,Bonobo,8.02156860498072,ABCC1,protein_coding,ATP binding cassette subfamily C member 1 (ABCC1 blood group),"AluSx#SINE/Alu,AluYe5#SINE/Alu,L1M5#LINE/L1,MER113#DNA/hAT-Charlie,TR"
chr3_pat_hsa4,188446000,188447000,Bonobo,8.021378472105795,.,,,SEDEF_SD
chr12_mat_hsa2a,13877000,13878000,Bonobo,8.021266978233431,.,,,"AluJb#SINE/Alu,L2c#LINE/L2,MIR#SINE/MIR,SEDEF_SD"
chr3_pat_hsa4,69067000,69068000,Bonobo,8.020928413453221,.,,,.
chr10_mat_hsa12,5248000,5249000,Bonobo,8.020759245685031,.,,,"L1MA7#LINE/L1,L1MC5#LINE/L1,L1MC5a#LINE/L1,L1ME3G#LINE/L1,MLT1A0#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr7_pat_hsa8,27755000,27756000,Bonobo,8.020644019589682,MTMR9,protein_coding,myotubularin related protein 9,TR
chr1_pat_hsa1,226338000,226339000,Bonobo,8.020598994069722,CFAP74,protein_coding,cilia and flagella associated protein 74,.
chr2_mat_hsa3,94923000,94924000,Bonobo,8.020354156023423,EPHA6,protein_coding,EPH receptor A6,.
chr18_pat_hsa16,23500000,23501000,Bonobo,8.019660405389098,.,,,"AluJb#SINE/Alu,AluSg#SINE/Alu,AluSx#SINE/Alu,AluYb8#SINE/Alu,L1ME3F#LINE/L1,MIRb#SINE/MIR,SEDEF_SD,TR"
chr7_pat_hsa8,18228000,18229000,Bonobo,8.01946205132428,CSMD1,protein_coding,CUB and Sushi multiple domains 1,.
chr8_mat_hsa10,64602000,64603000,Bonobo,8.019413140058012,.,,,TR
chr7_pat_hsa8,28434000,28435000,Bonobo,8.019392423366105,.,,,SEDEF_SD
chr18_pat_hsa16,100417000,100418000,Bonobo,8.019386791953231,.,,,"AluYm1#SINE/Alu,L1M#LINE/L1,L1M3#LINE/L1,L2c#LINE/L2,SEDEF_SD,TR"
chr16_pat_hsa15,43725000,43726000,Bonobo,8.01924704087518,UNC13C,protein_coding,unc-13 homolog C,"(CT)n#Simple_repeat,L1MA8#LINE/L1,L1PA4#LINE/L1,L1PB1#LINE/L1,TR,Zaphod#DNA/hAT-Tip100"
chr16_pat_hsa15,79672000,79673000,Bonobo,8.019091978317288,LOC134729106,lncRNA,uncharacterized LOC134729106,"AluSq2#SINE/Alu,AluSx#SINE/Alu,L1MA7#LINE/L1,L1ME3A#LINE/L1,MIR#SINE/MIR,TR"
chr12_mat_hsa2a,121972000,121973000,Bonobo,8.019038559727298,.,,,L1ME1#LINE/L1
chr12_mat_hsa2a,121046000,121047000,Bonobo,8.019008585042846,.,,,"ERVL-E-int#LTR/ERVL,L2c#LINE/L2,MIR3#SINE/MIR"
chr18_pat_hsa16,114000,115000,Bonobo,8.018876591930416,.,,,"L1M3#LINE/L1,L1PA17#LINE/L1,MER99#DNA/hAT,MLT1O#LTR/ERVL-MaLR,SEDEF_SD"
chr11_mat_hsa9,49629000,49630000,Bonobo,8.018840647752995,.,,,"(AG)n#Simple_repeat,(TGT)n#Simple_repeat,AluSz#SINE/Alu,L1M4#LINE/L1,L1M4b#LINE/L1,L1M5#LINE/L1,L1MC3#LINE/L1,L1MD#LINE/L1,TR"
chr11_mat_hsa9,98767000,98768000,Bonobo,8.018144955322255,LOC129393099,lncRNA,uncharacterized LOC129393099,"(AGCACA)n#Simple_repeat,L2a#LINE/L2,TR"
chr3_pat_hsa4,177494000,177495000,Bonobo,8.018105130927704,.,,,.
chr6_mat_hsa7,36194000,36195000,Bonobo,8.018031009925249,.,,,.
chr6_mat_hsa7,184021000,184022000,Bonobo,8.017794965046,CNTNAP2,protein_coding,contactin associated protein 2,TR
chr6_mat_hsa7,14313000,14314000,Bonobo,8.017717490669858,.,,,.
chr1_pat_hsa1,104943000,104944000,Bonobo,8.017335345445352,.,,,"(T)n#Simple_repeat,SEDEF_SD,TR"
chr3_pat_hsa4,179216000,179217000,Bonobo,8.017297216208403,TENM3,protein_coding,teneurin transmembrane protein 3,.
chr3_pat_hsa4,177602000,177603000,Bonobo,8.017280152695964,.,,,TR
chr15_mat_hsa14,87282000,87283000,Bonobo,8.017202823269493,.,,,"AluSp#SINE/Alu,L1PB1#LINE/L1,MER70C#LTR/ERVL,TR"
chr10_mat_hsa12,134226000,134227000,Bonobo,8.016952985540003,.,,,"L1MC3#LINE/L1,L1MD3#LINE/L1"
chr1_pat_hsa1,215754000,215755000,Bonobo,8.01676720041211,VPS13D,protein_coding,vacuolar protein sorting 13 homolog D,.
chr4_mat_hsa5,1048000,1049000,Bonobo,8.016589942176568,LOC134730359,protein_coding,palmitoyltransferase ZDHHC11,"SEDEF_SD,TR"
chr7_pat_hsa8,16865000,16866000,Bonobo,8.016472043116215,MYOM2,protein_coding,myomesin 2,TR
chr4_mat_hsa5,152616000,152617000,Bonobo,8.016333111912068,.,,,TR
chr11_mat_hsa9,116378000,116379000,Bonobo,8.016206762584922,.,,,"(TA)n#Simple_repeat,(TC)n#Simple_repeat,L1MB8#LINE/L1,L2b#LINE/L2,TR"
chr15_mat_hsa14,106367000,106368000,Bonobo,8.016042166005924,.,,,"(TG)n#Simple_repeat,AluJb#SINE/Alu,HAL1#LINE/L1,L1MB3#LINE/L1,L1MB4#LINE/L1,TR"
chr5_pat_hsa6,44340000,44341000,Bonobo,8.015903994260606,LOC100978457,protein_coding,patr class I histocompatibility antigen%2C CH28 alpha chain,.
chr3_pat_hsa4,171825000,171826000,Bonobo,8.015838986307518,.,,,TR
chr9_pat_hsa11,9921000,9922000,Bonobo,8.015680826544228,PPFIBP2,protein_coding,PPFIA binding protein 2,.
chr20_pat_hsa19,59233000,59234000,Bonobo,8.015658443973628,LOC100969194,protein_coding,zinc finger protein 665-like,.
chr5_pat_hsa6,175729000,175730000,Bonobo,8.015615328411556,.,,,TR
chr7_pat_hsa8,43559000,43560000,Bonobo,8.015529956452973,.,,,TR
chr19_pat_hsa17,99038000,99039000,Bonobo,8.015520384688616,LOC117976655,protein_coding,uncharacterized LOC117976655,"AluY#SINE/Alu,Arthur1#DNA/hAT-Tip100,L1M5#LINE/L1,TR"
chr7_pat_hsa8,35881000,35882000,Bonobo,8.015482845833823,.,,,.
chr8_mat_hsa10,70517000,70518000,Bonobo,8.01540193018135,.,,,.
chr1_pat_hsa1,52520000,52521000,Bonobo,8.015290740348602,LOC129397416,protein_coding,complement factor H-related protein 4,"L1PA10#LINE/L1,SEDEF_SD"
chr22_pat_hsa21,41359000,41360000,Bonobo,8.015252940451928,LOC134729729,protein_coding,putative uncharacterized protein encoded by LINC00205,TR
chr7_pat_hsa8,30545000,30546000,Bonobo,8.015246052345836,.,,,"SEDEF_SD,TR"
chr9_pat_hsa11,28038000,28039000,Bonobo,8.01521569905428,.,,,.
chr16_pat_hsa15,45816000,45817000,Bonobo,8.014612413637765,LOC117976031,lncRNA,uncharacterized LOC117976031,"L1MA10#LINE/L1,L1MA5A#LINE/L1,L1ME1#LINE/L1,MER5B#DNA/hAT-Charlie,MLT2B1#LTR/ERVL"
chr7_pat_hsa8,146829000,146830000,Bonobo,8.014609262455613,.,,,.
chr3_pat_hsa4,65626000,65627000,Bonobo,8.014431741196551,.,,,TR
chr5_pat_hsa6,79320000,79321000,Bonobo,8.014401532185628,LOC100974207,protein_coding,eyes shut homolog,"SEDEF_SD,TR"
chr3_pat_hsa4,159813000,159814000,Bonobo,8.014151835447208,FSTL5,protein_coding,follistatin like 5,TR
chr5_pat_hsa6,84643000,84644000,Bonobo,8.01409519610212,.,,,SEDEF_SD
chr22_pat_hsa21,38446000,38447000,Bonobo,8.01376742811049,TMPRSS3,protein_coding,transmembrane serine protease 3,TR
chr11_mat_hsa9,47251000,47252000,Bonobo,8.01360388694131,LOC106635122,protein_coding,serine palmitoyltransferase 1-like,"L1MEd#LINE/L1,L1PA3#LINE/L1,SEDEF_SD"
chr10_mat_hsa12,141659000,141660000,Bonobo,8.01358891040347,LOC129393566,lncRNA,uncharacterized LOC129393566,"AluSx1#SINE/Alu,L1ME4b#LINE/L1,SEDEF_SD"
chr6_mat_hsa7,99001000,99002000,Bonobo,8.013395265538962,.,,,TR
chr8_mat_hsa10,65999000,66000000,Bonobo,8.013227342985056,LOC134731100,lncRNA,uncharacterized LOC134731100,TR
chr6_mat_hsa7,190512000,190513000,Bonobo,8.013120411956551,DPP6,protein_coding,dipeptidyl peptidase like 6,"SEDEF_SD,TR"
chr2_mat_hsa3,93013000,93014000,Bonobo,8.013038220529078,.,,,.
chr8_mat_hsa10,119862000,119863000,Bonobo,8.012868947794388,LOC130540564,protein_coding,uncharacterized LOC130540564,TR
chr3_pat_hsa4,163321000,163322000,Bonobo,8.012741811840886,.,,,TR
chr5_pat_hsa6,182519000,182520000,Bonobo,8.012557769947051,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase,TR
chr5_pat_hsa6,186799000,186800000,Bonobo,8.01254613351306,RPS6KA2,protein_coding,ribosomal protein S6 kinase A2,TR
chr14_pat_hsa13,66616000,66617000,Bonobo,8.012519353021712,.,,,"L2a#LINE/L2,THE1B#LTR/ERVL-MaLR"
chr21_mat_hsa20,60623000,60624000,Bonobo,8.012411485848247,.,,,TR
chr7_pat_hsa8,42188000,42189000,Bonobo,8.012293548035714,.,,,.
chr16_pat_hsa15,12070000,12071000,Bonobo,8.01119767827752,.,,,"L1MD3#LINE/L1,L2d2#LINE/L2,SEDEF_SD,TR"
chr20_pat_hsa19,38156000,38157000,Bonobo,8.011042596554198,.,,,TR
chr19_pat_hsa17,13553000,13554000,Bonobo,8.010762928301881,.,,,"MamGypLTR1a#LTR/Gypsy,MIR3#SINE/MIR,TR"
chr11_mat_hsa9,99182000,99183000,Bonobo,8.010522171648214,.,,,"(AACT)n#Simple_repeat,L1MC3#LINE/L1,L1MCb#LINE/L1,L1ME4b#LINE/L1,TR"
chr5_pat_hsa6,124242000,124243000,Bonobo,8.01048446720838,.,,,.
chr4_mat_hsa5,3420000,3421000,Bonobo,8.010387563943514,.,,,TR
chr10_mat_hsa12,35114000,35115000,Bonobo,8.010276432389903,.,,,X24_DNA#DNA
chr5_pat_hsa6,179772000,179773000,Bonobo,8.010156131231506,.,,,.
chr10_mat_hsa12,16216000,16217000,Bonobo,8.010035455280676,.,,,"L1P2#LINE/L1,L1PA6#LINE/L1"
chr13_mat_hsa2b,55644000,55645000,Bonobo,8.01001693335124,.,,,"HERV4_I#LTR/ERV1,MER51A#LTR/ERV1"
chr6_mat_hsa7,24679000,24680000,Bonobo,8.009990886544706,LOC134730770,lncRNA,uncharacterized LOC134730770,TR
chr19_pat_hsa17,61347000,61348000,Bonobo,8.009984632286814,.,,,"AluSc#SINE/Alu,MamRTE1#LINE/RTE-BovB,MLT1C2#LTR/ERVL-MaLR,MLT1G1#LTR/ERVL-MaLR"
chr16_pat_hsa15,87020000,87021000,Bonobo,8.0099132574901315,.,,,"L1MB5#LINE/L1,L1ME2#LINE/L1,L1ME4c#LINE/L1,L1PREC2#LINE/L1"
chr5_pat_hsa6,84728000,84729000,Bonobo,8.00990497766102,.,,,SEDEF_SD
chr18_pat_hsa16,32367000,32368000,Bonobo,8.00947114077341,LOC129394207,protein_coding,nuclear pore complex-interacting protein family member B15-like,"L2b#LINE/L2,MIRb#SINE/MIR,SEDEF_SD"
chr12_mat_hsa2a,107145000,107146000,Bonobo,8.009242862830419,.,,,L1PA5#LINE/L1
