ensg,hgnc,chrom,obs_lof,exp_lof,prior_mean,post_mean,post_lower_95,post_upper_95
ENSG00000173706,HGNC:29227,chr3,21,52.747,0.0104334,0.00871375,0.00092842,0.0205699
ENSG00000142188,HGNC:1280,chr21,4,9.9533,0.0096522,0.00871648,0.00229648,0.0201018
ENSG00000184967,HGNC:28461,chr12,10,27.382,0.00253843,0.00871675,0.00025749,0.0317254
ENSG00000186105,HGNC:35155,chr5,13,18.588,0.0384149,0.00871691,0.00283208,0.0168941
ENSG00000203733,HGNC:33251,chr6,2,5.0633,0.00822532,0.00871718,0.00014315,0.0357447
ENSG00000187026,HGNC:18946,chr21,,,0.00874683,0.00872093,0.00012693,0.0359585
ENSG00000160818,HGNC:25982,chr1,8,11.608,0.0107698,0.00873188,0.00120642,0.0237407
ENSG00000123096,HGNC:11322,chr12,3,6.5812,0.00718797,0.00873246,0.00177456,0.0227615
ENSG00000075089,HGNC:24025,chr12,16,22.443,0.0113981,0.00873473,0.0033409,0.016393
ENSG00000103671,HGNC:12310,chr15,17,38.2,0.00666764,0.00873637,0.00257107,0.0173496
ENSG00000220008,HGNC:21206,chr19,4,7.7848,0.0132787,0.0087385,0.00125991,0.0228547
ENSG00000172155,HGNC:29465,chr1,3,2.2862,0.00925949,0.00874787,0.00014999,0.0357973
ENSG00000147041,HGNC:15589,chrX,11,28.077,0.00705361,0.00874789,0.00114059,0.0191972
ENSG00000092978,HGNC:25499,chr1,21,28.43,0.0250594,0.00875118,0.00338323,0.0157996
ENSG00000169397,HGNC:10046,chr14,,,0.00847202,0.00875538,0.00039018,0.032931
ENSG00000169607,HGNC:26877,chr2,12,31.075,0.00298052,0.00875679,0.0005108,0.0310681
ENSG00000138600,HGNC:30227,chr15,8,27.437,0.00702781,0.00876312,0.00221749,0.0193796
ENSG00000100350,HGNC:26264,chr22,9,25.249,0.00758271,0.00876395,0.0029191,0.0163059
ENSG00000167536,HGNC:28326,chr17,4,9.5988,0.00451286,0.00876799,0.00044423,0.0309148
ENSG00000143632,HGNC:129,chr1,11,14.889,0.157095,0.00877564,0.00082828,0.0220013
ENSG00000198573,HGNC:14331,chrX,1,0.57203,0.00884385,0.00877728,0.00021454,0.035109
ENSG00000123999,HGNC:6065,chr2,5,10.344,0.00999279,0.00877936,0.00137155,0.0223523
ENSG00000137310,HGNC:11629,chr6,6,9.8986,0.0112852,0.00878107,0.0019619,0.0178219
ENSG00000185614,HGNC:32480,chr3,6,9.0345,0.0351451,0.00878123,0.00302364,0.0158852
ENSG00000176209,HGNC:25166,chr8,1,4.4561,0.00721302,0.00878169,0.0015387,0.0245105
ENSG00000148572,HGNC:19692,chr10,7,12.425,0.00656019,0.00878196,0.00062726,0.0295138
ENSG00000142959,HGNC:17106,chr1,12,21.76,0.0128475,0.00878258,0.00168917,0.0205007
ENSG00000165449,HGNC:23520,chr10,7,19.206,0.00472808,0.00879822,0.00127365,0.0240321
ENSG00000222018,HGNC:39602,chr21,4,7.38,0.00908158,0.00879999,5.66609E-05,0.0368991
ENSG00000168394,HGNC:43,chr6,15,35.233,0.0139871,0.00880017,0.00315755,0.0159549
ENSG00000161133,HGNC:20070,chr22,19,23.476,0.00852854,0.00880222,9.47992E-05,0.0366783
ENSG00000179673,HGNC:32422,chr17,0,1.6151,0.00886754,0.00880399,0.00026698,0.0345725
ENSG00000121931,HGNC:30299,chr1,10,24.947,0.00704296,0.00880445,0.00073452,0.0277279
ENSG00000198082,HGNC:22516,chrX,,,0.0094107,0.00880591,0.00011831,0.0364421
ENSG00000105697,HGNC:15598,chr19,3,3.3928,0.024677,0.00880799,0.00160357,0.0221982
ENSG00000086300,HGNC:14974,chr7,14,13.029,0.0174733,0.00880877,0.00357661,0.0162281
ENSG00000134533,HGNC:15980,chr12,9,12.241,0.00739992,0.00881091,0.00214369,0.0199332
ENSG00000176540,HGNC:14702,chr11,4,5.1175,0.0087154,0.00881636,0.00020904,0.0353523
ENSG00000198657,HGNC:8473,chr11,3,5.7922,0.00892953,0.00881691,0.00057916,0.0312842
ENSG00000091947,HGNC:28653,chr17,6,11.285,0.0104898,0.00881907,0.00154482,0.0222522
ENSG00000137804,HGNC:18538,chr15,6,19.883,0.0136421,0.00882145,0.00153389,0.0207935
ENSG00000103034,HGNC:14466,chr16,8,24.947,0.0103227,0.00884433,0.00280934,0.017629
ENSG00000113312,HGNC:12391,chr5,11,16.359,0.0121396,0.00885065,0.00260594,0.0183166
ENSG00000222009,HGNC:27145,chr1,5,15.778,0.0117711,0.00885573,0.00028441,0.0255649
ENSG00000205981,HGNC:30528,chr3,6,9.0297,0.0461023,0.00885664,0.00289586,0.0174267
ENSG00000159840,HGNC:13200,chr7,19,26.827,0.0153779,0.00885805,0.002352,0.0180054
ENSG00000154721,HGNC:14686,chr21,7,18.832,0.0111508,0.00885908,0.00210747,0.0191595
ENSG00000164007,HGNC:2040,chr1,5,9.7112,0.00893249,0.00885996,0.0019805,0.0212969
ENSG00000171517,HGNC:14298,chr1,1,8.0019,0.00546672,0.0088637,0.00126235,0.0267307
ENSG00000105379,HGNC:3482,chr19,5,12.736,0.0112308,0.00886627,0.00225234,0.0196904
ENSG00000119737,HGNC:4526,chr2,9,12.73,0.0157734,0.00886958,0.00354601,0.0163142
ENSG00000134183,HGNC:4394,chr1,11,18.551,0.00878062,0.0088747,0.00237076,0.0189952
ENSG00000144057,HGNC:10861,chr2,7,18.609,0.00664513,0.0088762,0.00145057,0.0220588
ENSG00000172780,HGNC:19983,chr3,1,6.6979,0.00870859,0.00887758,0.00118411,0.0261513
ENSG00000198300,HGNC:8826,chr19,18,52.717,0.00933616,0.00887778,0.00449735,0.0136517
ENSG00000227057,HGNC:13923,chr6,25,36.876,0.0285382,0.00887871,0.00341286,0.0160944
ENSG00000056558,HGNC:12031,chr9,7,17.376,0.0112708,0.00887968,0.00237895,0.018887
ENSG00000134202,HGNC:4635,chr1,12,16.585,0.0132017,0.0088835,0.00314831,0.0172419
ENSG00000173714,HGNC:30916,chr17,7,17.411,0.0063618,0.00888387,0.00127141,0.0226744
ENSG00000187268,HGNC:18405,chrX,8,5.1021,0.00882522,0.0088848,0.00025117,0.0351239
ENSG00000205593,HGNC:32690,chr22,19,33.518,0.0112956,0.00888823,0.00389626,0.015593
ENSG00000170779,HGNC:14625,chr14,2,4.4294,0.00890327,0.00888896,0.0008061,0.029637
ENSG00000006071,HGNC:59,chr11,51,84.216,0.0277326,0.0088933,0.00398132,0.0148071
ENSG00000205581,HGNC:4984,chr21,2,6.9031,0.015945,0.00889515,6.84022E-05,0.0353798
ENSG00000070759,HGNC:11732,chr1,15,28.615,0.0130835,0.00890339,0.00304815,0.0170351
ENSG00000223638,HGNC:16449,chr19,2,2.9899,0.00876986,0.00890822,0.0011581,0.0272226
ENSG00000174307,HGNC:8934,chr1,1,3.4066,0.0106925,0.00891171,0.00054222,0.0303737
ENSG00000099968,HGNC:17164,chr22,7,16.378,0.00628914,0.00891522,0.00095042,0.0247186
ENSG00000167642,HGNC:11247,chr19,7,13.373,0.0134892,0.00892269,0.00250221,0.0192215
ENSG00000205571,HGNC:11118,chr5,1,1.2433,0.00863023,0.00892316,0.00045098,0.0329998
ENSG00000175315,HGNC:2478,chr11,1,4.7495,0.00647738,0.00892334,0.00126844,0.0266248
ENSG00000177663,HGNC:5985,chr22,11,28.827,0.0059119,0.00892589,0.00136374,0.0212845
ENSG00000118596,HGNC:10928,chr12,6,14.314,0.00932979,0.00892875,0.00316255,0.0171292
ENSG00000198851,HGNC:1674,chr11,8,15.631,0.0102292,0.00893114,0.001554,0.0219109
ENSG00000198542,HGNC:6164,chr13,18,27.473,0.00631172,0.00893133,0.00159096,0.0209586
ENSG00000073350,HGNC:6629,chr17,28,53.961,0.00787507,0.0089341,0.00279198,0.0171411
ENSG00000153230,HGNC:15025,chr1,,,0.00885715,0.00894617,0.00013786,0.0368391
ENSG00000008283,HGNC:2571,chr17,2,11.587,0.00521902,0.00895344,0.00174505,0.0242262
ENSG00000234224,HGNC:37279,chr7,2,11.35,0.00896295,0.0089563,0.00126899,0.0267216
ENSG00000076067,HGNC:9909,chr12,14,27.191,0.00686101,0.00896129,0.00203897,0.0199809
ENSG00000233932,HGNC:31109,chr15,2,2.6097,0.0142958,0.00896441,0.00160542,0.0231024
ENSG00000164258,HGNC:7711,chr5,7,11.356,0.0101991,0.00897319,0.00134854,0.0231636
ENSG00000159189,HGNC:1245,chr1,3,7.0777,0.00825059,0.00897438,0.00135942,0.0244328
ENSG00000188517,HGNC:18603,chr4,37,55.497,0.0195593,0.00897799,0.00379349,0.0158218
ENSG00000212658,HGNC:34211,chr17,12,10.509,0.00920052,0.00898451,0.00023335,0.0357891
ENSG00000164619,HGNC:24154,chr7,17,38.454,0.0109984,0.00899097,0.00449382,0.0149023
ENSG00000182851,HGNC:24945,chr8,2,5.7274,0.00680339,0.00899294,0.00033987,0.0341508
ENSG00000179195,HGNC:25406,chr12,5,6.9569,0.167474,0.00899369,0.00119197,0.0186558
ENSG00000147408,HGNC:24290,chr8,21,22.599,0.0139914,0.00899425,0.00411593,0.0156834
ENSG00000183473,HGNC:11332,chr22,7,9.1769,0.0127532,0.00899686,0.00116182,0.0238659
ENSG00000171824,HGNC:9138,chr1,32,58.268,0.0169711,0.00899886,0.00359915,0.0155425
ENSG00000104529,HGNC:3211,chr8,14,26.104,0.00405971,0.00900965,0.0005006,0.0266965
ENSG00000183035,HGNC:2582,chrX,1,12.939,0.00876019,0.0090104,0.0003087,0.0341902
ENSG00000131238,HGNC:9325,chr1,10,19.176,0.0124949,0.00901389,0.00430495,0.0150667
ENSG00000085840,HGNC:8487,chr1,29,44.886,0.00952761,0.0090142,0.00238387,0.0177978
ENSG00000165917,HGNC:9863,chr11,8,19.486,0.010675,0.00901507,0.00216385,0.0200629
ENSG00000172548,HGNC:28018,chr5,7,14.881,0.0135043,0.00901566,0.00206734,0.0201521
ENSG00000184381,HGNC:9039,chr22,21,35.093,0.0138045,0.00901867,0.00400374,0.0155497
ENSG00000167779,HGNC:5475,chr12,4,9.9349,0.0164851,0.00901997,0.00214233,0.0204237
ENSG00000060558,HGNC:4383,chr19,7,18.751,0.00635369,0.00902145,0.0016866,0.0215838
ENSG00000197756,HGNC:10348,chr2,4,5.9746,0.103827,0.00902679,0.00045837,0.0177915
ENSG00000162769,HGNC:24682,chr1,9,23.5,0.0103578,0.00903765,0.00292165,0.0180959
ENSG00000235194,HGNC:14943,chr14,1,3.2481,0.0147746,0.00904138,0.00016793,0.0285338
ENSG00000153006,HGNC:26716,chr5,2,9.1801,0.0104644,0.0090466,0.00098909,0.0245774
ENSG00000169919,HGNC:4696,chr7,18,35.405,0.0120381,0.00904851,0.00375909,0.0156936
ENSG00000166482,HGNC:7035,chr17,4,13.726,0.0112256,0.00905353,0.00264166,0.0186505
ENSG00000163377,HGNC:21591,chr3,6,9.1756,0.00827799,0.00905845,0.00078693,0.0284148
ENSG00000111639,HGNC:14044,chr12,3,6.134,0.00528058,0.00906099,0.00053649,0.0316813
ENSG00000129422,HGNC:29789,chr8,26,51.88,0.0112725,0.00906243,0.00272606,0.0170788
ENSG00000075239,HGNC:93,chr11,14,20.831,0.0121809,0.00906378,0.00351085,0.0171626
ENSG00000128342,HGNC:6596,chr22,1,6.3037,0.0301491,0.00906455,0.00202262,0.0203794
ENSG00000144040,HGNC:16073,chr2,10,22.07,0.0146886,0.00907542,0.0027326,0.0182226
ENSG00000100448,HGNC:2532,chr14,9,11.858,0.0180564,0.00908205,0.0021282,0.0200264
ENSG00000103642,HGNC:16468,chr15,12,19.643,0.0117968,0.00908231,0.00188551,0.0205222
ENSG00000169896,HGNC:6149,chr16,28,60.493,0.00561359,0.00908359,0.002011,0.017731
ENSG00000159239,HGNC:34350,chr2,3,9.6748,0.0267329,0.00908813,0.0001222,0.0293428
ENSG00000110031,HGNC:14061,chr11,12,19.564,0.0084115,0.00909844,0.00262555,0.0196578
ENSG00000124374,HGNC:29200,chr2,5,7.1292,0.0215899,0.00910188,0.0014266,0.0228926
ENSG00000061492,HGNC:12788,chr5,6,15.81,0.0113788,0.00910518,0.00133039,0.0226775
ENSG00000261210,HGNC:34522,chr16,4,5.4177,0.0093263,0.00910902,0.00012973,0.0376738
ENSG00000183783,HGNC:22394,chr4,7,11.757,0.00932072,0.00911763,0.00285604,0.0193143
ENSG00000010292,HGNC:24305,chr12,34,77.788,0.0125186,0.00912092,0.00421917,0.0145743
ENSG00000196993,HGNC:41987,chr16,1,1.2778,0.00936246,0.00912615,0.00015676,0.0374097
ENSG00000155256,HGNC:26559,chr10,17,23.001,0.015373,0.00912653,0.00436242,0.0154368
ENSG00000160124,HGNC:31136,chr3,5,9.2428,0.059844,0.00913067,0.00157616,0.0263921
ENSG00000197364,HGNC:21655,chr1,1,2.63,0.0092891,0.00913549,0.0001402,0.037663
ENSG00000128714,HGNC:5136,chr2,5,11.048,0.0817615,0.00914145,0.00239123,0.0194226
ENSG00000141349,HGNC:24861,chr17,11,17.657,0.0141858,0.00914746,0.00321442,0.0176999
ENSG00000222011,HGNC:22412,chr7,5,15.164,0.00843093,0.009153,0.00168097,0.0252769
ENSG00000136986,HGNC:28454,chr8,9,18.663,0.0092617,0.00915928,0.00221053,0.0200243
ENSG00000130413,HGNC:14568,chr11,13,24.062,0.0120336,0.00917258,0.00385864,0.0166476
ENSG00000188613,HGNC:23044,chr10,0,2.3105,0.00951913,0.00917893,0.00056533,0.0329365
ENSG00000235863,HGNC:919,chr6,5,14.306,0.00913383,0.00918168,0.00280928,0.0206672
ENSG00000173848,HGNC:14592,chr10,14,28.341,0.00872348,0.00918763,0.00197404,0.0193999
ENSG00000205246,HGNC:36809,chr19,4,5.2334,0.00960476,0.00919028,0.00018981,0.0372675
ENSG00000074582,HGNC:1020,chr2,21,24.451,0.0415125,0.00919616,0.00410584,0.0152953
ENSG00000188687,HGNC:18168,chr2,30,54.14,0.019486,0.00919834,0.004055,0.0160385
ENSG00000052723,HGNC:26119,chr1,3,11.031,0.00653621,0.00919964,0.00145727,0.0249432
ENSG00000224870,HGNC:27125,chr1,3,4.0352,0.0180047,0.00920081,0.00032848,0.0318089
ENSG00000171951,HGNC:10575,chr2,11,21.335,0.0200111,0.00920469,0.00032795,0.0249111
ENSG00000172005,HGNC:6817,chr2,0,5.8774,0.00463178,0.00920486,0.00072929,0.0332154
ENSG00000107554,HGNC:30373,chr10,38,69.104,0.00669149,0.00921226,0.0029619,0.0167191
ENSG00000169085,HGNC:28498,chr8,3,9.7559,0.00470321,0.00921236,0.00069769,0.0310811
ENSG00000187714,HGNC:10936,chr10,2,9.8981,0.00912276,0.00922038,0.00072399,0.0316685
ENSG00000063587,HGNC:13069,chrX,7,10.696,0.0296024,0.00922122,0.00053329,0.0235886
ENSG00000187808,HGNC:32960,chrX,0,2.2209,0.00909922,0.00922188,0.00029041,0.0361226
ENSG00000108296,HGNC:25989,chr17,11,23.068,0.0100074,0.00922574,0.00093831,0.0232306
ENSG00000124067,HGNC:10913,chr16,27,54.803,0.00740113,0.00922662,0.00410933,0.0160096
ENSG00000197785,HGNC:25567,chr1,19,33.718,0.00913359,0.00922963,0.00046463,0.0341674
ENSG00000145029,HGNC:18317,chr3,4,10.689,0.00629501,0.00923082,0.00104972,0.0274221
ENSG00000167014,HGNC:28520,chr15,10,12.598,0.00508457,0.00923335,0.00026558,0.0362699
ENSG00000047365,HGNC:16924,chr4,38,88.717,0.00153477,0.00923496,0.00108793,0.0187039
ENSG00000157617,HGNC:1266,chr21,14,32.237,0.00670212,0.00923925,0.00192862,0.0202813
ENSG00000171405,HGNC:30930,chrX,8,6.5647,0.00900504,0.00924005,0.0002411,0.0368236
ENSG00000181634,HGNC:11931,chr9,6,12.457,0.00767419,0.0092433,0.00186163,0.0226351
ENSG00000105011,HGNC:20996,chr19,7,8.4562,0.0112815,0.00924448,0.00175636,0.0230674
ENSG00000183172,HGNC:25055,chr22,1,2.5377,0.0104626,0.00924473,0.00118661,0.0272073
ENSG00000206530,HGNC:25631,chr3,41,94.821,0.00262654,0.00924608,0.00166566,0.0175457
ENSG00000240065,HGNC:9546,chr6,6,12.398,0.0146174,0.00925766,0.00202684,0.0206475
ENSG00000108405,HGNC:8533,chr17,18,22.127,0.0169211,0.00926152,0.00319202,0.0178511
ENSG00000167702,HGNC:29530,chr8,24,40.562,0.00397817,0.009262,0.00098721,0.0214052
ENSG00000135338,HGNC:31923,chr6,13,31.837,0.00650303,0.00926525,0.00198934,0.0190612
ENSG00000182154,HGNC:14492,chr9,0,2.4435,0.00528376,0.00926653,0.00033787,0.0377353
ENSG00000196296,HGNC:811,chr16,30,48.835,0.0179335,0.00926734,0.00454185,0.015206
ENSG00000183484,HGNC:17482,chr14,3,4.7253,0.0125096,0.00926774,0.00308717,0.0192578
ENSG00000108561,HGNC:1243,chr17,11,12.361,0.0278351,0.00926948,0.00206255,0.0207017
ENSG00000075702,HGNC:24502,chr19,47,69.785,0.0223405,0.00927421,0.00437932,0.0154296
ENSG00000134986,HGNC:16834,chr5,4,6.1466,0.0096828,0.00927797,0.00099072,0.029346
ENSG00000104889,HGNC:18518,chr19,6,13.458,0.00676107,0.00928204,0.00141453,0.0251324
ENSG00000135443,HGNC:6462,chr12,13,25.011,0.028818,0.00928243,0.00256473,0.0200636
ENSG00000223569,HGNC:44443,chr4,,,0.00971855,0.00928888,0.00023574,0.0371094
ENSG00000101230,HGNC:16213,chr20,7,18.889,0.0243169,0.00929281,0.00240509,0.0196543
ENSG00000187775,HGNC:2946,chr17,134,206.33,0.00935948,0.00929657,0.00013385,0.038471
ENSG00000131459,HGNC:4242,chr5,20,39.289,0.0206685,0.00929965,0.00443126,0.0155746
ENSG00000134531,HGNC:3333,chr12,1,6.0265,0.00908754,0.00930175,0.00146368,0.0256709
ENSG00000137337,HGNC:21163,chr6,25,64.722,0.00810804,0.00930231,0.00171203,0.0208566
ENSG00000221880,HGNC:16771,chr17,2,5.2928,0.00958426,0.00930336,0.00053692,0.0337409
ENSG00000179938,HGNC:38650,chr15,21,14.937,0.00951505,0.00931567,0.00020251,0.0376621
ENSG00000140006,HGNC:20489,chr14,8,12.139,0.0137271,0.0093195,0.00317532,0.0184041
ENSG00000115641,HGNC:3703,chr2,9,13.886,0.0172086,0.00932148,0.00372944,0.0172741
ENSG00000105655,HGNC:29821,chr19,11,21.76,0.0105613,0.00933411,0.00282686,0.0188757
ENSG00000187516,HGNC:18417,chrX,,,0.00917182,0.00933711,0.00021284,0.0376224
ENSG00000047621,HGNC:1184,chr12,14,32.669,0.0110573,0.00934123,0.00383844,0.0167461
ENSG00000099219,HGNC:23703,chr9,25,39.388,0.0164889,0.00935889,0.00390955,0.0168071
ENSG00000091536,HGNC:7594,chr17,116,169.11,0.0168858,0.00936429,0.0037769,0.0165143
ENSG00000051523,HGNC:2577,chr16,8,8.6531,0.0267119,0.00936491,0.00294755,0.0191468
ENSG00000168484,HGNC:10802,chr8,6,9.4399,0.0306727,0.00936966,0.00210955,0.0205328
ENSG00000124587,HGNC:8859,chr6,15,35.653,0.0100924,0.00938156,0.00359561,0.0173147
ENSG00000175093,HGNC:30630,chr3,6,8.3151,0.0104222,0.00938288,0.00182332,0.0225317
ENSG00000166091,HGNC:19176,chr14,3,7.8531,0.0117152,0.00938367,0.00190339,0.0225668
ENSG00000083937,HGNC:24537,chr3,10,13.952,0.021791,0.00939387,0.00362236,0.0164886
ENSG00000231672,HGNC:17805,chr2,8,4.695,0.00955247,0.00940297,0.00020157,0.0380652
ENSG00000185305,HGNC:25945,chr5,6,9.893,0.0125379,0.00940419,0.00281912,0.0198421
ENSG00000243284,HGNC:32063,chr1,9,18.544,0.0125723,0.00940701,0.00201236,0.0207506
ENSG00000181965,HGNC:7764,chr5,5,4.1618,0.00951637,0.00940857,0.0002803,0.0370719
ENSG00000112769,HGNC:6484,chr6,54,92.778,0.0111657,0.00942098,0.00402503,0.0155998
ENSG00000101680,HGNC:6481,chr18,78,151.6,0.00654615,0.00942648,0.00464974,0.0145935
ENSG00000165606,HGNC:21536,chr10,7,10.81,0.0194785,0.00942958,0.00070407,0.026488
ENSG00000157796,HGNC:18340,chr4,31,74.616,0.00296326,0.00943453,0.00208955,0.0178567
ENSG00000106804,HGNC:1331,chr9,54,97.482,0.00888696,0.0094352,0.0044161,0.0152678
ENSG00000070886,HGNC:3391,chr1,24,47.431,0.0138354,0.00943784,0.0025173,0.018308
ENSG00000171402,HGNC:14618,chrX,2,4.7369,0.00911425,0.00944236,0.00024692,0.0379489
ENSG00000089685,HGNC:593,chr17,3,7.429,0.0053873,0.00944498,0.00065558,0.0337458
ENSG00000188626,HGNC:44404,chr15,19,18.452,0.0091643,0.00945326,0.00015165,0.0389515
ENSG00000205021,HGNC:10628,chr17,1,1.5645,0.00935442,0.00945494,0.00025914,0.0375459
ENSG00000168350,HGNC:20113,chr14,7,10.819,0.00951052,0.00945716,0.00268726,0.0209931
ENSG00000205420,HGNC:6443,chr12,10,20.128,0.00922087,0.00946037,0.00046306,0.0351734
ENSG00000168002,HGNC:9194,chr11,10,11.899,0.0863197,0.00946136,0.00126096,0.0229219
ENSG00000177504,HGNC:18158,chrX,1,0.17619,0.00905685,0.00946164,0.00022877,0.0379695
ENSG00000198223,HGNC:2435,chrX,18,23.859,0.0223018,0.00947394,0.00093751,0.0228529
ENSG00000007171,HGNC:7873,chr17,33,58.437,0.0142117,0.00947773,0.00408959,0.0167745
ENSG00000226907,HGNC:33271,chrX,0,0.22407,0.00961742,0.00947856,0.00024407,0.0378454
ENSG00000027697,HGNC:5439,chr6,6,16.921,0.0099029,0.00949615,0.00231245,0.0221084
ENSG00000162604,HGNC:24142,chr1,8,12.94,0.0250914,0.00950094,0.00023781,0.0293079
ENSG00000122420,HGNC:9600,chr1,4,12.144,0.00880887,0.00951072,0.00278806,0.0202672
ENSG00000167291,HGNC:28356,chr17,16,31.537,0.0100193,0.0095157,0.00371344,0.017485
ENSG00000146828,HGNC:17435,chr7,26,31.132,0.0282224,0.00952504,0.00426053,0.0162593
ENSG00000179562,HGNC:19095,chr7,14,27.355,0.0257132,0.00953002,0.002399,0.0191365
ENSG00000206043,HGNC:40037,chr18,13,27.079,0.0150241,0.00953074,0.00072554,0.0259344
ENSG00000177556,HGNC:798,chr5,0,2.7413,0.00764455,0.00953185,0.00103473,0.030895
ENSG00000259680,HGNC:55105,chr16,8,5.6054,0.0097294,0.00953243,0.0002027,0.0386306
ENSG00000177570,HGNC:31750,chr8,6,10.371,0.00387009,0.00953553,0.00082366,0.028765
ENSG00000140598,HGNC:25789,chr15,23,58.082,0.00885978,0.00953608,0.00295792,0.0190909
ENSG00000011600,HGNC:12449,chr19,2,6.8381,0.0126275,0.0095362,0.00071249,0.0347298
ENSG00000146376,HGNC:21035,chr6,24,39.284,0.00815444,0.00953725,0.0030918,0.0187157
ENSG00000189064,HGNC:4099,chrX,1,1.1947,0.00960571,0.00954309,0.00023954,0.0381917
ENSG00000137168,HGNC:9260,chr6,3,9.5481,0.0154094,0.00954804,0.00281421,0.0198435
ENSG00000065882,HGNC:11578,chr4,31,59.861,0.00903938,0.00955157,0.00330788,0.0170999
ENSG00000053918,HGNC:6294,chr11,17,31.333,0.0209013,0.00955605,0.00410665,0.0166241
ENSG00000186889,HGNC:26623,chr2,4,7.2245,0.0087286,0.00956328,0.00204367,0.024023
ENSG00000157181,HGNC:24299,chr1,14,23.073,0.00574778,0.00956449,0.00176761,0.0229162
ENSG00000215274,HGNC:30968,chrX,4,4.047,0.00940904,0.00956644,0.00022679,0.0384635
ENSG00000166106,HGNC:16305,chr11,15,32.122,0.00513286,0.00956771,0.00180957,0.0211788
ENSG00000229292,HGNC:45147,chr19,1,2.9977,0.00945611,0.00957507,0.00089823,0.0316972
ENSG00000163913,HGNC:13556,chr3,49,72.501,0.0237355,0.0095765,0.00287069,0.0180507
ENSG00000196449,HGNC:28905,chr1,5,7.9041,0.0138035,0.00957706,0.00182911,0.0235722
ENSG00000170948,HGNC:15774,chr19,,,0.00954513,0.00958084,0.00078187,0.0326618
ENSG00000138111,HGNC:26196,chr10,6,20.11,0.00387284,0.00958096,0.00106761,0.0276037
ENSG00000130772,HGNC:25944,chr1,6,6.7302,0.0372594,0.00958303,0.00292198,0.0197916
ENSG00000169385,HGNC:10045,chr14,,,0.00935678,0.00958576,0.00082904,0.0322916
ENSG00000121594,HGNC:1700,chr3,5,11.647,0.0087689,0.00958847,0.00108669,0.0277668
ENSG00000105771,HGNC:25763,chr19,23,29.671,0.0283819,0.0095888,0.00449449,0.0160126
ENSG00000142279,HGNC:20964,chr19,9,15.768,0.0223864,0.00958981,0.00117704,0.0229443
ENSG00000132376,HGNC:33882,chr17,11,23.147,0.0110364,0.00959072,0.00355519,0.018305
ENSG00000164366,HGNC:30520,chr5,7,12.278,0.0174422,0.00959255,0.00322899,0.017634
ENSG00000134184,HGNC:4632,chr1,6,11.695,0.00966794,0.00959647,0.00036816,0.0368276
ENSG00000153485,HGNC:20218,chr14,4,6.5763,0.0165894,0.00959659,0.00225313,0.0221474
ENSG00000206344,HGNC:27366,chr6,2,1.8572,0.00790739,0.00959669,0.00023765,0.0394005
ENSG00000119535,HGNC:2439,chr1,23,42.53,0.0147967,0.00959733,0.00400362,0.0162134
ENSG00000135213,HGNC:34005,chr7,18,25.512,0.00915847,0.00960077,0.00013725,0.0398076
ENSG00000173431,HGNC:19277,chr14,,,0.00929865,0.00960253,0.00055473,0.034832
ENSG00000145390,HGNC:29255,chr4,29,50.75,0.0100249,0.00960922,0.0026052,0.0178243
ENSG00000179840,HGNC:32346,chr1,2,2.3022,0.0152717,0.00962156,0.00025839,0.0367466
ENSG00000104998,HGNC:17290,chr19,24,37.365,0.00961741,0.00962399,0.00306061,0.0186177
ENSG00000187145,HGNC:14046,chr1,2,3.7272,0.00794251,0.00962438,0.00042145,0.0352172
ENSG00000143486,HGNC:6583,chr1,20,36.49,0.0190411,0.00962727,0.00370049,0.0174046
ENSG00000149575,HGNC:10589,chr11,5,7.4329,0.0161082,0.0096347,0.00301443,0.0201949
ENSG00000156500,HGNC:25202,chrX,6,7.1493,0.00767451,0.00965135,0.00030445,0.0352044
ENSG00000123349,HGNC:8869,chr12,6,8.882,0.0120655,0.00965548,0.00120471,0.0268954
ENSG00000185928,HGNC:28707,chr16,1,8.816,0.00892857,0.00966062,0.00045583,0.0290015
ENSG00000148606,HGNC:30074,chr10,47,68.447,0.0340954,0.00966172,0.00501653,0.0151951
ENSG00000205441,HGNC:22970,chr21,9,11.883,0.00969808,0.00966221,0.00017435,0.0395945
ENSG00000175097,HGNC:9832,chr11,5,13.274,0.024622,0.00966736,0.00213847,0.0215247
ENSG00000125414,HGNC:7572,chr17,53,97.119,0.0882318,0.00966912,0.00347873,0.0163966
ENSG00000099875,HGNC:7111,chr19,12,24.595,0.039538,0.00967507,0.0033785,0.0187584
ENSG00000103740,HGNC:29567,chr15,14,36.178,0.0078216,0.00967996,0.00308401,0.0193963
ENSG00000214046,HGNC:28419,chr19,4,5.8683,0.0127634,0.00968027,0.00049386,0.0332673
ENSG00000152683,HGNC:19305,chr2,18,30.757,0.0050269,0.00968246,0.00225919,0.0208466
ENSG00000105664,HGNC:2227,chr19,21,39.539,0.0325244,0.00968787,0.00433976,0.0163647
ENSG00000266173,HGNC:30172,chr17,13,25.968,0.0209986,0.00969063,0.0036274,0.0176705
ENSG00000109083,HGNC:30989,chr17,3,9.081,0.00568366,0.00969376,0.00045532,0.0355814
ENSG00000219200,HGNC:33911,chr17,1,6.0926,0.00681534,0.00969726,0.00073982,0.0334611
ENSG00000168769,HGNC:25941,chr4,76,66.67,0.149935,0.00971794,0.00536775,0.0149163
