contig	original_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
200189_HG03041.pat	GYPA	GYPA	409229	440634	-	normal	NM_002099.8	GYPA
200190_HG03041.mat	GYPE	GYPE	170656	205408	-	normal	NM_198682.3	GYPE
200190_HG03041.mat	GYPB	GYPB	295086	319274	-	normal	NM_002100.6	GYPB
200190_HG03041.mat	GYPA	GYPA	409213	440622	-	normal	NM_002099.8	GYPA
200191_HG03050.pat	GYPE	GYPE	170468	205221	-	normal	NM_198682.3	GYPE
200191_HG03050.pat	GYPB	GYPB	294891	319079	-	normal	NM_002100.6	GYPB
200191_HG03050.pat	GYPA	GYPA	408983	440392	-	normal	NM_002099.8	GYPA
200192_HG03050.mat	GYPE	GYPE	170557	205361	-	gene_conversion	NM_198682.3	GYPE:188263-205361:1.00:0.33,GYPA:185444-188262:1.00:0.03,GYPE:170557-185443:1.00:0.21
200192_HG03050.mat	GYPB	GYPB	295062	319249	-	normal	NM_002100.6	GYPB
200192_HG03050.mat	GYPA	GYPA	409176	440590	-	normal	NM_002099.8	GYPA
200193_HG03098.pat	GYPE	GYPE	170565	205411	-	normal	NM_198682.3	GYPE
200193_HG03098.pat	GYPB	GYPB	295086	319272	-	normal	NM_002100.6	GYPB
200193_HG03098.pat	GYPA	GYPA	409198	440598	-	normal	NM_002099.8	GYPA
200194_HG03098.mat	GYPE	GYPE	170642	205439	-	normal	NM_198682.3	GYPE
200194_HG03098.mat	GYPB	GYPB	295128	319315	-	normal	NM_002100.6	GYPB
200194_HG03098.mat	GYPA	GYPA	409230	440635	-	normal	NM_002099.8	GYPA
200195_HG03239.pat	GYPE	GYPE	170596	205449	-	normal	NM_198682.3	GYPE
200195_HG03239.pat	GYPB	GYPB	295117	319304	-	normal	NM_002100.6	GYPB
200195_HG03239.pat	GYPA	GYPA	409206	440597	-	normal	NM_002099.8	GYPA
200196_HG03239.mat	GYPE	GYPE	170745	205415	-	normal	NM_198682.3	GYPE
200196_HG03239.mat	GYPB	GYPB	295064	319251	-	normal	NM_002100.6	GYPB
200196_HG03239.mat	GYPA	GYPA	409154	440558	-	normal	NM_002099.8	GYPA
200197_HG03453.pat	GYPE	GYPE	170613	205307	-	gene_conversion	NM_198682.3	GYPE:188206-205307:0.99:0.32,GYPA:185387-188205:1.00:0.03,GYPE:170613-185386:1.00:0.21
200197_HG03453.pat	GYPB	GYPB	294945	319136	-	normal	NM_002100.6	GYPB
200197_HG03453.pat	GYPA	GYPA	409060	440471	-	normal	NM_002099.8	GYPA
200198_HG03453.mat	GYPE	GYPE	170554	205262	-	normal	NM_198682.3	GYPE
200198_HG03453.mat	GYPB	GYPB	294938	319126	-	normal	NM_002100.6	GYPB
200198_HG03453.mat	GYPA	GYPA	409059	440461	-	normal	NM_002099.8	GYPA
200199_HG03486.pat	GYPE	GYPE	170550	205396	-	normal	NM_198682.3	GYPE
200199_HG03486.pat	GYPB	GYPB	295082	319269	-	normal	NM_002100.6	GYPB
200199_HG03486.pat	GYPA	GYPA	409512	440917	-	normal	NM_002099.8	GYPA
200200_HG03486.mat	GYPE	GYPE	170603	205298	-	gene_conversion	NM_198682.3	GYPE:188196-205298:0.99:0.32,GYPA:185377-188195:1.00:0.03,GYPE:170603-185376:1.00:0.21
200200_HG03486.mat	GYPB	GYPB	294933	319114	-	normal	NM_002100.6	GYPB
200200_HG03486.mat	GYPA	GYPA	409091	440496	-	normal	NM_002099.8	GYPA
200201_HG03540.pat	GYPE	GYPE	170558	205530	-	gene_conversion	NM_198682.3	GYPE:188431-205530:0.99:0.32,GYPA:185612-188430:1.00:0.03,GYPE:170558-185611:0.99:0.21
200201_HG03540.pat	GYPB	GYPB	295164	319351	-	normal	NM_002100.6	GYPB
200201_HG03540.pat	GYPA	GYPA	409257	440666	-	normal	NM_002099.8	GYPA
200202_HG03540.mat	GYPE	GYPE	170578	205271	-	gene_conversion	NM_198682.3	GYPE:188170-205271:0.99:0.32,GYPA:185351-188169:1.00:0.03,GYPE:170578-185350:1.00:0.21
200202_HG03540.mat	GYPB	GYPB	294912	319104	-	normal	NM_002100.6	GYPB
200202_HG03540.mat	GYPA	GYPA	409070	440481	-	normal	NM_002099.8	GYPA
200203_HG03579.pat	GYPE	GYPE	170614	205308	-	gene_conversion	NM_198682.3	GYPE:188207-205308:0.99:0.32,GYPA:185388-188206:1.00:0.03,GYPE:170614-185387:1.00:0.21
200203_HG03579.pat	GYPB	GYPB	294942	319133	-	normal	NM_002100.6	GYPB
200203_HG03579.pat	GYPA	GYPA	409066	440476	-	normal	NM_002099.8	GYPA
200204_HG03579.mat	GYPE	GYPE	170658	205411	-	normal	NM_198682.3	GYPE
200204_HG03579.mat	GYPB	GYPB	295093	319281	-	normal	NM_002100.6	GYPB
200204_HG03579.mat	GYPA	GYPA	409212	440614	-	normal	NM_002099.8	GYPA
200205_HG03654.pat	GYPE	GYPE	170582	205333	-	normal	NM_198682.3	GYPE
200205_HG03654.pat	GYPB	GYPB	295000	319188	-	normal	NM_002100.6	GYPB
200205_HG03654.pat	GYPA	GYPA	409113	440499	-	normal	NM_002099.8	GYPA
200206_HG03654.mat	GYPE	GYPE	170733	205403	-	normal	NM_198682.3	GYPE
200206_HG03654.mat	GYPB	GYPB	295055	319242	-	normal	NM_002100.6	GYPB
200206_HG03654.mat	GYPA	GYPA	409155	440541	-	normal	NM_002099.8	GYPA
200207_HG03669.pat	GYPE	GYPE	170577	205424	-	normal	NM_198682.3	GYPE
200207_HG03669.pat	GYPB	GYPB	295105	319295	-	normal	NM_002100.6	GYPB
200207_HG03669.pat	GYPA	GYPA	409207	440609	-	normal	NM_002099.8	GYPA
200208_HG03669.mat	GYPE	GYPE	170550	205396	-	normal	NM_198682.3	GYPE
200208_HG03669.mat	GYPB	GYPB	295058	319248	-	normal	NM_002100.6	GYPB
200208_HG03669.mat	GYPA	GYPA	409167	440553	-	normal	NM_002099.8	GYPA
200209_HG03688.pat	GYPE	GYPE	170726	205396	-	normal	NM_198682.3	GYPE
200209_HG03688.pat	GYPB	GYPB	295039	319227	-	normal	NM_002100.6	GYPB
200209_HG03688.pat	GYPA	GYPA	409132	440540	-	normal	NM_002099.8	GYPA
200210_HG03688.mat	GYPE	GYPE	170589	205435	-	normal	NM_198682.3	GYPE
200210_HG03688.mat	GYPB	GYPB	295122	319303	-	normal	NM_002100.6	GYPB
200210_HG03688.mat	GYPA	GYPA	409230	440633	-	normal	NM_002099.8	GYPA
200211_HG03704.pat	GYPE	GYPE	170566	205373	-	normal	NM_198682.3	GYPE
200211_HG03704.pat	GYPB	GYPB	295057	319246	-	normal	NM_002100.6	GYPB
200211_HG03704.pat	GYPA	GYPA	409170	440573	-	normal	NM_002099.8	GYPA
200212_HG03704.mat	GYPE	GYPE	170596	205442	-	normal	NM_198682.3	GYPE
200212_HG03704.mat	GYPB	GYPB	295133	319314	-	normal	NM_002100.6	GYPB
200212_HG03704.mat	GYPA	GYPA	409245	440631	-	normal	NM_002099.8	GYPA
200213_HG03710.pat	GYPE	GYPE	170717	205387	-	normal	NM_198682.3	GYPE
200213_HG03710.pat	GYPB	GYPB	295029	319217	-	normal	NM_002100.6	GYPB
200213_HG03710.pat	GYPA	GYPA	409127	440530	-	normal	NM_002099.8	GYPA
200214_HG03710.mat	GYPE	GYPE	170568	205421	-	normal	NM_198682.3	GYPE
200214_HG03710.mat	GYPB	GYPB	295090	319278	-	normal	NM_002100.6	GYPB
200214_HG03710.mat	GYPA	GYPA	409188	440592	-	normal	NM_002099.8	GYPA
200215_HG03804.pat	GYPE	GYPE	170728	205398	-	normal	NM_198682.3	GYPE
200215_HG03804.pat	GYPB	GYPB	295046	319234	-	normal	NM_002100.6	GYPB
200215_HG03804.pat	GYPA	GYPA	409133	440519	-	normal	NM_002099.8	GYPA
200216_HG03804.mat	GYPE	GYPE	170584	205437	-	normal	NM_198682.3	GYPE
200216_HG03804.mat	GYPB	GYPB	295064	319252	-	normal	NM_002100.6	GYPB
200216_HG03804.mat	GYPA	GYPA	409158	440568	-	normal	NM_002099.8	GYPA
200217_HG03816.pat	GYPE	GYPE	170583	205360	-	normal	NM_198682.3	GYPE
200217_HG03816.pat	GYPB	GYPB	295029	319221	-	normal	NM_002100.6	GYPB
200217_HG03816.pat	GYPA	GYPA	409134	440520	-	normal	NM_002099.8	GYPA
200218_HG03816.mat	GYPE	GYPE	170578	205460	-	normal	NM_198682.3	GYPE
200218_HG03816.mat	GYPB	GYPB	295129	319319	-	normal	NM_002100.6	GYPB
200218_HG03816.mat	GYPA	GYPA	409232	440640	-	normal	NM_002099.8	GYPA
200219_HG03831.pat	GYPE	GYPE	170725	205395	-	normal	NM_198682.3	GYPE
200219_HG03831.pat	GYPB	GYPB	295038	319226	-	normal	NM_002100.6	GYPB
200219_HG03831.pat	GYPA	GYPA	409138	440541	-	normal	NM_002099.8	GYPA
200220_HG03831.mat	GYPE	GYPE	170587	205338	-	normal	NM_198682.3	GYPE
200220_HG03831.mat	GYPB	GYPB	294996	319184	-	normal	NM_002100.6	GYPB
200220_HG03831.mat	GYPA	GYPA	409092	440479	-	normal	NM_002099.8	GYPA
200221_HG03834.pat	GYPE	GYPE	170740	205410	-	normal	NM_198682.3	GYPE
200221_HG03834.pat	GYPB	GYPB	295052	319240	-	normal	NM_002100.6	GYPB
200221_HG03834.pat	GYPA	GYPA	409146	440559	-	normal	NM_002099.8	GYPA
200222_HG03834.mat	GYPE	GYPE	170583	205429	-	normal	NM_198682.3	GYPE
200222_HG03834.mat	GYPB	GYPB	295120	319310	-	normal	NM_002100.6	GYPB
200222_HG03834.mat	GYPA	GYPA	409235	440626	-	normal	NM_002099.8	GYPA
200223_HG03927.pat	GYPE	GYPE	170743	205413	-	normal	NM_198682.3	GYPE
200223_HG03927.pat	GYPB	GYPB	295065	319252	-	normal	NM_002100.6	GYPB
200223_HG03927.pat	GYPA	GYPA	409157	440560	-	normal	NM_002099.8	GYPA
200224_HG03927.mat	GYPE	GYPE	170735	205404	-	normal	NM_198682.3	GYPE
200224_HG03927.mat	GYPB	GYPB	295060	319247	-	normal	NM_002100.6	GYPB
200224_HG03927.mat	GYPA	GYPA	409144	440530	-	normal	NM_002099.8	GYPA
200225_HG03942.pat	GYPE	GYPE	170748	205417	-	normal	NM_198682.3	GYPE
200225_HG03942.pat	GYPB	GYPB	295055	319242	-	normal	NM_002100.6	GYPB
200225_HG03942.pat	GYPA	GYPA	409156	440542	-	normal	NM_002099.8	GYPA
200226_HG03942.mat	GYPE	GYPE	170736	205406	-	normal	NM_198682.3	GYPE
200226_HG03942.mat	GYPB	GYPB	295074	319261	-	normal	NM_002100.6	GYPB
200226_HG03942.mat	GYPA	GYPA	409162	440565	-	normal	NM_002099.8	GYPA
200227_HG04115.pat	GYPE	GYPE	170592	205438	-	normal	NM_198682.3	GYPE
200227_HG04115.pat	GYPB	GYPB	295110	319297	-	normal	NM_002100.6	GYPB
200227_HG04115.pat	GYPA	GYPA	409199	440601	-	normal	NM_002099.8	GYPA
200228_HG04115.mat	GYPE	GYPE	170597	205443	-	normal	NM_198682.3	GYPE
200228_HG04115.mat	GYPB	GYPB	295131	319321	-	normal	NM_002100.6	GYPB
200228_HG04115.mat	GYPA	GYPA	409248	440639	-	normal	NM_002099.8	GYPA
200229_HG04157.pat	GYPE	GYPE	170569	205415	-	normal	NM_198682.3	GYPE
200229_HG04157.pat	GYPB	GYPB	295106	319298	-	normal	NM_002100.6	GYPB
200229_HG04157.pat	GYPA	GYPA	409212	440603	-	normal	NM_002099.8	GYPA
200230_HG04157.mat	GYPE	GYPE	170731	205401	-	normal	NM_198682.3	GYPE
200230_HG04157.mat	GYPB	GYPB	295045	319232	-	normal	NM_002100.6	GYPB
200230_HG04157.mat	GYPA	GYPA	409128	440531	-	normal	NM_002099.8	GYPA
200231_HG04160.pat	GYPE	GYPE	170599	205349	-	normal	NM_198682.3	GYPE
200231_HG04160.pat	GYPB	GYPB	295005	319193	-	normal	NM_002100.6	GYPB
200231_HG04160.pat	GYPA	GYPA	409121	440524	-	normal	NM_002099.8	GYPA
200232_HG04160.mat	GYPE	GYPE	170747	205417	-	normal	NM_198682.3	GYPE
200232_HG04160.mat	GYPB	GYPB	295074	319263	-	normal	NM_002100.6	GYPB
200232_HG04160.mat	GYPA	GYPA	409179	440565	-	normal	NM_002099.8	GYPA
200233_HG04184.pat	GYPE	GYPE	170732	205402	-	normal	NM_198682.3	GYPE
200233_HG04184.pat	GYPB	GYPB	295062	319249	-	normal	NM_002100.6	GYPB
200233_HG04184.pat	GYPA	GYPA	409145	440548	-	normal	NM_002099.8	GYPA
200234_HG04184.mat	GYPE	GYPE	170742	205412	-	normal	NM_198682.3	GYPE
200234_HG04184.mat	GYPB	GYPB	295051	319238	-	normal	NM_002100.6	GYPB
200234_HG04184.mat	GYPA	GYPA	409154	440569	-	normal	NM_002099.8	GYPA
200235_HG04187.pat	GYPE	GYPE	170596	205346	-	normal	NM_198682.3	GYPE
200235_HG04187.pat	GYPB	GYPB	295020	319208	-	normal	NM_002100.6	GYPB
200235_HG04187.pat	GYPA	GYPA	409128	440531	-	normal	NM_002099.8	GYPA
200236_HG04187.mat	GYPE	GYPE	170573	205323	-	normal	NM_198682.3	GYPE
200236_HG04187.mat	GYPB	GYPB	294991	319179	-	normal	NM_002100.6	GYPB
200236_HG04187.mat	GYPA	GYPA	409097	440483	-	normal	NM_002099.8	GYPA
200237_HG04199.pat	GYPE	GYPE	170566	205317	-	normal	NM_198682.3	GYPE
200237_HG04199.pat	GYPB	GYPB	295002	319190	-	normal	NM_002100.6	GYPB
200237_HG04199.pat	GYPA	GYPA	409110	440496	-	normal	NM_002099.8	GYPA
200238_HG04199.mat	GYPE	GYPE	170590	205436	-	normal	NM_198682.3	GYPE
200238_HG04199.mat	GYPB	GYPB	295117	319298	-	normal	NM_002100.6	GYPB
200238_HG04199.mat	GYPA	GYPA	409224	440627	-	normal	NM_002099.8	GYPA
200239_HG04204.pat	GYPE	GYPE	170735	205405	-	normal	NM_198682.3	GYPE
200239_HG04204.pat	GYPB	GYPB	295053	319241	-	normal	NM_002100.6	GYPB
200239_HG04204.pat	GYPA	GYPA	409134	440537	-	normal	NM_002099.8	GYPA
200240_HG04204.mat	GYPE	GYPE	170577	205389	-	normal	NM_198682.3	GYPE
200240_HG04204.mat	GYPB	GYPB	295044	319234	-	normal	NM_002100.6	GYPB
200240_HG04204.mat	GYPA	GYPA	409148	440536	-	normal	NM_002099.8	GYPA
200241_HG04228.pat	GYPE	GYPE	170779	205449	-	normal	NM_198682.3	GYPE
200241_HG04228.pat	GYPB	GYPB	295110	319300	-	normal	NM_002100.6	GYPB
200241_HG04228.pat	GYPA	GYPA	409223	440621	-	normal	NM_002099.8	GYPA
200242_HG04228.mat	GYPE	GYPE	170589	205436	-	normal	NM_198682.3	GYPE
200242_HG04228.mat	GYPB	GYPB	295069	319256	-	normal	NM_002100.6	GYPB
200242_HG04228.mat	GYPA	GYPA	409151	440557	-	normal	NM_002099.8	GYPA
200243_NA18906.pat	GYPE	GYPE	170585	205281	-	gene_conversion	NM_198682.3	GYPE:188179-205281:0.99:0.32,GYPA:185360-188178:1.00:0.03,GYPE:170585-185359:1.00:0.21
200243_NA18906.pat	GYPB	GYPB	294928	319120	-	normal	NM_002100.6	GYPB
200243_NA18906.pat	GYPA	GYPA	409076	440492	-	normal	NM_002099.8	GYPA
200244_NA18906.mat	GYPE	GYPE	170647	205400	-	normal	NM_198682.3	GYPE
200244_NA18906.mat	GYPB	GYPB	295062	319250	-	normal	NM_002100.6	GYPB
200244_NA18906.mat	GYPA	GYPA	409179	440583	-	normal	NM_002099.8	GYPA
200245_NA19240.pat	GYPE	GYPE	170651	205404	-	normal	NM_198682.3	GYPE
200245_NA19240.pat	GYPB	GYPB	295080	319268	-	normal	NM_002100.6	GYPB
200245_NA19240.pat	GYPA	GYPA	409195	440604	-	normal	NM_002099.8	GYPA
200246_NA19240.mat	GYPE	GYPE	170657	205410	-	normal	NM_198682.3	GYPE
200246_NA19240.mat	GYPB	GYPB	295086	319274	-	normal	NM_002100.6	GYPB
200246_NA19240.mat	GYPA	GYPA	409195	440594	-	normal	NM_002099.8	GYPA
200247_NA20129.pat	GYPE	GYPE	170612	205306	-	gene_conversion	NM_198682.3	GYPE:188205-205306:0.99:0.32,GYPA:185386-188204:1.00:0.03,GYPE:170612-185385:1.00:0.21
200247_NA20129.pat	GYPB	GYPB	294952	319143	-	normal	NM_002100.6	GYPB
200247_NA20129.pat	GYPA	GYPA	409071	440482	-	normal	NM_002099.8	GYPA
200248_NA20129.mat	GYPE	GYPE	170630	205418	-	normal	NM_198682.3	GYPE
200248_NA20129.mat	GYPB	GYPB	295088	319276	-	normal	NM_002100.6	GYPB
200248_NA20129.mat	GYPA	GYPA	409195	440595	-	normal	NM_002099.8	GYPA
200249_NA21309.pat	GYPE	GYPE	170629	205426	-	normal	NM_198682.3	GYPE
200249_NA21309.pat	GYPB	GYPB	295112	319299	-	normal	NM_002100.6	GYPB
200249_NA21309.pat	GYPA	GYPA	409224	440611	-	normal	NM_002099.8	GYPA
200250_NA21309.mat	GYPE	GYPE	170609	205406	-	normal	NM_198682.3	GYPE
200250_NA21309.mat	GYPB	GYPB	295079	319266	-	normal	NM_002100.6	GYPB
200250_NA21309.mat	GYPA	GYPA	409186	440595	-	normal	NM_002099.8	GYPA
200251_HG01978.pat	GYPE	GYPE	170578	205425	-	normal	NM_198682.3	GYPE
200251_HG01978.pat	GYPB	GYPB	295092	319282	-	normal	NM_002100.6	GYPB
200251_HG01978.pat	GYPA	GYPA	409180	440583	-	normal	NM_002099.8	GYPA
200252_HG01978.mat	GYPE	GYPE	170575	205421	-	normal	NM_198682.3	GYPE
200252_HG01978.mat	GYPB	GYPB	295104	319294	-	normal	NM_002100.6	GYPB
200252_HG01978.mat	GYPA	GYPA	409205	440609	-	normal	NM_002099.8	GYPA
200253_HG02257.pat	GYPE	GYPE	170553	205399	-	normal	NM_198682.3	GYPE
200253_HG02257.pat	GYPB	GYPB	295088	319278	-	normal	NM_002100.6	GYPB
200253_HG02257.pat	GYPA	GYPA	409193	440596	-	normal	NM_002099.8	GYPA
200254_HG02257.mat	GYPE	GYPE	170579	205391	-	normal	NM_198682.3	GYPE
200254_HG02257.mat	GYPB	GYPB	295069	319255	-	normal	NM_002100.6	GYPB
200254_HG02257.mat	GYPA	GYPA	409166	440551	-	normal	NM_002099.8	GYPA
200255_HG03516.pat	GYPE	GYPE	170576	205327	-	normal	NM_198682.3	GYPE
200255_HG03516.pat	GYPB	GYPB	295004	319192	-	normal	NM_002100.6	GYPB
200255_HG03516.pat	GYPA	GYPA	409091	440493	-	normal	NM_002099.8	GYPA
200256_HG03516.mat	GYPE	GYPE	170596	205290	-	gene_conversion	NM_198682.3	GYPE:188189-205290:0.99:0.32,GYPA:185370-188188:1.00:0.03,GYPE:170596-185369:1.00:0.21
200256_HG03516.mat	GYPB	GYPB	294918	319110	-	normal	NM_002100.6	GYPB
200256_HG03516.mat	GYPA	GYPA	409075	440486	-	normal	NM_002099.8	GYPA
200257_HG00097.hap1	GYPE	GYPE	170740	205410	-	normal	NM_198682.3	GYPE
200257_HG00097.hap1	GYPB	GYPB	295053	319240	-	normal	NM_002100.6	GYPB
200257_HG00097.hap1	GYPA	GYPA	409141	440538	-	normal	NM_002099.8	GYPA
200258_HG00097.hap2	GYPE	GYPE	170563	205403	-	normal	NM_198682.3	GYPE
200258_HG00097.hap2	GYPB	GYPB	295083	319273	-	normal	NM_002100.6	GYPB
200258_HG00097.hap2	GYPA	GYPA	409190	440576	-	normal	NM_002099.8	GYPA
200259_HG00099.hap1	GYPE	GYPE	170587	205433	-	normal	NM_198682.3	GYPE
200259_HG00099.hap1	GYPB	GYPB	295108	319292	-	normal	NM_002100.6	GYPB
200259_HG00099.hap1	GYPA	GYPA	409222	440625	-	normal	NM_002099.8	GYPA
200260_HG00099.hap2	GYPE	GYPE	189110	223780	-	normal	NM_198682.3	GYPE
200260_HG00099.hap2	GYPB	GYPB	313432	337618	-	normal	NM_002100.6	GYPB
200260_HG00099.hap2	GYPA	GYPA	427523	458926	-	normal	NM_002099.8	GYPA
200261_HG00126.hap1	GYPE	GYPE	170735	205403	-	normal	NM_198682.3	GYPE
200261_HG00126.hap1	GYPB	GYPB	295051	319237	-	normal	NM_002100.6	GYPB
200261_HG00126.hap1	GYPA	GYPA	409144	440552	-	normal	NM_002099.8	GYPA
200262_HG00126.hap2	GYPE	GYPE	170726	205396	-	normal	NM_198682.3	GYPE
200262_HG00126.hap2	GYPB	GYPB	295042	319229	-	normal	NM_002100.6	GYPB
200262_HG00126.hap2	GYPA	GYPA	409130	440528	-	normal	NM_002099.8	GYPA
200263_HG00128.hap1	GYPE	GYPE	170712	205382	-	normal	NM_198682.3	GYPE
200263_HG00128.hap1	GYPB	GYPB	295025	319213	-	normal	NM_002100.6	GYPB
200263_HG00128.hap1	GYPA	GYPA	409107	440511	-	normal	NM_002099.8	GYPA
200264_HG00128.hap2	GYPE	GYPE	170580	205426	-	normal	NM_198682.3	GYPE
200264_HG00128.hap2	GYPB	GYPB	295101	319285	-	normal	NM_002100.6	GYPB
200264_HG00128.hap2	GYPA	GYPA	409203	440589	-	normal	NM_002099.8	GYPA
200265_HG00133.hap1	GYPE	GYPE	170584	205430	-	normal	NM_198682.3	GYPE
200265_HG00133.hap1	GYPB	GYPB	295109	319293	-	normal	NM_002100.6	GYPB
200265_HG00133.hap1	GYPA	GYPA	409198	440584	-	normal	NM_002099.8	GYPA
200266_HG00133.hap2	GYPE	GYPE	170733	205403	-	normal	NM_198682.3	GYPE
200266_HG00133.hap2	GYPB	GYPB	295050	319237	-	normal	NM_002100.6	GYPB
200266_HG00133.hap2	GYPA	GYPA	409142	440545	-	normal	NM_002099.8	GYPA
200267_HG00140.hap1	GYPE	GYPE	170599	205350	-	normal	NM_198682.3	GYPE
200267_HG00140.hap1	GYPB	GYPB	295035	319223	-	normal	NM_002100.6	GYPB
200267_HG00140.hap1	GYPA	GYPA	409126	440529	-	normal	NM_002099.8	GYPA
200268_HG00140.hap2	GYPE	GYPE	170593	205433	-	normal	NM_198682.3	GYPE
200268_HG00140.hap2	GYPB	GYPB	295107	319298	-	normal	NM_002100.6	GYPB
200268_HG00140.hap2	GYPA	GYPA	409213	440599	-	normal	NM_002099.8	GYPA
200269_HG00146.hap1	GYPE	GYPE	170745	205414	-	normal	NM_198682.3	GYPE
200269_HG00146.hap1	GYPB	GYPB	295067	319253	-	normal	NM_002100.6	GYPB
200269_HG00146.hap1	GYPA	GYPA	409150	440536	-	normal	NM_002099.8	GYPA
200270_HG00146.hap2	GYPE	GYPE	170547	205393	-	normal	NM_198682.3	GYPE
200270_HG00146.hap2	GYPB	GYPB	295072	319262	-	normal	NM_002100.6	GYPB
200270_HG00146.hap2	GYPA	GYPA	409181	440567	-	normal	NM_002099.8	GYPA
200271_HG00232.hap1	GYPE	GYPE	170558	205309	-	normal	NM_198682.3	GYPE
200271_HG00232.hap1	GYPB	GYPB	294990	319178	-	normal	NM_002100.6	GYPB
200271_HG00232.hap1	GYPA	GYPA	409092	440478	-	normal	NM_002099.8	GYPA
200272_HG00232.hap2	GYPE	GYPE	170567	205407	-	normal	NM_198682.3	GYPE
200272_HG00232.hap2	GYPB	GYPB	295095	319285	-	normal	NM_002100.6	GYPB
200272_HG00232.hap2	GYPA	GYPA	409208	440594	-	normal	NM_002099.8	GYPA
200273_HG00235.hap1	GYPE	GYPE	170578	205329	-	normal	NM_198682.3	GYPE
200273_HG00235.hap1	GYPB	GYPB	295001	319190	-	normal	NM_002100.6	GYPB
200273_HG00235.hap1	GYPA	GYPA	409117	440503	-	normal	NM_002099.8	GYPA
200274_HG00235.hap2	GYPE	GYPE	170552	205398	-	normal	NM_198682.3	GYPE
200274_HG00235.hap2	GYPB	GYPB	295085	319275	-	normal	NM_002100.6	GYPB
200274_HG00235.hap2	GYPA	GYPA	409191	440594	-	normal	NM_002099.8	GYPA
200275_HG00253.hap1	GYPE	GYPE	170569	205416	-	normal	NM_198682.3	GYPE
200275_HG00253.hap1	GYPB	GYPB	295099	319289	-	normal	NM_002100.6	GYPB
200275_HG00253.hap1	GYPA	GYPA	409212	440603	-	normal	NM_002099.8	GYPA
200276_HG00253.hap2	GYPE	GYPE	170588	205339	-	normal	NM_198682.3	GYPE
200276_HG00253.hap2	GYPB	GYPB	295007	319195	-	normal	NM_002100.6	GYPB
200276_HG00253.hap2	GYPA	GYPA	409105	440508	-	normal	NM_002099.8	GYPA
200277_HG00272.hap1	GYPE	GYPE	170537	205288	-	normal	NM_198682.3	GYPE
200277_HG00272.hap1	GYPB	GYPB	294963	319153	-	normal	NM_002100.6	GYPB
200277_HG00272.hap1	GYPA	GYPA	409083	440469	-	normal	NM_002099.8	GYPA
200278_HG00272.hap2	GYPE	GYPE	170558	205398	-	normal	NM_198682.3	GYPE
200278_HG00272.hap2	GYPB	GYPB	295077	319267	-	normal	NM_002100.6	GYPB
200278_HG00272.hap2	GYPA	GYPA	409199	440585	-	normal	NM_002099.8	GYPA
200279_HG00280.hap1	GYPE	GYPE	170735	205405	-	normal	NM_198682.3	GYPE
200279_HG00280.hap1	GYPB	GYPB	295043	319230	-	normal	NM_002100.6	GYPB
200279_HG00280.hap1	GYPA	GYPA	409130	440523	-	normal	NM_002099.8	GYPA
200280_HG00280.hap2	GYPE	GYPE	170568	205404	-	normal	NM_198682.3	GYPE
200280_HG00280.hap2	GYPB	GYPB	295079	319269	-	normal	NM_002100.6	GYPB
200280_HG00280.hap2	GYPA	GYPA	409192	440578	-	normal	NM_002099.8	GYPA
200281_HG00290.hap1	GYPE	GYPE	170594	205441	-	normal	NM_198682.3	GYPE
200281_HG00290.hap1	GYPB	GYPB	295106	319296	-	normal	NM_002100.6	GYPB
200281_HG00290.hap1	GYPA	GYPA	409213	440599	-	normal	NM_002099.8	GYPA
200282_HG00290.hap2	GYPE	GYPE	170550	205391	-	normal	NM_198682.3	GYPE
200282_HG00290.hap2	GYPB	GYPB	295070	319260	-	normal	NM_002100.6	GYPB
200282_HG00290.hap2	GYPA	GYPA	409180	440566	-	normal	NM_002099.8	GYPA
200283_HG00320.hap1	GYPE	GYPE	170589	205435	-	normal	NM_198682.3	GYPE
200283_HG00320.hap1	GYPB	GYPB	295110	319294	-	normal	NM_002100.6	GYPB
200283_HG00320.hap1	GYPA	GYPA	409219	440622	-	normal	NM_002099.8	GYPA
200284_HG00320.hap2	GYPE	GYPE	170541	205388	-	normal	NM_198682.3	GYPE
200284_HG00320.hap2	GYPB	GYPB	295063	319253	-	normal	NM_002100.6	GYPB
200284_HG00320.hap2	GYPA	GYPA	409176	440567	-	normal	NM_002099.8	GYPA
200285_HG00321.hap1	GYPE	GYPE	170739	205402	-	normal	NM_198682.3	GYPE
200285_HG00321.hap1	GYPB	GYPB	295004	319191	-	normal	NM_002100.6	GYPB
200285_HG00321.hap1	GYPA	GYPA	409097	440483	-	normal	NM_002099.8	GYPA
200286_HG00321.hap2	GYPE	GYPE	170756	205425	-	normal	NM_198682.3	GYPE
200286_HG00321.hap2	GYPB	GYPB	295030	319217	-	normal	NM_002100.6	GYPB
200286_HG00321.hap2	GYPA	GYPA	409104	440507	-	normal	NM_002099.8	GYPA
200287_HG00323.hap1	GYPE	GYPE	170578	205424	-	normal	NM_198682.3	GYPE
200287_HG00323.hap1	GYPB	GYPB	295099	319283	-	normal	NM_002100.6	GYPB
200287_HG00323.hap1	GYPA	GYPA	409206	440592	-	normal	NM_002099.8	GYPA
200288_HG00323.hap2	GYPE	GYPE	170752	205422	-	normal	NM_198682.3	GYPE
200288_HG00323.hap2	GYPB	GYPB	295075	319262	-	normal	NM_002100.6	GYPB
