name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
PDLIM1,SNVs,3,3,3,PDZ and LIM domain 1,0.00856255,Strong selection
PDLIM2,SNVs,3,3,3,PDZ and LIM domain 2,0.00814581,Strong selection
PDLIM3,SNVs,3,3,3,PDZ and LIM domain 3,0.00407834,Strong selection
PDLIM4,SNVs,3,3,3,PDZ and LIM domain 4,0.0458315,Extreme selection
PDLIM5,SNVs,3,3,3,PDZ and LIM domain 5,0.030894,Extreme selection
PDLIM7,SNVs,3,2,3,PDZ and LIM domain 7,0.0353877,Extreme selection
PDP1,SNVs,3,3,2,pyruvate dehydrogenase phosphatase catalytic subunit 1,0.05735,Extreme selection
PDP2,SNVs,3,4,2,pyruvate dehydrogenase phosphatase catalytic subunit 2,0.0120229,Extreme selection
PDPK1,SNVs,3,4,3,3-phosphoinositide dependent protein kinase 1,0.231138,Extreme selection
PDPN,SNVs,1,2,4,podoplanin,0.00426985,Strong selection
PDPR,SNVs,4,3,3,pyruvate dehydrogenase phosphatase regulatory subunit,0.0012462,Strong selection
PDRG1,SNVs,2,2,2,p53 and DNA damage regulated 1,0.0103401,Extreme selection
PDS5A,SNVs,3,3,3,PDS5 cohesin associated factor A,0.236347,Extreme selection
PDS5B,SNVs,1,4,3,PDS5 cohesin associated factor B,0.23317,Extreme selection
PDSS1,SNVs,3,3,3,decaprenyl diphosphate synthase subunit 1,0.0181031,Extreme selection
PDSS2,SNVs,3,2,3,decaprenyl diphosphate synthase subunit 2,0.00739477,Strong selection
PDX1,SNVs,3,3,3,pancreatic and duodenal homeobox 1,0.00477927,Strong selection
PDXDC1,SNVs,2,4,3,pyridoxal dependent decarboxylase domain containing 1,0.0018461,Strong selection
PDXK,SNVs,3,3,4,pyridoxal kinase,0.0484637,Extreme selection
PDXP,SNVs,0,0,2,pyridoxal phosphatase,0.0147233,Extreme selection
PDYN,SNVs,3,3,4,prodynorphin,0.00241878,Strong selection
PDZD11,SNVs,1,1,1,PDZ domain containing 11,0.0819547,Extreme selection
PDZD2,SNVs,3,3,3,PDZ domain containing 2,0.0678421,Extreme selection
PDZD4,SNVs,3,3,3,PDZ domain containing 4,0.113131,Extreme selection
PDZD7,SNVs,3,3,3,PDZ domain containing 7,0.00665706,Strong selection
PDZD8,SNVs,3,3,3,PDZ domain containing 8,0.120885,Extreme selection
PDZD9,SNVs,3,3,1,PDZ domain containing 9,0.00157314,Strong selection
PDZK1,SNVs,3,3,3,PDZ domain containing 1,9.2715e-4,Weak selection
PDZK1IP1,SNVs,1,3,3,PDZK1 interacting protein 1,0.00528379,Strong selection
PDZRN3,SNVs,3,3,3,PDZ domain containing ring finger 3,0.0348878,Extreme selection
PDZRN4,SNVs,3,3,3,PDZ domain containing ring finger 4,0.0113283,Extreme selection
PEA15,SNVs,1,2,1,proliferation and apoptosis adaptor protein 15,0.35503,Extreme selection
PEAK1,SNVs,3,3,3,pseudopodium enriched atypical kinase 1,0.0463848,Extreme selection
PEAK3,SNVs,3,3,3,PEAK family member 3,0.00128577,Strong selection
PEAR1,SNVs,3,3,3,platelet endothelial aggregation receptor 1,0.0034146,Strong selection
PEBP1,SNVs,1,3,1,phosphatidylethanolamine binding protein 1,0.00674507,Strong selection
PEBP4,SNVs,1,3,4,phosphatidylethanolamine binding protein 4,8.9696e-4,Weak selection
PECR,SNVs,3,4,4,peroxisomal trans-2-enoyl-CoA reductase,0.00219959,Strong selection
PEDS1,SNVs,1,3,3,plasmanylethanolamine desaturase 1,0.0156143,Extreme selection
PEDS1-UBE2V1,SNVs,0,0,3,PEDS1-UBE2V1 readthrough,0.0295097,Extreme selection
PEF1,SNVs,1,2,2,penta-EF-hand domain containing 1,0.00732715,Strong selection
PEG10,SNVs,2,3,3,paternally expressed 10,0.119491,Extreme selection
PEG3,SNVs,0,3,3,paternally expressed 3,0.00887778,Strong selection
PELI1,SNVs,1,3,2,pellino E3 ubiquitin protein ligase 1,0.171349,Extreme selection
PELI2,SNVs,3,3,2,pellino E3 ubiquitin protein ligase family member 2,0.0649108,Extreme selection
PELI3,SNVs,3,3,3,pellino E3 ubiquitin protein ligase family member 3,0.0363386,Extreme selection
PELO,SNVs,1,3,3,pelota mRNA surveillance and ribosome rescue factor,0.0124794,Extreme selection
PELP1,SNVs,3,4,3,proline%2C glutamate and leucine rich protein 1,0.314474,Extreme selection
PEMT,SNVs,3,3,4,phosphatidylethanolamine N-methyltransferase,0.00141189,Strong selection
PENK,SNVs,1,3,3,proenkephalin,0.00196223,Strong selection
PEPD,SNVs,4,3,3,peptidase D,0.00191556,Strong selection
PER1,SNVs,3,3,3,period circadian regulator 1,0.0363033,Extreme selection
PER2,SNVs,3,3,3,period circadian regulator 2,0.0518219,Extreme selection
PER3,SNVs,3,3,4,period circadian regulator 3,0.00301806,Strong selection
PERM1,SNVs,3,3,4,PPARGC1 and ESRR induced regulator%2C muscle 1,0.0025341,Strong selection
PERP,SNVs,1,2,3,p53 apoptosis effector related to PMP22,0.00550191,Strong selection
PES1,SNVs,2,3,3,pescadillo ribosomal biogenesis factor 1,0.0582042,Extreme selection
PET100,SNVs,0,0,3,PET100 cytochrome c oxidase chaperone,0.00383934,Strong selection
PET117,SNVs,0,2,2,PET117 cytochrome c oxidase chaperone,0.00586068,Strong selection
PEX1,SNVs,2,3,3,peroxisomal biogenesis factor 1,0.0101346,Extreme selection
PEX10,SNVs,3,3,3,peroxisomal biogenesis factor 10,0.00235305,Strong selection
PEX11A,SNVs,3,3,2,peroxisomal biogenesis factor 11 alpha,0.00179213,Strong selection
PEX11B,SNVs,3,3,2,peroxisomal biogenesis factor 11 beta,0.00131827,Strong selection
PEX11G,SNVs,3,3,3,peroxisomal biogenesis factor 11 gamma,7.5765e-4,Weak selection
PEX12,SNVs,2,3,3,peroxisomal biogenesis factor 12,0.00451894,Strong selection
PEX13,SNVs,3,3,3,peroxisomal biogenesis factor 13,0.0133695,Extreme selection
PEX14,SNVs,2,2,3,peroxisomal biogenesis factor 14,0.063922,Extreme selection
PEX16,SNVs,3,3,3,peroxisomal biogenesis factor 16,0.0137747,Extreme selection
PEX19,SNVs,2,2,3,peroxisomal biogenesis factor 19,0.0029423,Strong selection
PEX2,SNVs,1,2,3,peroxisomal biogenesis factor 2,0.00389022,Strong selection
PEX26,SNVs,1,3,3,peroxisomal biogenesis factor 26,0.0134372,Extreme selection
PEX3,SNVs,1,3,3,peroxisomal biogenesis factor 3,0.0201941,Extreme selection
PEX5,SNVs,3,3,4,peroxisomal biogenesis factor 5,0.0251064,Extreme selection
PEX5L,SNVs,2,2,3,peroxisomal biogenesis factor 5 like,0.0503735,Extreme selection
PEX6,SNVs,3,3,3,peroxisomal biogenesis factor 6,0.00938156,Strong selection
PEX7,SNVs,2,3,2,peroxisomal biogenesis factor 7,0.00332958,Strong selection
PF4,SNVs,2,3,2,platelet factor 4,0.00287213,Strong selection
PF4V1,SNVs,1,3,2,platelet factor 4 variant 1,0.00106498,Strong selection
PFAS,SNVs,2,3,3,phosphoribosylformylglycinamidine synthase,0.0099266,Strong selection
PFDN1,SNVs,1,2,2,prefoldin subunit 1,0.0307735,Extreme selection
PFDN2,SNVs,1,2,3,prefoldin subunit 2,0.0686111,Extreme selection
PFDN4,SNVs,2,3,4,prefoldin subunit 4,0.0758194,Extreme selection
PFDN5,SNVs,1,2,2,prefoldin subunit 5,0.00965548,Strong selection
PFDN6,SNVs,1,3,3,prefoldin subunit 6,0.145996,Extreme selection
PFKFB1,SNVs,2,3,1,6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 1,0.00298335,Strong selection
PFKFB2,SNVs,3,3,3,6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 2,0.0167913,Extreme selection
PFKFB3,SNVs,2,4,3,6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 3,0.0447294,Extreme selection
PFKFB4,SNVs,2,2,2,6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 4,0.00815664,Strong selection
PFKL,SNVs,2,3,4,phosphofructokinase%2C liver type,0.00449984,Strong selection
PFKM,SNVs,3,3,3,phosphofructokinase%2C muscle,0.0136298,Extreme selection
PFKP,SNVs,3,4,3,phosphofructokinase%2C platelet,0.00486532,Strong selection
PFN1,SNVs,3,3,2,profilin 1,0.211695,Extreme selection
PFN2,SNVs,1,1,1,profilin 2,0.069935,Extreme selection
PFN3,SNVs,1,3,3,profilin 3,0.00162789,Strong selection
PFN4,SNVs,2,3,2,profilin family member 4,0.00169294,Strong selection
PGA3,SNVs,0,0,3,pepsinogen A3,0.0244845,Extreme selection
PGA4,SNVs,0,0,3,pepsinogen A4,9.7217e-4,Weak selection
PGA5,SNVs,0,0,3,pepsinogen A5,0.00358037,Strong selection
PGAM1,SNVs,1,3,3,phosphoglycerate mutase 1,0.00980588,Strong selection
PGAM2,SNVs,1,2,3,phosphoglycerate mutase 2,0.00304016,Strong selection
PGAM4,SNVs,3,3,3,phosphoglycerate mutase family member 4,0.0153629,Extreme selection
PGAM5,SNVs,2,3,3,PGAM family member 5%2C mitochondrial serine/threonine protein phosphatase,0.014142,Extreme selection
PGAP1,SNVs,3,3,2,post-GPI attachment to proteins inositol deacylase 1,0.0155531,Extreme selection
PGAP2,SNVs,4,4,3,post-GPI attachment to proteins 2,0.0167177,Extreme selection
PGAP3,SNVs,2,2,3,post-GPI attachment to proteins phospholipase 3,0.00336055,Strong selection
PGAP4,SNVs,2,4,3,post-GPI attachment to proteins GalNAc transferase 4,0.0346039,Extreme selection
PGAP6,SNVs,3,4,3,post-GPI attachment to proteins 6,8.9229e-4,Weak selection
PGBD1,SNVs,3,3,3,piggyBac transposable element derived 1,0.00121687,Strong selection
PGBD2,SNVs,1,0,3,piggyBac transposable element derived 2,0.00177199,Strong selection
PGBD4,SNVs,3,3,3,piggyBac transposable element derived 4,0.00155855,Strong selection
PGBD5,SNVs,3,3,3,piggyBac transposable element derived 5,0.0585052,Extreme selection
PGC,SNVs,3,3,3,progastricsin,0.00131648,Strong selection
PGD,SNVs,0,3,3,phosphogluconate dehydrogenase,0.0391372,Extreme selection
PGF,SNVs,1,3,1,placental growth factor,0.0327051,Extreme selection
PGGHG,SNVs,3,3,4,protein-glucosylgalactosylhydroxylysine glucosidase,0.00123429,Strong selection
PGGT1B,SNVs,1,3,3,protein geranylgeranyltransferase type I subunit beta,0.0260843,Extreme selection
PGK1,SNVs,1,3,3,phosphoglycerate kinase 1,0.0956068,Extreme selection
PGK2,SNVs,1,3,3,phosphoglycerate kinase 2,0.00614757,Strong selection
PGLS,SNVs,1,3,3,6-phosphogluconolactonase,0.0044219,Strong selection
PGLYRP1,SNVs,1,3,3,peptidoglycan recognition protein 1,0.00151099,Strong selection
PGLYRP2,SNVs,2,3,3,peptidoglycan recognition protein 2,0.0018877,Strong selection
PGLYRP3,SNVs,3,4,3,peptidoglycan recognition protein 3,0.0014506,Strong selection
PGLYRP4,SNVs,3,0,3,peptidoglycan recognition protein 4,7.1336e-4,Weak selection
PGM1,SNVs,3,3,3,phosphoglucomutase 1,0.00240348,Strong selection
PGM2,SNVs,2,3,3,phosphoglucomutase 2,0.00140031,Strong selection
PGM2L1,SNVs,2,2,3,phosphoglucomutase 2 like 1,0.0277201,Extreme selection
PGM3,SNVs,3,3,3,phosphoglucomutase 3,0.0101085,Extreme selection
PGM5,SNVs,3,3,3,phosphoglucomutase 5,0.054183,Extreme selection
PGP,SNVs,2,2,3,phosphoglycolate phosphatase,0.0121674,Extreme selection
PGPEP1,SNVs,2,4,2,pyroglutamyl-peptidase I,0.00139845,Strong selection
PGPEP1L,SNVs,4,3,3,pyroglutamyl-peptidase I like,7.5509e-4,Weak selection
PGR,SNVs,3,3,3,progesterone receptor,0.0389355,Extreme selection
PGRMC1,SNVs,1,2,2,progesterone receptor membrane component 1,0.12086,Extreme selection
PGRMC2,SNVs,1,4,1,progesterone receptor membrane component 2,0.0686533,Extreme selection
PGS1,SNVs,3,3,3,phosphatidylglycerophosphate synthase 1,0.0150929,Extreme selection
PHACTR1,SNVs,1,3,3,phosphatase and actin regulator 1,0.103668,Extreme selection
PHACTR2,SNVs,3,4,3,phosphatase and actin regulator 2,0.0249257,Extreme selection
PHACTR3,SNVs,2,3,3,phosphatase and actin regulator 3,0.101173,Extreme selection
PHACTR4,SNVs,3,3,3,phosphatase and actin regulator 4,0.021771,Extreme selection
PHAF1,SNVs,1,3,3,phagosome assembly factor 1,0.0650616,Extreme selection
PHAX,SNVs,2,3,3,phosphorylated adaptor for RNA export,0.0154252,Extreme selection
PHB1,SNVs,2,2,2,prohibitin 1,0.0964424,Extreme selection
PHB2,SNVs,2,2,2,prohibitin 2,0.0189935,Extreme selection
PHC1,SNVs,3,3,3,polyhomeotic homolog 1,0.200865,Extreme selection
PHC2,SNVs,3,3,3,polyhomeotic homolog 2,0.16609,Extreme selection
PHC3,SNVs,3,3,3,polyhomeotic homolog 3,0.182786,Extreme selection
PHETA1,SNVs,3,3,3,PH domain containing endocytic trafficking adaptor 1,0.00317634,Strong selection
PHETA2,SNVs,1,3,4,PH domain containing endocytic trafficking adaptor 2,0.00162734,Strong selection
PHEX,SNVs,2,3,3,phosphate regulating endopeptidase X-linked,0.296875,Extreme selection
PHF1,SNVs,2,3,3,PHD finger protein 1,0.125048,Extreme selection
PHF10,SNVs,3,3,3,PHD finger protein 10,0.0438862,Extreme selection
PHF11,SNVs,1,3,3,PHD finger protein 11,0.00167959,Strong selection
PHF12,SNVs,3,3,3,PHD finger protein 12,0.249384,Extreme selection
PHF13,SNVs,2,2,3,PHD finger protein 13,0.185931,Extreme selection
PHF14,SNVs,3,3,3,PHD finger protein 14,0.0813336,Extreme selection
PHF19,SNVs,2,3,3,PHD finger protein 19,0.134641,Extreme selection
PHF2,SNVs,3,3,3,PHD finger protein 2,0.196723,Extreme selection
PHF20,SNVs,1,3,3,PHD finger protein 20,0.141153,Extreme selection
PHF20L1,SNVs,2,3,2,PHD finger protein 20 like 1,0.154858,Extreme selection
PHF21A,SNVs,1,2,3,PHD finger protein 21A,0.355398,Extreme selection
PHF21B,SNVs,3,3,3,PHD finger protein 21B,0.161814,Extreme selection
PHF23,SNVs,3,3,2,PHD finger protein 23,0.4024,Extreme selection
PHF24,SNVs,1,4,4,PHD finger protein 24,0.0262451,Extreme selection
PHF3,SNVs,2,3,3,PHD finger protein 3,0.071996,Extreme selection
PHF5A,SNVs,1,1,1,PHD finger protein 5A,0.3985,Extreme selection
PHF6,SNVs,1,3,2,PHD finger protein 6,0.383536,Extreme selection
PHF7,SNVs,1,1,3,PHD finger protein 7,0.0101786,Extreme selection
PHF8,SNVs,2,3,2,PHD finger protein 8,0.205474,Extreme selection
PHGDH,SNVs,3,2,3,phosphoglycerate dehydrogenase,0.00800811,Strong selection
PHGR1,SNVs,0,0,3,proline%2C histidine and glycine rich 1,0.00298656,Strong selection
PHIP,SNVs,2,2,3,pleckstrin homology domain interacting protein,0.232734,Extreme selection
PHKA1,SNVs,3,3,3,phosphorylase kinase regulatory subunit alpha 1,0.028256,Extreme selection
PHKA2,SNVs,2,3,4,phosphorylase kinase regulatory subunit alpha 2,0.056139,Extreme selection
PHKB,SNVs,3,3,3,phosphorylase kinase regulatory subunit beta,0.0021094,Strong selection
PHKG1,SNVs,2,4,3,phosphorylase kinase catalytic subunit gamma 1,0.00107148,Strong selection
PHKG2,SNVs,3,3,3,phosphorylase kinase catalytic subunit gamma 2,0.0160399,Extreme selection
PHLDA1,SNVs,1,3,3,pleckstrin homology like domain family A member 1,0.0764733,Extreme selection
PHLDA2,SNVs,1,2,2,pleckstrin homology like domain family A member 2,0.00376362,Strong selection
PHLDA3,SNVs,2,1,3,pleckstrin homology like domain family A member 3,0.00891171,Strong selection
PHLDB1,SNVs,3,3,3,pleckstrin homology like domain family B member 1,0.0603941,Extreme selection
PHLDB2,SNVs,3,4,3,pleckstrin homology like domain family B member 2,0.011988,Extreme selection
PHLDB3,SNVs,2,3,3,pleckstrin homology like domain family B member 3,9.8722e-4,Weak selection
PHLPP1,SNVs,3,3,3,PH domain and leucine rich repeat protein phosphatase 1,0.0697106,Extreme selection
PHLPP2,SNVs,3,3,3,PH domain and leucine rich repeat protein phosphatase 2,0.0306954,Extreme selection
PHOSPHO1,SNVs,3,2,3,phosphoethanolamine/phosphocholine phosphatase 1,0.00427287,Strong selection
PHOSPHO2,SNVs,3,2,3,phosphatase%2C orphan 2,0.00345556,Strong selection
PHOX2A,SNVs,3,3,4,paired like homeobox 2A,0.0571944,Extreme selection
PHOX2B,SNVs,2,2,2,paired like homeobox 2B,0.192367,Extreme selection
PHPT1,SNVs,2,3,3,phosphohistidine phosphatase 1,0.0012652,Strong selection
PHRF1,SNVs,3,4,3,PHD and ring finger domains 1,0.0622682,Extreme selection
PHTF1,SNVs,3,2,3,putative homeodomain transcription factor 1,0.00168996,Strong selection
PHTF2,SNVs,3,4,3,putative homeodomain transcription factor 2,0.0374035,Extreme selection
PHYH,SNVs,2,3,3,phytanoyl-CoA 2-hydroxylase,0.00258725,Strong selection
PHYHD1,SNVs,1,4,3,phytanoyl-CoA dioxygenase domain containing 1,6.4755e-4,Weak selection
PHYHIP,SNVs,2,2,2,phytanoyl-CoA 2-hydroxylase interacting protein,0.12285,Extreme selection
PHYHIPL,SNVs,2,2,3,phytanoyl-CoA 2-hydroxylase interacting protein like,0.038253,Extreme selection
PHYKPL,SNVs,2,3,3,5-phosphohydroxy-L-lysine phospho-lyase,7.501e-4,Weak selection
PI15,SNVs,1,3,1,peptidase inhibitor 15,0.0157027,Extreme selection
PI16,SNVs,3,3,3,peptidase inhibitor 16,0.00206503,Strong selection
PI3,SNVs,3,3,3,peptidase inhibitor 3,0.0050891,Strong selection
PI4K2A,SNVs,3,2,3,phosphatidylinositol 4-kinase type 2 alpha,0.0773126,Extreme selection
PI4K2B,SNVs,3,3,3,phosphatidylinositol 4-kinase type 2 beta,0.00629921,Strong selection
PI4KA,SNVs,3,3,4,phosphatidylinositol 4-kinase alpha,0.0166036,Extreme selection
PI4KB,SNVs,2,3,4,phosphatidylinositol 4-kinase beta,0.105863,Extreme selection
PIANP,SNVs,4,2,2,PILR alpha associated neural protein,0.0786251,Extreme selection
PIAS1,SNVs,2,3,3,protein inhibitor of activated STAT 1,0.386126,Extreme selection
PIAS2,SNVs,1,3,4,protein inhibitor of activated STAT 2,0.159933,Extreme selection
PIAS3,SNVs,3,3,3,protein inhibitor of activated STAT 3,0.0763974,Extreme selection
PIAS4,SNVs,3,3,3,protein inhibitor of activated STAT 4,0.321946,Extreme selection
PIBF1,SNVs,2,3,3,progesterone immunomodulatory binding factor 1,0.00520894,Strong selection
PICALM,SNVs,1,2,2,phosphatidylinositol binding clathrin assembly protein,0.183143,Extreme selection
PICK1,SNVs,3,3,3,protein interacting with PRKCA 1,0.0419536,Extreme selection
PID1,SNVs,3,3,2,phosphotyrosine interaction domain containing 1,0.0171749,Extreme selection
PIDD1,SNVs,3,4,3,p53-induced death domain protein 1,9.6375e-4,Weak selection
PIERCE1,SNVs,3,3,3,piercer of microtubule wall 1,0.00193725,Strong selection
PIERCE2,SNVs,2,2,3,piercer of microtubule wall 2,0.0182689,Extreme selection
PIEZO1,SNVs,3,4,3,piezo type mechanosensitive ion channel component 1 (Er blood group),0.00737458,Strong selection
PIEZO2,SNVs,3,3,3,piezo type mechanosensitive ion channel component 2,0.0287864,Extreme selection
PIF1,SNVs,3,3,3,PIF1 5'-to-3' DNA helicase,6.7624e-4,Weak selection
PIGA,SNVs,2,2,3,phosphatidylinositol glycan anchor biosynthesis class A,0.191137,Extreme selection
PIGB,SNVs,3,3,4,phosphatidylinositol glycan anchor biosynthesis class B,0.00495347,Strong selection
PIGC,SNVs,2,3,3,phosphatidylinositol glycan anchor biosynthesis class C,0.00816716,Strong selection
PIGF,SNVs,4,3,3,phosphatidylinositol glycan anchor biosynthesis class F,0.00216828,Strong selection
PIGG,SNVs,4,3,4,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),0.00175781,Strong selection
PIGH,SNVs,2,3,2,phosphatidylinositol glycan anchor biosynthesis class H,0.0040846500000000004,Strong selection
PIGK,SNVs,2,2,3,phosphatidylinositol glycan anchor biosynthesis class K,0.00377399,Strong selection
PIGL,SNVs,1,4,3,phosphatidylinositol glycan anchor biosynthesis class L,0.00215906,Strong selection
PIGM,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class M,0.00270384,Strong selection
PIGN,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class N,0.00138223,Strong selection
PIGO,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class O,0.00614228,Strong selection
PIGP,SNVs,3,2,3,phosphatidylinositol glycan anchor biosynthesis class P,0.00210262,Strong selection
PIGQ,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class Q,0.00462616,Strong selection
PIGR,SNVs,1,3,3,polymeric immunoglobulin receptor,0.0513869,Extreme selection
PIGS,SNVs,2,2,3,phosphatidylinositol glycan anchor biosynthesis class S,0.00491485,Strong selection
PIGT,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class T,0.00259104,Strong selection
PIGU,SNVs,2,3,3,phosphatidylinositol glycan anchor biosynthesis class U,0.00575752,Strong selection
PIGV,SNVs,3,3,2,phosphatidylinositol glycan anchor biosynthesis class V,0.00461348,Strong selection
PIGX,SNVs,3,3,3,phosphatidylinositol glycan anchor biosynthesis class X,0.00613189,Strong selection
PIGY,SNVs,0,1,1,phosphatidylinositol glycan anchor biosynthesis class Y,0.00562062,Strong selection
PIGZ,SNVs,3,4,3,phosphatidylinositol glycan anchor biosynthesis class Z,9.0755e-4,Weak selection
PIH1D1,SNVs,1,3,3,PIH1 domain containing 1,0.00851798,Strong selection
PIH1D2,SNVs,2,2,4,PIH1 domain containing 2,7.7917e-4,Weak selection
PIK3AP1,SNVs,3,3,3,phosphoinositide-3-kinase adaptor protein 1,0.260223,Extreme selection
PIK3C2A,SNVs,3,3,3,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,0.0394225,Extreme selection
PIK3C2B,SNVs,3,3,3,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,0.0669782,Extreme selection
PIK3C2G,SNVs,3,3,3,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,4.7589e-4,Weak selection
PIK3C3,SNVs,2,3,3,phosphatidylinositol 3-kinase catalytic subunit type 3,0.0182772,Extreme selection
PIK3CA,SNVs,2,2,3,phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit alpha,0.238183,Extreme selection
PIK3CB,SNVs,1,3,4,phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit beta,0.0720494,Extreme selection
PIK3CD,SNVs,3,3,3,phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit delta,0.119634,Extreme selection
PIK3CG,SNVs,1,3,3,phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit gamma,0.0273895,Extreme selection
PIK3IP1,SNVs,2,3,3,phosphoinositide-3-kinase interacting protein 1,0.00749428,Strong selection
PIK3R1,SNVs,2,3,3,phosphoinositide-3-kinase regulatory subunit 1,0.125951,Extreme selection
PIK3R2,SNVs,1,3,3,phosphoinositide-3-kinase regulatory subunit 2,0.0446813,Extreme selection
PIK3R3,SNVs,1,2,3,phosphoinositide-3-kinase regulatory subunit 3,0.00609875,Strong selection
PIK3R4,SNVs,3,3,3,phosphoinositide-3-kinase regulatory subunit 4,0.0441992,Extreme selection
PIK3R5,SNVs,3,4,3,phosphoinositide-3-kinase regulatory subunit 5,0.0319626,Extreme selection
PIKFYVE,SNVs,3,3,3,phosphoinositide kinase%2C FYVE-type zinc finger containing,0.0478326,Extreme selection
PILRA,SNVs,0,0,3,paired immunoglobin like type 2 receptor alpha,0.00132957,Strong selection
PILRB,SNVs,0,4,3,paired immunoglobin like type 2 receptor beta,0.00111239,Strong selection
PIM1,SNVs,1,3,3,Pim-1 proto-oncogene%2C serine/threonine kinase,0.109505,Extreme selection
PIM2,SNVs,3,1,3,Pim-2 proto-oncogene%2C serine/threonine kinase,0.283435,Extreme selection
PIM3,SNVs,1,3,3,Pim-3 proto-oncogene%2C serine/threonine kinase,0.356691,Extreme selection
PIMREG,SNVs,3,4,3,PICALM interacting mitotic regulator,0.00496158,Strong selection
PIN1,SNVs,2,2,2,peptidylprolyl cis/trans isomerase%2C NIMA-interacting 1,0.0712988,Extreme selection
PIN4,SNVs,2,2,3,peptidylprolyl cis/trans isomerase%2C NIMA-interacting 4,0.0707051,Extreme selection
PINK1,SNVs,3,3,3,PTEN induced kinase 1,0.00158286,Strong selection
PINLYP,SNVs,1,3,3,phospholipase A2 inhibitor and LY6/PLAUR domain containing,0.0128644,Extreme selection
PINX1,SNVs,3,3,3,PIN2 (TERF1) interacting telomerase inhibitor 1,0.00173202,Strong selection
PIP,SNVs,1,3,3,prolactin induced protein,0.00111739,Strong selection
PIP4K2A,SNVs,2,3,3,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,0.0668219,Extreme selection
PIP4K2C,SNVs,1,1,3,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,0.0144394,Extreme selection
PIP4P1,SNVs,1,2,2,phosphatidylinositol-4%2C5-bisphosphate 4-phosphatase 1,0.110038,Extreme selection
PIP4P2,SNVs,2,3,2,phosphatidylinositol-4%2C5-bisphosphate 4-phosphatase 2,0.0360148,Extreme selection
PIP5K1A,SNVs,2,3,3,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,0.0754221,Extreme selection
PIP5K1B,SNVs,3,3,3,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,0.024141,Extreme selection
PIP5K1C,SNVs,2,3,3,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,0.113258,Extreme selection
PIP5KL1,SNVs,1,3,3,phosphatidylinositol-4-phosphate 5-kinase like 1,0.00113355,Strong selection
PIPOX,SNVs,1,3,3,pipecolic acid and sarcosine oxidase,0.00144988,Strong selection
PIR,SNVs,3,3,3,pirin,0.00116246,Strong selection
PIRT,SNVs,3,2,3,phosphoinositide interacting regulator of transient receptor potential channels,0.00775878,Strong selection
PISD,SNVs,3,3,3,phosphatidylserine decarboxylase,0.0116622,Extreme selection
PITHD1,SNVs,1,2,2,PITH domain containing 1,0.0281112,Extreme selection
PITPNA,SNVs,1,2,2,phosphatidylinositol transfer protein alpha,0.160224,Extreme selection
PITPNB,SNVs,2,2,3,phosphatidylinositol transfer protein beta,0.276976,Extreme selection
PITPNC1,SNVs,2,2,2,phosphatidylinositol transfer protein cytoplasmic 1,0.0820587,Extreme selection
PITPNM1,SNVs,2,3,3,phosphatidylinositol transfer protein membrane associated 1,0.0481122,Extreme selection
PITPNM2,SNVs,4,3,3,phosphatidylinositol transfer protein membrane associated 2,0.122641,Extreme selection
PITPNM3,SNVs,3,3,4,PITPNM family member 3,0.0805275,Extreme selection
PITRM1,SNVs,3,3,3,pitrilysin metallopeptidase 1,0.00193057,Strong selection
PITX1,SNVs,2,2,3,paired like homeodomain 1,0.19285,Extreme selection
PITX2,SNVs,1,3,2,paired like homeodomain 2,0.180657,Extreme selection
PITX3,SNVs,2,4,3,paired like homeodomain 3,0.0873203,Extreme selection
PIWIL1,SNVs,2,2,3,piwi like RNA-mediated gene silencing 1,0.0163224,Extreme selection
PIWIL2,SNVs,3,3,3,piwi like RNA-mediated gene silencing 2,0.0151636,Extreme selection
PIWIL3,SNVs,3,4,4,piwi like RNA-mediated gene silencing 3,4.322e-4,Weak selection
PIWIL4,SNVs,3,3,3,piwi like RNA-mediated gene silencing 4,0.00530173,Strong selection
