species,id,chrom,gaps,gapless_status,endLength,startLength,T_status,is_T2T,T2T_status,Sample,type,dataset,Assembler,p1,p2,HPRC_meta.Population,HPRC_PANPAN.color,hgdp_tgp_meta.Genetic.region,hgdp_tgp_meta.Study.region,SpeciesCode,hgdp_tgp_meta.Latitude,hgdp_tgp_meta.Longitude,Continent.colors,project_meta.sex,observations,Cell,Birth,Species_group
chimpanzee,PR00115.hap1,chr16_hap1_hsa15,15,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr17_hap1_hsa18,8,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr18_hap1_hsa16,20,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr19_hap1_hsa17,14,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr20_hap1_hsa19,5,with gaps,8048,0,1T,FALSE,with gaps 1T,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr21_hap1_hsa20,11,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr22_hap1_hsa21,9,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap1,chr23_hap1_hsa22,6,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr1_hap1_hsa1,20,with gaps,0,11708,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr2_hap1_hsa3,7,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr3_hap1_hsa4,14,with gaps,0,5542,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr4_hap1_hsa5,18,with gaps,14422,14935,2T,FALSE,with gaps 2T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr5_hap1_hsa6,9,with gaps,5200,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr6_hap1_hsa7,15,with gaps,22118,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr7_hap1_hsa8,15,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr8_hap1_hsa10,8,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr9_hap1_hsa11,11,with gaps,12499,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr10_hap1_hsa12,19,with gaps,6980,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr11_hap1_hsa9,22,with gaps,5981,19610,2T,FALSE,with gaps 2T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr12_hap1_hsa2a,4,with gaps,9536,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr13_hap1_hsa2b,11,with gaps,0,3911,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr14_hap1_hsa13,9,with gaps,16210,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr15_hap1_hsa14,10,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr16_hap1_hsa15,5,with gaps,18634,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr17_hap1_hsa18,1,with gaps,12701,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr18_hap1_hsa16,9,with gaps,0,5449,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr19_hap1_hsa17,13,with gaps,0,15753,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr20_hap1_hsa19,3,with gaps,6224,3168,2T,FALSE,with gaps 2T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr21_hap1_hsa20,7,with gaps,5189,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr22_hap1_hsa21,16,with gaps,4097,18000,2T,FALSE,with gaps 2T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00115.hap2,chr23_hap1_hsa22,3,with gaps,2397,0,1T,FALSE,with gaps 1T,PR00115,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,6,-9,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,Fibroblast,captive,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr1_hap1_hsa1,17,with gaps,0,5294,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr2_hap1_hsa3,23,with gaps,0,10774,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr3_hap1_hsa4,18,with gaps,0,4070,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr4_hap1_hsa5,21,with gaps,0,6821,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr5_hap1_hsa6,18,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr6_hap1_hsa7,22,with gaps,2179,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr7_hap1_hsa8,23,with gaps,11775,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr8_hap1_hsa10,20,with gaps,0,10123,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr9_hap1_hsa11,18,with gaps,2796,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr10_hap1_hsa12,18,with gaps,10594,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr11_hap1_hsa9,16,with gaps,4392,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr12_hap1_hsa2a,22,with gaps,6100,0,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr13_hap1_hsa2b,18,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr14_hap1_hsa13,33,with gaps,1731,5950,2T,FALSE,with gaps 2T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr15_hap1_hsa14,19,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr16_hap1_hsa15,10,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr17_hap1_hsa18,11,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr18_hap1_hsa16,15,with gaps,0,891,1T,FALSE,with gaps 1T,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr19_hap1_hsa17,26,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr20_hap1_hsa19,29,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr21_hap1_hsa20,9,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr22_hap1_hsa21,18,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap1,chr23_hap1_hsa22,16,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap1,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr1_hap1_hsa1,29,with gaps,0,5130,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr2_hap1_hsa3,18,with gaps,1506,0,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr3_hap1_hsa4,33,with gaps,0,12727,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr4_hap1_hsa5,25,with gaps,4176,2666,2T,FALSE,with gaps 2T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr5_hap1_hsa6,21,with gaps,0,3923,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr6_hap1_hsa7,26,with gaps,0,5693,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr7_hap1_hsa8,16,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr8_hap1_hsa10,27,with gaps,4295,0,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr9_hap1_hsa11,18,with gaps,6904,0,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr10_hap1_hsa12,21,with gaps,0,2705,1T,FALSE,with gaps 1T,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
chimpanzee,PR00496A.hap2,chr11_hap1_hsa9,10,with gaps,0,0,Missing,FALSE,with gaps Missing,PR00496A,hap2,PANPAN,hifiasm,Central chimpanzee,AFR,Central chimpanzee,#4c5d4c,AFR,Pan troglodytes troglodytes,Ptt,2.23,18.15,#4c5d4c,male,non-HPRC coordinates are purely speculative and do not reflect geographical origins,LCL,wild,"Chimpanzee (n=24, 48 haplotypes)"
