species,id,chrom,gaps,gapless_status
chimpanzee,AG18361_10.hap2,chr8_hap1_hsa10,14,with gaps
chimpanzee,AG18361_10.hap2,chr9_hap1_hsa11,13,with gaps
chimpanzee,AG18361_10.hap2,chr10_hap1_hsa12,5,with gaps
chimpanzee,AG18361_10.hap2,chr11_hap1_hsa9,11,with gaps
chimpanzee,AG18361_10.hap2,chr12_hap1_hsa2a,11,with gaps
chimpanzee,AG18361_10.hap2,chr13_hap1_hsa2b,10,with gaps
chimpanzee,AG18361_10.hap2,chr14_hap1_hsa13,13,with gaps
chimpanzee,AG18361_10.hap2,chr15_hap1_hsa14,8,with gaps
chimpanzee,AG18361_10.hap2,chr16_hap1_hsa15,13,with gaps
chimpanzee,AG18361_10.hap2,chr17_hap1_hsa18,9,with gaps
chimpanzee,AG18361_10.hap2,chr18_hap1_hsa16,26,with gaps
chimpanzee,AG18361_10.hap2,chr19_hap1_hsa17,15,with gaps
chimpanzee,AG18361_10.hap2,chr20_hap1_hsa19,25,with gaps
chimpanzee,AG18361_10.hap2,chr21_hap1_hsa20,16,with gaps
chimpanzee,AG18361_10.hap2,chr22_hap1_hsa21,12,with gaps
chimpanzee,AG18361_10.hap2,chr23_hap1_hsa22,14,with gaps
chimpanzee,mPanTro3.hap1,chr1_hap1_hsa1,0,gapless
chimpanzee,mPanTro3.hap1,chr2_hap1_hsa3,0,gapless
chimpanzee,mPanTro3.hap1,chr3_hap1_hsa4,0,gapless
chimpanzee,mPanTro3.hap1,chr4_hap1_hsa5,0,gapless
chimpanzee,mPanTro3.hap1,chr5_hap1_hsa6,0,gapless
chimpanzee,mPanTro3.hap1,chr6_hap1_hsa7,0,gapless
chimpanzee,mPanTro3.hap1,chr7_hap1_hsa8,0,gapless
chimpanzee,mPanTro3.hap1,chr8_hap1_hsa10,0,gapless
chimpanzee,mPanTro3.hap1,chr9_hap1_hsa11,0,gapless
chimpanzee,mPanTro3.hap1,chr10_hap1_hsa12,0,gapless
chimpanzee,mPanTro3.hap1,chr11_hap1_hsa9,0,gapless
chimpanzee,mPanTro3.hap1,chr12_hap1_hsa2a,0,gapless
chimpanzee,mPanTro3.hap1,chr13_hap1_hsa2b,0,gapless
chimpanzee,mPanTro3.hap1,chr14_hap1_hsa13,1,with gaps
chimpanzee,mPanTro3.hap1,chr15_hap1_hsa14,1,with gaps
chimpanzee,mPanTro3.hap1,chr16_hap1_hsa15,0,gapless
chimpanzee,mPanTro3.hap1,chr17_hap1_hsa18,1,with gaps
chimpanzee,mPanTro3.hap1,chr18_hap1_hsa16,0,gapless
chimpanzee,mPanTro3.hap1,chr19_hap1_hsa17,0,gapless
chimpanzee,mPanTro3.hap1,chr20_hap1_hsa19,0,gapless
chimpanzee,mPanTro3.hap1,chr21_hap1_hsa20,0,gapless
chimpanzee,mPanTro3.hap1,chr22_hap1_hsa21,1,with gaps
chimpanzee,mPanTro3.hap1,chr23_hap1_hsa22,1,with gaps
chimpanzee,mPanTro3.hap2,chr1_hap1_hsa1,0,gapless
chimpanzee,mPanTro3.hap2,chr2_hap1_hsa3,0,gapless
chimpanzee,mPanTro3.hap2,chr3_hap1_hsa4,0,gapless
chimpanzee,mPanTro3.hap2,chr4_hap1_hsa5,0,gapless
chimpanzee,mPanTro3.hap2,chr5_hap1_hsa6,0,gapless
chimpanzee,mPanTro3.hap2,chr6_hap1_hsa7,0,gapless
chimpanzee,mPanTro3.hap2,chr7_hap1_hsa8,0,gapless
chimpanzee,mPanTro3.hap2,chr8_hap1_hsa10,0,gapless
chimpanzee,mPanTro3.hap2,chr9_hap1_hsa11,0,gapless
chimpanzee,mPanTro3.hap2,chr10_hap1_hsa12,0,gapless
chimpanzee,mPanTro3.hap2,chr11_hap1_hsa9,0,gapless
chimpanzee,mPanTro3.hap2,chr12_hap1_hsa2a,0,gapless
chimpanzee,mPanTro3.hap2,chr13_hap1_hsa2b,0,gapless
chimpanzee,mPanTro3.hap2,chr14_hap1_hsa13,1,with gaps
chimpanzee,mPanTro3.hap2,chr15_hap1_hsa14,1,with gaps
chimpanzee,mPanTro3.hap2,chr16_hap1_hsa15,0,gapless
chimpanzee,mPanTro3.hap2,chr17_hap1_hsa18,1,with gaps
chimpanzee,mPanTro3.hap2,chr18_hap1_hsa16,0,gapless
chimpanzee,mPanTro3.hap2,chr19_hap1_hsa17,0,gapless
chimpanzee,mPanTro3.hap2,chr20_hap1_hsa19,0,gapless
chimpanzee,mPanTro3.hap2,chr21_hap1_hsa20,0,gapless
chimpanzee,mPanTro3.hap2,chr22_hap1_hsa21,1,with gaps
chimpanzee,mPanTro3.hap2,chr23_hap1_hsa22,1,with gaps
chimpanzee,PR00115.hap1,chr1_hap1_hsa1,22,with gaps
chimpanzee,PR00115.hap1,chr2_hap1_hsa3,4,with gaps
chimpanzee,PR00115.hap1,chr3_hap1_hsa4,38,with gaps
chimpanzee,PR00115.hap1,chr4_hap1_hsa5,2,with gaps
chimpanzee,PR00115.hap1,chr5_hap1_hsa6,15,with gaps
chimpanzee,PR00115.hap1,chr6_hap1_hsa7,15,with gaps
chimpanzee,PR00115.hap1,chr7_hap1_hsa8,24,with gaps
chimpanzee,PR00115.hap1,chr8_hap1_hsa10,7,with gaps
chimpanzee,PR00115.hap1,chr9_hap1_hsa11,12,with gaps
chimpanzee,PR00115.hap1,chr10_hap1_hsa12,27,with gaps
chimpanzee,PR00115.hap1,chr11_hap1_hsa9,12,with gaps
chimpanzee,PR00115.hap1,chr12_hap1_hsa2a,12,with gaps
chimpanzee,PR00115.hap1,chr13_hap1_hsa2b,12,with gaps
chimpanzee,PR00115.hap1,chr14_hap1_hsa13,8,with gaps
chimpanzee,PR00115.hap1,chr15_hap1_hsa14,5,with gaps
chimpanzee,PR00115.hap1,chr16_hap1_hsa15,15,with gaps
chimpanzee,PR00115.hap1,chr17_hap1_hsa18,8,with gaps
chimpanzee,PR00115.hap1,chr18_hap1_hsa16,20,with gaps
chimpanzee,PR00115.hap1,chr19_hap1_hsa17,14,with gaps
chimpanzee,PR00115.hap1,chr20_hap1_hsa19,5,with gaps
chimpanzee,PR00115.hap1,chr21_hap1_hsa20,11,with gaps
chimpanzee,PR00115.hap1,chr22_hap1_hsa21,9,with gaps
chimpanzee,PR00115.hap1,chr23_hap1_hsa22,6,with gaps
chimpanzee,PR00115.hap2,chr1_hap1_hsa1,20,with gaps
chimpanzee,PR00115.hap2,chr2_hap1_hsa3,7,with gaps
chimpanzee,PR00115.hap2,chr3_hap1_hsa4,14,with gaps
chimpanzee,PR00115.hap2,chr4_hap1_hsa5,18,with gaps
chimpanzee,PR00115.hap2,chr5_hap1_hsa6,9,with gaps
chimpanzee,PR00115.hap2,chr6_hap1_hsa7,15,with gaps
chimpanzee,PR00115.hap2,chr7_hap1_hsa8,15,with gaps
chimpanzee,PR00115.hap2,chr8_hap1_hsa10,8,with gaps
chimpanzee,PR00115.hap2,chr9_hap1_hsa11,11,with gaps
chimpanzee,PR00115.hap2,chr10_hap1_hsa12,19,with gaps
chimpanzee,PR00115.hap2,chr11_hap1_hsa9,22,with gaps
chimpanzee,PR00115.hap2,chr12_hap1_hsa2a,4,with gaps
chimpanzee,PR00115.hap2,chr13_hap1_hsa2b,11,with gaps
chimpanzee,PR00115.hap2,chr14_hap1_hsa13,9,with gaps
chimpanzee,PR00115.hap2,chr15_hap1_hsa14,10,with gaps
chimpanzee,PR00115.hap2,chr16_hap1_hsa15,5,with gaps
chimpanzee,PR00115.hap2,chr17_hap1_hsa18,1,with gaps
chimpanzee,PR00115.hap2,chr18_hap1_hsa16,9,with gaps
chimpanzee,PR00115.hap2,chr19_hap1_hsa17,13,with gaps
chimpanzee,PR00115.hap2,chr20_hap1_hsa19,3,with gaps
chimpanzee,PR00115.hap2,chr21_hap1_hsa20,7,with gaps
chimpanzee,PR00115.hap2,chr22_hap1_hsa21,16,with gaps
chimpanzee,PR00115.hap2,chr23_hap1_hsa22,3,with gaps
chimpanzee,PR00496A.hap1,chr1_hap1_hsa1,17,with gaps
chimpanzee,PR00496A.hap1,chr2_hap1_hsa3,23,with gaps
chimpanzee,PR00496A.hap1,chr3_hap1_hsa4,18,with gaps
chimpanzee,PR00496A.hap1,chr4_hap1_hsa5,21,with gaps
chimpanzee,PR00496A.hap1,chr5_hap1_hsa6,18,with gaps
chimpanzee,PR00496A.hap1,chr6_hap1_hsa7,22,with gaps
chimpanzee,PR00496A.hap1,chr7_hap1_hsa8,23,with gaps
chimpanzee,PR00496A.hap1,chr8_hap1_hsa10,20,with gaps
chimpanzee,PR00496A.hap1,chr9_hap1_hsa11,18,with gaps
chimpanzee,PR00496A.hap1,chr10_hap1_hsa12,18,with gaps
chimpanzee,PR00496A.hap1,chr11_hap1_hsa9,16,with gaps
chimpanzee,PR00496A.hap1,chr12_hap1_hsa2a,22,with gaps
chimpanzee,PR00496A.hap1,chr13_hap1_hsa2b,18,with gaps
chimpanzee,PR00496A.hap1,chr14_hap1_hsa13,33,with gaps
chimpanzee,PR00496A.hap1,chr15_hap1_hsa14,19,with gaps
chimpanzee,PR00496A.hap1,chr16_hap1_hsa15,10,with gaps
chimpanzee,PR00496A.hap1,chr17_hap1_hsa18,11,with gaps
chimpanzee,PR00496A.hap1,chr18_hap1_hsa16,15,with gaps
chimpanzee,PR00496A.hap1,chr19_hap1_hsa17,26,with gaps
chimpanzee,PR00496A.hap1,chr20_hap1_hsa19,29,with gaps
chimpanzee,PR00496A.hap1,chr21_hap1_hsa20,9,with gaps
chimpanzee,PR00496A.hap1,chr22_hap1_hsa21,18,with gaps
chimpanzee,PR00496A.hap1,chr23_hap1_hsa22,16,with gaps
chimpanzee,PR00496A.hap2,chr1_hap1_hsa1,29,with gaps
chimpanzee,PR00496A.hap2,chr2_hap1_hsa3,18,with gaps
chimpanzee,PR00496A.hap2,chr3_hap1_hsa4,33,with gaps
chimpanzee,PR00496A.hap2,chr4_hap1_hsa5,25,with gaps
chimpanzee,PR00496A.hap2,chr5_hap1_hsa6,21,with gaps
chimpanzee,PR00496A.hap2,chr6_hap1_hsa7,26,with gaps
chimpanzee,PR00496A.hap2,chr7_hap1_hsa8,16,with gaps
chimpanzee,PR00496A.hap2,chr8_hap1_hsa10,27,with gaps
chimpanzee,PR00496A.hap2,chr9_hap1_hsa11,18,with gaps
chimpanzee,PR00496A.hap2,chr10_hap1_hsa12,21,with gaps
chimpanzee,PR00496A.hap2,chr11_hap1_hsa9,10,with gaps
chimpanzee,PR00496A.hap2,chr12_hap1_hsa2a,20,with gaps
chimpanzee,PR00496A.hap2,chr13_hap1_hsa2b,25,with gaps
chimpanzee,PR00496A.hap2,chr14_hap1_hsa13,30,with gaps
chimpanzee,PR00496A.hap2,chr15_hap1_hsa14,21,with gaps
chimpanzee,PR00496A.hap2,chr16_hap1_hsa15,16,with gaps
chimpanzee,PR00496A.hap2,chr17_hap1_hsa18,12,with gaps
chimpanzee,PR00496A.hap2,chr18_hap1_hsa16,13,with gaps
chimpanzee,PR00496A.hap2,chr19_hap1_hsa17,23,with gaps
chimpanzee,PR00496A.hap2,chr20_hap1_hsa19,17,with gaps
chimpanzee,PR00496A.hap2,chr21_hap1_hsa20,15,with gaps
chimpanzee,PR00496A.hap2,chr22_hap1_hsa21,15,with gaps
chimpanzee,PR00496A.hap2,chr23_hap1_hsa22,14,with gaps
chimpanzee,PR00512.hap1,chr1_hap1_hsa1,43,with gaps
chimpanzee,PR00512.hap1,chr2_hap1_hsa3,27,with gaps
chimpanzee,PR00512.hap1,chr3_hap1_hsa4,25,with gaps
chimpanzee,PR00512.hap1,chr4_hap1_hsa5,16,with gaps
chimpanzee,PR00512.hap1,chr5_hap1_hsa6,20,with gaps
chimpanzee,PR00512.hap1,chr6_hap1_hsa7,42,with gaps
chimpanzee,PR00512.hap1,chr7_hap1_hsa8,25,with gaps
chimpanzee,PR00512.hap1,chr8_hap1_hsa10,33,with gaps
chimpanzee,PR00512.hap1,chr9_hap1_hsa11,24,with gaps
chimpanzee,PR00512.hap1,chr10_hap1_hsa12,21,with gaps
chimpanzee,PR00512.hap1,chr11_hap1_hsa9,17,with gaps
chimpanzee,PR00512.hap1,chr12_hap1_hsa2a,24,with gaps
chimpanzee,PR00512.hap1,chr13_hap1_hsa2b,24,with gaps
chimpanzee,PR00512.hap1,chr14_hap1_hsa13,27,with gaps
chimpanzee,PR00512.hap1,chr15_hap1_hsa14,40,with gaps
chimpanzee,PR00512.hap1,chr16_hap1_hsa15,30,with gaps
chimpanzee,PR00512.hap1,chr17_hap1_hsa18,23,with gaps
chimpanzee,PR00512.hap1,chr18_hap1_hsa16,32,with gaps
chimpanzee,PR00512.hap1,chr19_hap1_hsa17,35,with gaps
chimpanzee,PR00512.hap1,chr20_hap1_hsa19,35,with gaps
chimpanzee,PR00512.hap1,chr21_hap1_hsa20,32,with gaps
chimpanzee,PR00512.hap1,chr22_hap1_hsa21,27,with gaps
chimpanzee,PR00512.hap1,chr23_hap1_hsa22,33,with gaps
chimpanzee,PR00512.hap2,chr1_hap1_hsa1,23,with gaps
chimpanzee,PR00512.hap2,chr2_hap1_hsa3,17,with gaps
chimpanzee,PR00512.hap2,chr3_hap1_hsa4,19,with gaps
chimpanzee,PR00512.hap2,chr4_hap1_hsa5,13,with gaps
chimpanzee,PR00512.hap2,chr5_hap1_hsa6,19,with gaps
chimpanzee,PR00512.hap2,chr6_hap1_hsa7,33,with gaps
chimpanzee,PR00512.hap2,chr7_hap1_hsa8,36,with gaps
chimpanzee,PR00512.hap2,chr8_hap1_hsa10,49,with gaps
chimpanzee,PR00512.hap2,chr9_hap1_hsa11,21,with gaps
chimpanzee,PR00512.hap2,chr10_hap1_hsa12,49,with gaps
chimpanzee,PR00512.hap2,chr11_hap1_hsa9,37,with gaps
chimpanzee,PR00512.hap2,chr12_hap1_hsa2a,25,with gaps
chimpanzee,PR00512.hap2,chr13_hap1_hsa2b,39,with gaps
chimpanzee,PR00512.hap2,chr14_hap1_hsa13,49,with gaps
chimpanzee,PR00512.hap2,chr15_hap1_hsa14,26,with gaps
chimpanzee,PR00512.hap2,chr16_hap1_hsa15,36,with gaps
chimpanzee,PR00512.hap2,chr17_hap1_hsa18,18,with gaps
chimpanzee,PR00512.hap2,chr18_hap1_hsa16,20,with gaps
chimpanzee,PR00512.hap2,chr19_hap1_hsa17,61,with gaps
chimpanzee,PR00512.hap2,chr20_hap1_hsa19,47,with gaps
chimpanzee,PR00512.hap2,chr21_hap1_hsa20,23,with gaps
chimpanzee,PR00512.hap2,chr22_hap1_hsa21,35,with gaps
chimpanzee,PR00512.hap2,chr23_hap1_hsa22,29,with gaps
chimpanzee,PR00834.hap1,chr1_hap1_hsa1,11,with gaps
chimpanzee,PR00834.hap1,chr2_hap1_hsa3,13,with gaps
chimpanzee,PR00834.hap1,chr3_hap1_hsa4,15,with gaps
chimpanzee,PR00834.hap1,chr4_hap1_hsa5,9,with gaps
chimpanzee,PR00834.hap1,chr5_hap1_hsa6,9,with gaps
chimpanzee,PR00834.hap1,chr6_hap1_hsa7,16,with gaps
chimpanzee,PR00834.hap1,chr7_hap1_hsa8,9,with gaps
chimpanzee,PR00834.hap1,chr8_hap1_hsa10,16,with gaps
chimpanzee,PR00834.hap1,chr9_hap1_hsa11,6,with gaps
chimpanzee,PR00834.hap1,chr10_hap1_hsa12,15,with gaps
chimpanzee,PR00834.hap1,chr11_hap1_hsa9,13,with gaps
chimpanzee,PR00834.hap1,chr12_hap1_hsa2a,13,with gaps
chimpanzee,PR00834.hap1,chr13_hap1_hsa2b,13,with gaps
chimpanzee,PR00834.hap1,chr14_hap1_hsa13,15,with gaps
chimpanzee,PR00834.hap1,chr15_hap1_hsa14,4,with gaps
chimpanzee,PR00834.hap1,chr16_hap1_hsa15,12,with gaps
chimpanzee,PR00834.hap1,chr17_hap1_hsa18,8,with gaps
chimpanzee,PR00834.hap1,chr18_hap1_hsa16,15,with gaps
chimpanzee,PR00834.hap1,chr19_hap1_hsa17,15,with gaps
chimpanzee,PR00834.hap1,chr20_hap1_hsa19,15,with gaps
chimpanzee,PR00834.hap1,chr21_hap1_hsa20,10,with gaps
chimpanzee,PR00834.hap1,chr22_hap1_hsa21,8,with gaps
chimpanzee,PR00834.hap1,chr23_hap1_hsa22,13,with gaps
chimpanzee,PR00834.hap2,chr1_hap1_hsa1,9,with gaps
chimpanzee,PR00834.hap2,chr2_hap1_hsa3,11,with gaps
chimpanzee,PR00834.hap2,chr3_hap1_hsa4,19,with gaps
chimpanzee,PR00834.hap2,chr4_hap1_hsa5,8,with gaps
chimpanzee,PR00834.hap2,chr5_hap1_hsa6,11,with gaps
chimpanzee,PR00834.hap2,chr6_hap1_hsa7,11,with gaps
chimpanzee,PR00834.hap2,chr7_hap1_hsa8,13,with gaps
chimpanzee,PR00834.hap2,chr8_hap1_hsa10,10,with gaps
chimpanzee,PR00834.hap2,chr9_hap1_hsa11,5,with gaps
chimpanzee,PR00834.hap2,chr10_hap1_hsa12,10,with gaps
chimpanzee,PR00834.hap2,chr11_hap1_hsa9,7,with gaps
chimpanzee,PR00834.hap2,chr12_hap1_hsa2a,16,with gaps
chimpanzee,PR00834.hap2,chr13_hap1_hsa2b,10,with gaps
chimpanzee,PR00834.hap2,chr14_hap1_hsa13,14,with gaps
chimpanzee,PR00834.hap2,chr15_hap1_hsa14,12,with gaps
chimpanzee,PR00834.hap2,chr16_hap1_hsa15,8,with gaps
chimpanzee,PR00834.hap2,chr17_hap1_hsa18,11,with gaps
chimpanzee,PR00834.hap2,chr18_hap1_hsa16,8,with gaps
chimpanzee,PR00834.hap2,chr19_hap1_hsa17,13,with gaps
chimpanzee,PR00834.hap2,chr20_hap1_hsa19,16,with gaps
chimpanzee,PR00834.hap2,chr21_hap1_hsa20,8,with gaps
chimpanzee,PR00834.hap2,chr22_hap1_hsa21,4,with gaps
chimpanzee,PR00834.hap2,chr23_hap1_hsa22,19,with gaps
chimpanzee,PR00838.hap1,chr1_hap1_hsa1,47,with gaps
chimpanzee,PR00838.hap1,chr2_hap1_hsa3,8,with gaps
chimpanzee,PR00838.hap1,chr3_hap1_hsa4,32,with gaps
chimpanzee,PR00838.hap1,chr4_hap1_hsa5,8,with gaps
chimpanzee,PR00838.hap1,chr5_hap1_hsa6,11,with gaps
chimpanzee,PR00838.hap1,chr6_hap1_hsa7,43,with gaps
chimpanzee,PR00838.hap1,chr7_hap1_hsa8,20,with gaps
chimpanzee,PR00838.hap1,chr8_hap1_hsa10,20,with gaps
chimpanzee,PR00838.hap1,chr9_hap1_hsa11,16,with gaps
chimpanzee,PR00838.hap1,chr10_hap1_hsa12,15,with gaps
chimpanzee,PR00838.hap1,chr11_hap1_hsa9,11,with gaps
chimpanzee,PR00838.hap1,chr12_hap1_hsa2a,12,with gaps
chimpanzee,PR00838.hap1,chr13_hap1_hsa2b,17,with gaps
chimpanzee,PR00838.hap1,chr14_hap1_hsa13,27,with gaps
chimpanzee,PR00838.hap1,chr15_hap1_hsa14,15,with gaps
chimpanzee,PR00838.hap1,chr16_hap1_hsa15,23,with gaps
chimpanzee,PR00838.hap1,chr17_hap1_hsa18,14,with gaps
chimpanzee,PR00838.hap1,chr18_hap1_hsa16,14,with gaps
chimpanzee,PR00838.hap1,chr19_hap1_hsa17,24,with gaps
chimpanzee,PR00838.hap1,chr20_hap1_hsa19,24,with gaps
chimpanzee,PR00838.hap1,chr21_hap1_hsa20,18,with gaps
chimpanzee,PR00838.hap1,chr22_hap1_hsa21,10,with gaps
chimpanzee,PR00838.hap1,chr23_hap1_hsa22,17,with gaps
chimpanzee,PR00838.hap2,chr1_hap1_hsa1,21,with gaps
chimpanzee,PR00838.hap2,chr2_hap1_hsa3,28,with gaps
chimpanzee,PR00838.hap2,chr3_hap1_hsa4,18,with gaps
chimpanzee,PR00838.hap2,chr4_hap1_hsa5,14,with gaps
chimpanzee,PR00838.hap2,chr5_hap1_hsa6,24,with gaps
chimpanzee,PR00838.hap2,chr6_hap1_hsa7,32,with gaps
chimpanzee,PR00838.hap2,chr7_hap1_hsa8,17,with gaps
chimpanzee,PR00838.hap2,chr8_hap1_hsa10,34,with gaps
chimpanzee,PR00838.hap2,chr9_hap1_hsa11,11,with gaps
chimpanzee,PR00838.hap2,chr10_hap1_hsa12,21,with gaps
chimpanzee,PR00838.hap2,chr11_hap1_hsa9,13,with gaps
chimpanzee,PR00838.hap2,chr12_hap1_hsa2a,27,with gaps
chimpanzee,PR00838.hap2,chr13_hap1_hsa2b,10,with gaps
chimpanzee,PR00838.hap2,chr14_hap1_hsa13,15,with gaps
chimpanzee,PR00838.hap2,chr15_hap1_hsa14,15,with gaps
chimpanzee,PR00838.hap2,chr16_hap1_hsa15,19,with gaps
chimpanzee,PR00838.hap2,chr17_hap1_hsa18,13,with gaps
chimpanzee,PR00838.hap2,chr18_hap1_hsa16,28,with gaps
chimpanzee,PR00838.hap2,chr19_hap1_hsa17,25,with gaps
chimpanzee,PR00838.hap2,chr20_hap1_hsa19,30,with gaps
chimpanzee,PR00838.hap2,chr21_hap1_hsa20,25,with gaps
chimpanzee,PR00838.hap2,chr22_hap1_hsa21,13,with gaps
chimpanzee,PR00838.hap2,chr23_hap1_hsa22,13,with gaps
chimpanzee,PR01008.hap1,chr1_hap1_hsa1,1,with gaps
chimpanzee,PR01008.hap1,chr2_hap1_hsa3,0,gapless
chimpanzee,PR01008.hap1,chr3_hap1_hsa4,0,gapless
chimpanzee,PR01008.hap1,chr4_hap1_hsa5,0,gapless
chimpanzee,PR01008.hap1,chr5_hap1_hsa6,2,with gaps
chimpanzee,PR01008.hap1,chr6_hap1_hsa7,8,with gaps
chimpanzee,PR01008.hap1,chr7_hap1_hsa8,3,with gaps
chimpanzee,PR01008.hap1,chr8_hap1_hsa10,1,with gaps
chimpanzee,PR01008.hap1,chr9_hap1_hsa11,2,with gaps
chimpanzee,PR01008.hap1,chr10_hap1_hsa12,5,with gaps
chimpanzee,PR01008.hap1,chr11_hap1_hsa9,1,with gaps
chimpanzee,PR01008.hap1,chr12_hap1_hsa2a,2,with gaps
chimpanzee,PR01008.hap1,chr13_hap1_hsa2b,5,with gaps
chimpanzee,PR01008.hap1,chr14_hap1_hsa13,2,with gaps
chimpanzee,PR01008.hap1,chr15_hap1_hsa14,5,with gaps
chimpanzee,PR01008.hap1,chr16_hap1_hsa15,0,gapless
chimpanzee,PR01008.hap1,chr17_hap1_hsa18,0,gapless
chimpanzee,PR01008.hap1,chr18_hap1_hsa16,0,gapless
chimpanzee,PR01008.hap1,chr19_hap1_hsa17,0,gapless
chimpanzee,PR01008.hap1,chr20_hap1_hsa19,5,with gaps
chimpanzee,PR01008.hap1,chr21_hap1_hsa20,2,with gaps
chimpanzee,PR01008.hap1,chr22_hap1_hsa21,1,with gaps
chimpanzee,PR01008.hap1,chr23_hap1_hsa22,0,gapless
chimpanzee,PR01008.hap2,chr1_hap1_hsa1,0,gapless
chimpanzee,PR01008.hap2,chr2_hap1_hsa3,0,gapless
chimpanzee,PR01008.hap2,chr3_hap1_hsa4,1,with gaps
chimpanzee,PR01008.hap2,chr4_hap1_hsa5,2,with gaps
chimpanzee,PR01008.hap2,chr5_hap1_hsa6,2,with gaps
chimpanzee,PR01008.hap2,chr6_hap1_hsa7,8,with gaps
chimpanzee,PR01008.hap2,chr7_hap1_hsa8,1,with gaps
chimpanzee,PR01008.hap2,chr8_hap1_hsa10,0,gapless
chimpanzee,PR01008.hap2,chr9_hap1_hsa11,2,with gaps
chimpanzee,PR01008.hap2,chr10_hap1_hsa12,3,with gaps
chimpanzee,PR01008.hap2,chr11_hap1_hsa9,0,gapless
chimpanzee,PR01008.hap2,chr12_hap1_hsa2a,0,gapless
chimpanzee,PR01008.hap2,chr13_hap1_hsa2b,3,with gaps
chimpanzee,PR01008.hap2,chr14_hap1_hsa13,3,with gaps
chimpanzee,PR01008.hap2,chr15_hap1_hsa14,2,with gaps
chimpanzee,PR01008.hap2,chr16_hap1_hsa15,0,gapless
chimpanzee,PR01008.hap2,chr17_hap1_hsa18,1,with gaps
chimpanzee,PR01008.hap2,chr18_hap1_hsa16,1,with gaps
chimpanzee,PR01008.hap2,chr19_hap1_hsa17,2,with gaps
chimpanzee,PR01008.hap2,chr20_hap1_hsa19,3,with gaps
chimpanzee,PR01008.hap2,chr21_hap1_hsa20,0,gapless
chimpanzee,PR01008.hap2,chr22_hap1_hsa21,1,with gaps
chimpanzee,PR01008.hap2,chr23_hap1_hsa22,0,gapless
chimpanzee,PR01009.hap1,chr1_hap1_hsa1,30,with gaps
chimpanzee,PR01009.hap1,chr2_hap1_hsa3,27,with gaps
chimpanzee,PR01009.hap1,chr3_hap1_hsa4,48,with gaps
chimpanzee,PR01009.hap1,chr4_hap1_hsa5,26,with gaps
chimpanzee,PR01009.hap1,chr5_hap1_hsa6,28,with gaps
chimpanzee,PR01009.hap1,chr6_hap1_hsa7,28,with gaps
chimpanzee,PR01009.hap1,chr7_hap1_hsa8,27,with gaps
chimpanzee,PR01009.hap1,chr8_hap1_hsa10,34,with gaps
chimpanzee,PR01009.hap1,chr9_hap1_hsa11,22,with gaps
chimpanzee,PR01009.hap1,chr10_hap1_hsa12,20,with gaps
chimpanzee,PR01009.hap1,chr11_hap1_hsa9,27,with gaps
chimpanzee,PR01009.hap1,chr12_hap1_hsa2a,26,with gaps
chimpanzee,PR01009.hap1,chr13_hap1_hsa2b,29,with gaps
chimpanzee,PR01009.hap1,chr14_hap1_hsa13,41,with gaps
chimpanzee,PR01009.hap1,chr15_hap1_hsa14,18,with gaps
chimpanzee,PR01009.hap1,chr16_hap1_hsa15,23,with gaps
chimpanzee,PR01009.hap1,chr17_hap1_hsa18,10,with gaps
chimpanzee,PR01009.hap1,chr18_hap1_hsa16,23,with gaps
chimpanzee,PR01009.hap1,chr19_hap1_hsa17,43,with gaps
chimpanzee,PR01009.hap1,chr20_hap1_hsa19,55,with gaps
chimpanzee,PR01009.hap1,chr21_hap1_hsa20,25,with gaps
chimpanzee,PR01009.hap1,chr22_hap1_hsa21,18,with gaps
chimpanzee,PR01009.hap1,chr23_hap1_hsa22,36,with gaps
chimpanzee,PR01009.hap2,chr1_hap1_hsa1,33,with gaps
chimpanzee,PR01009.hap2,chr2_hap1_hsa3,34,with gaps
chimpanzee,PR01009.hap2,chr3_hap1_hsa4,44,with gaps
chimpanzee,PR01009.hap2,chr4_hap1_hsa5,40,with gaps
chimpanzee,PR01009.hap2,chr5_hap1_hsa6,25,with gaps
chimpanzee,PR01009.hap2,chr6_hap1_hsa7,39,with gaps
chimpanzee,PR01009.hap2,chr7_hap1_hsa8,56,with gaps
chimpanzee,PR01009.hap2,chr8_hap1_hsa10,38,with gaps
chimpanzee,PR01009.hap2,chr9_hap1_hsa11,66,with gaps
chimpanzee,PR01009.hap2,chr10_hap1_hsa12,29,with gaps
chimpanzee,PR01009.hap2,chr11_hap1_hsa9,22,with gaps
chimpanzee,PR01009.hap2,chr12_hap1_hsa2a,18,with gaps
chimpanzee,PR01009.hap2,chr13_hap1_hsa2b,26,with gaps
chimpanzee,PR01009.hap2,chr14_hap1_hsa13,25,with gaps
chimpanzee,PR01009.hap2,chr15_hap1_hsa14,25,with gaps
chimpanzee,PR01009.hap2,chr16_hap1_hsa15,15,with gaps
chimpanzee,PR01009.hap2,chr17_hap1_hsa18,28,with gaps
chimpanzee,PR01009.hap2,chr18_hap1_hsa16,31,with gaps
chimpanzee,PR01009.hap2,chr19_hap1_hsa17,25,with gaps
chimpanzee,PR01009.hap2,chr20_hap1_hsa19,33,with gaps
chimpanzee,PR01009.hap2,chr21_hap1_hsa20,25,with gaps
chimpanzee,PR01009.hap2,chr22_hap1_hsa21,19,with gaps
chimpanzee,PR01009.hap2,chr23_hap1_hsa22,18,with gaps
